Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Fri, Jan 1 2010,0100,53,7.5,59,13.6,112,10.7
Fri, Jan 1 2010,0200,95,12.6,51,7.8,146,11
Fri, Jan 1 2010,0300,45,11.1,51,3.9,96,7.3
Fri, Jan 1 2010,0400,58,5.2,42,14.3,100,9
Fri, Jan 1 2010,0500,33,12.1,55,7.3,88,9.1
Fri, Jan 1 2010,0600,29,13.8,44,18.2,73,16.4
Fri, Jan 1 2010,0700,40,12.5,74,12.2,114,12.3
Fri, Jan 1 2010,0800,56,12.5,92,9.8,148,10.8
Fri, Jan 1 2010,0900,80,7.5,95,6.3,175,6.9
Fri, Jan 1 2010,1000,103,7.8,96,7.3,199,7.5
Fri, Jan 1 2010,1100,149,6.7,188,4.3,337,5.3
Fri, Jan 1 2010,1200,253,4,311,4.2,564,4.1
Fri, Jan 1 2010,1300,376,3.7,476,2.7,852,3.2
Fri, Jan 1 2010,1400,471,2.3,559,1.4,1030,1.8
Fri, Jan 1 2010,1500,521,2.3,551,2,1072,2.1
Fri, Jan 1 2010,1600,521,3.3,507,2.8,1028,3
Fri, Jan 1 2010,1700,493,2.4,468,1.7,961,2.1
Fri, Jan 1 2010,1800,412,2.9,391,3.6,803,3.2
Fri, Jan 1 2010,1900,340,2.4,300,5.3,640,3.8
Fri, Jan 1 2010,2000,283,4.6,255,8.6,538,6.5
Fri, Jan 1 2010,2100,177,5.6,163,8,340,6.8
Fri, Jan 1 2010,2200,130,3.8,112,9.8,242,6.6
Fri, Jan 1 2010,2300,94,8.5,77,2.6,171,5.8
Fri, Jan 1 2010,2400,61,8.2,65,20,126,14.3
Sat, Jan 2 2010,0100,78,16.7,38,23.7,116,19
Sat, Jan 2 2010,0200,46,15.2,33,30.3,79,21.5
Sat, Jan 2 2010,0300,37,24.3,35,14.3,72,19.4
Sat, Jan 2 2010,0400,43,25.6,68,17.6,111,20.7
Sat, Jan 2 2010,0500,44,38.6,74,18.9,118,26.3
Sat, Jan 2 2010,0600,57,15.8,105,16.2,162,16
Sat, Jan 2 2010,0700,79,16.5,157,11.5,236,13.1
Sat, Jan 2 2010,0800,131,13.7,187,15.5,318,14.8
Sat, Jan 2 2010,0900,251,13.9,216,13.4,467,13.7
Sat, Jan 2 2010,1000,306,10.1,262,17.9,568,13.7
Sat, Jan 2 2010,1100,408,8.1,389,9.5,797,8.8
Sat, Jan 2 2010,1200,528,5.5,530,4.5,1058,5
Sat, Jan 2 2010,1300,736,5.3,631,5.5,1367,5.4
Sat, Jan 2 2010,1400,792,3.5,753,4.2,1545,3.9
Sat, Jan 2 2010,1500,778,3.6,789,4.7,1567,4.1
Sat, Jan 2 2010,1600,736,3.1,707,3.4,1443,3.3
Sat, Jan 2 2010,1700,627,4.8,715,2.7,1342,3.7
Sat, Jan 2 2010,1800,480,4.2,633,3.3,1113,3.7
Sat, Jan 2 2010,1900,455,3.7,543,5,998,4.4
Sat, Jan 2 2010,2000,339,2.7,343,6.7,682,4.7
Sat, Jan 2 2010,2100,232,4.7,223,10.3,455,7.5
Sat, Jan 2 2010,2200,185,8.1,165,7.3,350,7.7
Sat, Jan 2 2010,2300,119,7.6,159,8.8,278,8.3
Sat, Jan 2 2010,2400,122,11.5,96,13.5,218,12.4
Sun, Jan 3 2010,0100,84,9.5,78,9,162,9.3
Sun, Jan 3 2010,0200,76,14.5,65,12.3,141,13.5
Sun, Jan 3 2010,0300,29,13.8,37,13.5,66,13.6
Sun, Jan 3 2010,0400,36,16.7,81,7.4,117,10.3
Sun, Jan 3 2010,0500,35,11.4,94,9.6,129,10.1
Sun, Jan 3 2010,0600,68,10.3,123,8.1,191,8.9
Sun, Jan 3 2010,0700,81,9.9,118,5.1,199,7
Sun, Jan 3 2010,0800,88,12.5,117,11.1,205,11.7
Sun, Jan 3 2010,0900,124,8.1,141,6.4,265,7.2
Sun, Jan 3 2010,1000,204,4.9,165,8.5,369,6.5
Sun, Jan 3 2010,1100,263,6.8,319,4.4,582,5.5
Sun, Jan 3 2010,1200,479,4.4,465,4.1,944,4.2
Sun, Jan 3 2010,1300,676,2.2,550,2.9,1226,2.5
Sun, Jan 3 2010,1400,754,3.8,644,3.6,1398,3.7
Sun, Jan 3 2010,1500,721,3.1,738,3.4,1459,3.2
Sun, Jan 3 2010,1600,706,2.5,802,2.9,1508,2.7
Sun, Jan 3 2010,1700,587,1.9,808,2.5,1395,2.2
Sun, Jan 3 2010,1800,648,3.7,782,3.3,1430,3.5
Sun, Jan 3 2010,1900,523,3.4,676,6.7,1199,5.3
Sun, Jan 3 2010,2000,409,5.4,510,8.4,919,7.1
Sun, Jan 3 2010,2100,305,7.2,312,7.4,617,7.3
Sun, Jan 3 2010,2200,214,7.9,242,8.7,456,8.3
Sun, Jan 3 2010,2300,140,10,138,14.5,278,12.2
Sun, Jan 3 2010,2400,104,16.3,125,11.2,229,13.5
Mon, Jan 4 2010,0100,76,9.2,45,37.8,121,19.8
Mon, Jan 4 2010,0200,50,18,36,30.6,86,23.3
Mon, Jan 4 2010,0300,29,24.1,58,25.9,87,25.3
Mon, Jan 4 2010,0400,29,48.3,95,28.4,124,33.1
Mon, Jan 4 2010,0500,50,40,146,26,196,29.6
Mon, Jan 4 2010,0600,109,25.7,366,23,475,23.6
Mon, Jan 4 2010,0700,219,17.8,668,11.1,887,12.7
Mon, Jan 4 2010,0800,498,9.8,808,10.1,1306,10
Mon, Jan 4 2010,0900,797,7.9,816,13,1613,10.5
Mon, Jan 4 2010,1000,585,14.5,575,19.7,1160,17.1
Mon, Jan 4 2010,1100,568,13.2,505,19,1073,15.9
Mon, Jan 4 2010,1200,630,12.2,615,16.6,1245,14.4
Mon, Jan 4 2010,1300,696,11.2,614,11.9,1310,11.5
Mon, Jan 4 2010,1400,776,12.9,665,13.7,1441,13.3
Mon, Jan 4 2010,1500,750,12.3,730,11,1480,11.6
Mon, Jan 4 2010,1600,843,12.5,757,10.6,1600,11.6
Mon, Jan 4 2010,1700,913,7.7,853,6.6,1766,7.1
Mon, Jan 4 2010,1800,944,7.3,872,5,1816,6.2
Mon, Jan 4 2010,1900,693,8.9,595,9.2,1288,9.1
Mon, Jan 4 2010,2000,445,12.4,372,15.6,817,13.8
Mon, Jan 4 2010,2100,252,9.5,248,17.3,500,13.4
Mon, Jan 4 2010,2200,206,16.5,222,18,428,17.3
Mon, Jan 4 2010,2300,157,19.1,147,19.7,304,19.4
Mon, Jan 4 2010,2400,103,22.3,85,24.7,188,23.4
Tue, Jan 5 2010,0100,86,25.6,47,46.8,133,33.1
Tue, Jan 5 2010,0200,53,28.3,48,39.6,101,33.7
Tue, Jan 5 2010,0300,36,41.7,34,50,70,45.7
Tue, Jan 5 2010,0400,39,51.3,71,26.8,110,35.5
Tue, Jan 5 2010,0500,37,51.4,119,33.6,156,37.8
Tue, Jan 5 2010,0600,94,30.9,287,28.2,381,28.9
Tue, Jan 5 2010,0700,194,26.3,615,17.2,809,19.4
Tue, Jan 5 2010,0800,495,14.9,795,14.3,1290,14.6
Tue, Jan 5 2010,0900,850,10.7,871,12.5,1721,11.6
Tue, Jan 5 2010,1000,672,13.5,673,17.7,1345,15.6
Tue, Jan 5 2010,1100,596,15.4,583,19.9,1179,17.6
Tue, Jan 5 2010,1200,631,17.4,596,18.6,1227,18
Tue, Jan 5 2010,1300,685,16.5,596,18.1,1281,17.3
Tue, Jan 5 2010,1400,699,14.9,662,12.7,1361,13.8
Tue, Jan 5 2010,1500,717,16.5,680,12.5,1397,14.5
Tue, Jan 5 2010,1600,767,13.6,767,11.2,1534,12.4
Tue, Jan 5 2010,1700,937,10.8,990,7.2,1927,8.9
Tue, Jan 5 2010,1800,980,7,879,5.6,1859,6.3
