Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Tue, Jan 1 2008,0100,58,10.3,40,15,98,12.2
Tue, Jan 1 2008,0200,74,2.7,90,5.6,164,4.3
Tue, Jan 1 2008,0300,76,3.9,64,4.7,140,4.3
Tue, Jan 1 2008,0400,46,4.3,41,2.4,87,3.4
Tue, Jan 1 2008,0500,34,8.8,52,9.6,86,9.3
Tue, Jan 1 2008,0600,47,12.8,49,10.2,96,11.5
Tue, Jan 1 2008,0700,63,15.9,63,12.7,126,14.3
Tue, Jan 1 2008,0800,70,10,99,10.1,169,10.1
Tue, Jan 1 2008,0900,103,7.8,107,2.8,210,5.2
Tue, Jan 1 2008,1000,156,3.8,109,6.4,265,4.9
Tue, Jan 1 2008,1100,184,7.1,209,4.3,393,5.6
Tue, Jan 1 2008,1200,309,2.6,369,3,678,2.8
Tue, Jan 1 2008,1300,479,2.1,495,3.2,974,2.7
Tue, Jan 1 2008,1400,523,2.5,545,1.8,1068,2.2
Tue, Jan 1 2008,1500,571,2.5,614,3.1,1185,2.8
Tue, Jan 1 2008,1600,636,2.4,678,1.8,1314,2.1
Tue, Jan 1 2008,1700,610,1.8,697,2,1307,1.9
Tue, Jan 1 2008,1800,560,2.9,645,2.8,1205,2.8
Tue, Jan 1 2008,1900,488,2.9,668,5.7,1156,4.5
Tue, Jan 1 2008,2000,369,2.7,537,5,906,4.1
Tue, Jan 1 2008,2100,307,2,404,6.2,711,4.4
Tue, Jan 1 2008,2200,216,5.6,268,6,484,5.8
Tue, Jan 1 2008,2300,166,6,175,5.1,341,5.6
Tue, Jan 1 2008,2400,127,7.1,105,15.2,232,10.8
Wed, Jan 2 2008,0100,74,6.8,58,15.5,132,10.6
Wed, Jan 2 2008,0200,49,18.4,47,36.2,96,27.1
Wed, Jan 2 2008,0300,27,33.3,37,37.8,64,35.9
Wed, Jan 2 2008,0400,20,25,70,27.1,90,26.7
Wed, Jan 2 2008,0500,37,48.6,125,32.8,162,36.4
Wed, Jan 2 2008,0600,74,25.7,232,28.4,306,27.8
Wed, Jan 2 2008,0700,144,20.8,405,19.8,549,20
Wed, Jan 2 2008,0800,343,18.4,625,10.6,968,13.3
Wed, Jan 2 2008,0900,678,8.7,856,10.4,1534,9.6
Wed, Jan 2 2008,1000,584,11.5,619,18.6,1203,15.1
Wed, Jan 2 2008,1100,698,12.2,555,16,1253,13.9
Wed, Jan 2 2008,1200,779,13.1,651,14.4,1430,13.7
Wed, Jan 2 2008,1300,842,10.9,740,11.1,1582,11
Wed, Jan 2 2008,1400,843,11.3,710,10.7,1553,11
Wed, Jan 2 2008,1500,841,11.7,789,9.8,1630,10.7
Wed, Jan 2 2008,1600,862,10.2,782,7.3,1644,8.8
Wed, Jan 2 2008,1700,846,8.7,908,7.4,1754,8
Wed, Jan 2 2008,1800,964,6.3,899,6.2,1863,6.3
Wed, Jan 2 2008,1900,698,8.2,715,7.7,1413,7.9
Wed, Jan 2 2008,2000,459,9.4,575,11,1034,10.3
Wed, Jan 2 2008,2100,320,9.7,401,11,721,10.4
Wed, Jan 2 2008,2200,263,10.3,319,13.5,582,12
Wed, Jan 2 2008,2300,180,18.9,177,13.6,357,16.2
Wed, Jan 2 2008,2400,158,13.3,122,22.1,280,17.1
Thu, Jan 3 2008,0100,99,19.2,66,33.3,165,24.8
Thu, Jan 3 2008,0200,49,30.6,54,29.6,103,30.1
Thu, Jan 3 2008,0300,30,56.7,38,36.8,68,45.6
Thu, Jan 3 2008,0400,34,47.1,53,45.3,87,46
Thu, Jan 3 2008,0500,42,54.8,128,31.2,170,37.1
Thu, Jan 3 2008,0600,80,41.2,295,35.6,375,36.8
Thu, Jan 3 2008,0700,198,30.3,511,16.2,709,20.2
Thu, Jan 3 2008,0800,454,18.9,815,12.4,1269,14.7
Thu, Jan 3 2008,0900,816,9.2,972,12.1,1788,10.8
Thu, Jan 3 2008,1000,749,13.4,720,19.2,1469,16.2
Thu, Jan 3 2008,1100,724,14.4,651,18.6,1375,16.4
Thu, Jan 3 2008,1200,808,13.9,716,13.5,1524,13.7
Thu, Jan 3 2008,1300,781,15,700,15,1481,15
Thu, Jan 3 2008,1400,750,16,709,13.7,1459,14.9
Thu, Jan 3 2008,1500,763,14.9,734,12.1,1497,13.6
Thu, Jan 3 2008,1600,905,12.6,770,10.5,1675,11.6
Thu, Jan 3 2008,1700,619,14.4,888,8.1,1507,10.7
Thu, Jan 3 2008,1800,1463,7.8,942,6.3,2405,7.2
Thu, Jan 3 2008,1900,941,7.7,654,5.8,1595,6.9
Thu, Jan 3 2008,2000,508,11.8,428,10.7,936,11.3
Thu, Jan 3 2008,2100,316,15.2,298,10.7,614,13
Thu, Jan 3 2008,2200,245,12.7,282,12.4,527,12.5
Thu, Jan 3 2008,2300,246,16.3,160,15,406,15.8
Thu, Jan 3 2008,2400,154,20.8,169,26.6,323,23.8
Fri, Jan 4 2008,0100,170,15.9,80,28.8,250,20
Fri, Jan 4 2008,0200,80,15,50,14,130,14.6
Fri, Jan 4 2008,0300,47,44.7,43,37.2,90,41.1
Fri, Jan 4 2008,0400,47,42.6,62,35.5,109,38.5
Fri, Jan 4 2008,0500,52,34.6,117,32.5,169,33.1
Fri, Jan 4 2008,0600,72,36.1,252,33.7,324,34.3
Fri, Jan 4 2008,0700,153,39.2,422,25.8,575,29.4
Fri, Jan 4 2008,0800,351,22.5,688,13.7,1039,16.7
Fri, Jan 4 2008,0900,569,13.7,790,13.5,1359,13.6
Fri, Jan 4 2008,1000,652,13.3,607,18.8,1259,16
Fri, Jan 4 2008,1100,620,16.5,587,22.3,1207,19.3
Fri, Jan 4 2008,1200,722,17.3,572,23.1,1294,19.9
Fri, Jan 4 2008,1300,805,15.9,668,18.1,1473,16.9
Fri, Jan 4 2008,1400,843,16.1,645,15.3,1488,15.8
Fri, Jan 4 2008,1500,910,15.3,686,13.7,1596,14.6
Fri, Jan 4 2008,1600,989,12.6,707,12.4,1696,12.6
Fri, Jan 4 2008,1700,1001,12,717,9.8,1718,11.1
Fri, Jan 4 2008,1800,975,9.4,746,7.9,1721,8.8
Fri, Jan 4 2008,1900,759,9.1,616,10.2,1375,9.6
Fri, Jan 4 2008,2000,594,11.8,492,12.6,1086,12.2
Fri, Jan 4 2008,2100,428,12.9,351,12.8,779,12.8
Fri, Jan 4 2008,2200,315,11.7,263,16,578,13.7
Fri, Jan 4 2008,2300,172,13.4,159,8.2,331,10.9
Fri, Jan 4 2008,2400,168,17.3,137,12.4,305,15.1
Sat, Jan 5 2008,0100,144,9.7,113,15,257,12.1
Sat, Jan 5 2008,0200,107,18.7,58,24.1,165,20.6
Sat, Jan 5 2008,0300,56,25,37,27,93,25.8
Sat, Jan 5 2008,0400,43,27.9,64,14.1,107,19.6
Sat, Jan 5 2008,0500,29,37.9,109,18.3,138,22.5
Sat, Jan 5 2008,0600,56,21.4,104,32.7,160,28.8
Sat, Jan 5 2008,0700,134,19.4,178,18,312,18.6
Sat, Jan 5 2008,0800,267,21,268,15.3,535,18.1
Sat, Jan 5 2008,0900,399,13.8,383,9.9,782,11.9
Sat, Jan 5 2008,1000,610,8.2,429,12.8,1039,10.1
Sat, Jan 5 2008,1100,676,6.7,467,8.8,1143,7.5
Sat, Jan 5 2008,1200,806,7.2,588,7.5,1394,7.3
Sat, Jan 5 2008,1300,808,4.5,653,5.7,1461,5
Sat, Jan 5 2008,1400,877,5,762,3.9,1639,4.5
Sat, Jan 5 2008,1500,856,3.7,706,5,1562,4.3
Sat, Jan 5 2008,1600,810,4.3,840,4.5,1650,4.4
Sat, Jan 5 2008,1700,719,3.8,868,3.2,1587,3.5
Sat, Jan 5 2008,1800,604,4.8,829,2.8,1433,3.6
Sat, Jan 5 2008,1900,622,5.5,761,4.9,1383,5.1
Sat, Jan 5 2008,2000,472,3.8,510,6.1,982,5
Sat, Jan 5 2008,2100,355,3.9,357,4.8,712,4.4
Sat, Jan 5 2008,2200,252,6,272,4.4,524,5.2
Sat, Jan 5 2008,2300,218,10.6,211,6.2,429,8.4
Sat, Jan 5 2008,2400,180,3.3,175,7.4,355,5.4
Sun, Jan 6 2008,0100,161,5.6,80,11.2,241,7.5
Sun, Jan 6 2008,0200,81,7.4,78,12.8,159,10.1
Sun, Jan 6 2008,0300,45,13.3,67,6,112,8.9
Sun, Jan 6 2008,0400,45,15.6,79,5.1,124,8.9
Sun, Jan 6 2008,0500,50,20,78,6.4,128,11.7
Sun, Jan 6 2008,0600,66,4.5,85,15.3,151,10.6
Sun, Jan 6 2008,0700,93,14,139,10.8,232,12.1
Sun, Jan 6 2008,0800,103,16.5,177,14.1,280,15
Sun, Jan 6 2008,0900,145,11.7,201,10.4,346,11
