Day of Week,Date,Hour ending,Hourly volume Southbound,HCV % Southbound,Hourly volume Northbound,HCV % Northbound,Total volume,Total % HCV
Tue, Jan 1 2013,0100,63,14.3,49,12.2,112,13.4
Tue, Jan 1 2013,0200,65,9.2,66,4.5,131,6.9
Tue, Jan 1 2013,0300,55,10.9,40,20,95,14.7
Tue, Jan 1 2013,0400,26,11.5,30,10,56,10.7
Tue, Jan 1 2013,0500,25,16,20,25,45,20
Tue, Jan 1 2013,0600,33,21.2,22,13.6,55,18.2
Tue, Jan 1 2013,0700,86,17.4,29,13.8,115,16.5
Tue, Jan 1 2013,0800,88,12.5,41,26.8,129,17.1
Tue, Jan 1 2013,0900,87,8,73,11,160,9.4
Tue, Jan 1 2013,1000,106,7.5,109,7.3,215,7.4
Tue, Jan 1 2013,1100,210,7.1,152,6.6,362,6.9
Tue, Jan 1 2013,1200,307,7.8,257,3.5,564,5.9
Tue, Jan 1 2013,1300,451,5.8,454,3.7,905,4.8
Tue, Jan 1 2013,1400,496,2.8,551,2.9,1047,2.9
Tue, Jan 1 2013,1500,515,4.1,562,3.2,1077,3.6
Tue, Jan 1 2013,1600,613,3.1,537,3,1150,3
Tue, Jan 1 2013,1700,568,3.3,501,2.6,1069,3
Tue, Jan 1 2013,1800,470,5.1,450,3.3,920,4.2
Tue, Jan 1 2013,1900,440,6.6,391,4.1,831,5.4
Tue, Jan 1 2013,2000,381,8.7,302,5,683,7
Tue, Jan 1 2013,2100,244,5.3,287,4.5,531,4.9
Tue, Jan 1 2013,2200,170,7.1,166,4.8,336,6
Tue, Jan 1 2013,2300,131,14.5,119,10.9,250,12.8
Tue, Jan 1 2013,2400,69,20.3,111,10.8,180,14.4
Wed, Jan 2 2013,0100,50,36,74,16.2,124,24.2
Wed, Jan 2 2013,0200,27,59.3,43,34.9,70,44.3
Wed, Jan 2 2013,0300,28,28.6,26,42.3,54,35.2
Wed, Jan 2 2013,0400,71,38,27,44.4,98,39.8
Wed, Jan 2 2013,0500,86,38.4,43,44.2,129,40.3
Wed, Jan 2 2013,0600,194,37.6,59,23.7,253,34.4
Wed, Jan 2 2013,0700,435,20.5,128,26.6,563,21.8
Wed, Jan 2 2013,0800,533,17.8,250,21.6,783,19
Wed, Jan 2 2013,0900,682,16.1,387,16.3,1069,16.2
Wed, Jan 2 2013,1000,480,19.8,420,19.8,900,19.8
Wed, Jan 2 2013,1100,454,19.2,500,14,954,16.5
Wed, Jan 2 2013,1200,549,14.8,582,13.6,1131,14.1
Wed, Jan 2 2013,1300,637,12.1,658,14.1,1295,13.1
Wed, Jan 2 2013,1400,603,16.3,673,10.5,1276,13.2
Wed, Jan 2 2013,1500,613,10.9,659,15.2,1272,13.1
Wed, Jan 2 2013,1600,634,10.7,571,17.3,1205,13.9
Wed, Jan 2 2013,1700,603,12.6,747,12.6,1350,12.6
Wed, Jan 2 2013,1800,567,11.3,853,9.1,1420,10
Wed, Jan 2 2013,1900,490,10.6,633,11.8,1123,11.3
Wed, Jan 2 2013,2000,411,15.8,364,11.3,775,13.7
Wed, Jan 2 2013,2100,248,14.5,294,10.5,542,12.4
Wed, Jan 2 2013,2200,195,14.4,200,13,395,13.7
Wed, Jan 2 2013,2300,121,25.6,161,16.1,282,20.2
Wed, Jan 2 2013,2400,99,30.3,105,20,204,25
Thu, Jan 3 2013,0100,60,63.3,90,22.2,150,38.7
Thu, Jan 3 2013,0200,41,46.3,45,53.3,86,50
Thu, Jan 3 2013,0300,41,43.9,32,50,73,46.6
Thu, Jan 3 2013,0400,61,34.4,33,69.7,94,46.8
Thu, Jan 3 2013,0500,97,40.2,44,45.5,141,41.8
Thu, Jan 3 2013,0600,207,39.6,91,39.6,298,39.6
Thu, Jan 3 2013,0700,436,25,144,32.6,580,26.9
Thu, Jan 3 2013,0800,595,18.2,275,28.7,870,21.5
Thu, Jan 3 2013,0900,801,17.6,466,21,1267,18.9
Thu, Jan 3 2013,1000,544,21.3,537,18.2,1081,19.8
Thu, Jan 3 2013,1100,532,17.7,585,15.7,1117,16.7
Thu, Jan 3 2013,1200,570,17.7,582,14.9,1152,16.3
Thu, Jan 3 2013,1300,604,18.2,630,18.4,1234,18.3
Thu, Jan 3 2013,1400,605,15.9,627,20.4,1232,18.2
Thu, Jan 3 2013,1500,607,13.3,601,15.3,1208,14.3
Thu, Jan 3 2013,1600,642,13.7,642,19,1284,16.4
Thu, Jan 3 2013,1700,594,12,786,16.2,1380,14.3
Thu, Jan 3 2013,1800,647,10.4,900,11.7,1547,11.1
Thu, Jan 3 2013,1900,524,10.5,718,11.6,1242,11.1
Thu, Jan 3 2013,2000,439,17.5,417,12.9,856,15.3
Thu, Jan 3 2013,2100,293,15.4,295,14.9,588,15.1
Thu, Jan 3 2013,2200,217,20.3,272,11,489,15.1
Thu, Jan 3 2013,2300,106,17,164,20.1,270,18.9
Thu, Jan 3 2013,2400,89,34.8,160,18.8,249,24.5
Fri, Jan 4 2013,0100,68,66.2,78,26.9,146,45.2
Fri, Jan 4 2013,0200,34,52.9,64,39.1,98,43.9
Fri, Jan 4 2013,0300,31,54.8,35,68.6,66,62.1
Fri, Jan 4 2013,0400,57,43.9,36,50,93,46.2
Fri, Jan 4 2013,0500,91,51.6,40,55,131,52.7
Fri, Jan 4 2013,0600,191,41.9,58,41.4,249,41.8
Fri, Jan 4 2013,0700,417,26.6,161,36,578,29.2
Fri, Jan 4 2013,0800,558,23.3,259,29.3,817,25.2
Fri, Jan 4 2013,0900,674,17.1,452,21,1126,18.7
Fri, Jan 4 2013,1000,533,22.5,501,19.2,1034,20.9
Fri, Jan 4 2013,1100,533,20.6,540,20,1073,20.3
Fri, Jan 4 2013,1200,558,15.6,602,18.3,1160,17
Fri, Jan 4 2013,1300,665,13.8,652,18.6,1317,16.2
Fri, Jan 4 2013,1400,636,16.4,699,16.6,1335,16.5
Fri, Jan 4 2013,1500,695,10.8,838,16.2,1533,13.8
Fri, Jan 4 2013,1600,667,10.8,869,16.1,1536,13.8
Fri, Jan 4 2013,1700,714,11.2,928,17.8,1642,14.9
Fri, Jan 4 2013,1800,669,8.2,974,10.2,1643,9.4
Fri, Jan 4 2013,1900,577,8.1,793,12.1,1370,10.4
Fri, Jan 4 2013,2000,481,13.1,523,11.7,1004,12.4
Fri, Jan 4 2013,2100,282,12.4,368,12.2,650,12.3
Fri, Jan 4 2013,2200,344,17.2,274,12.8,618,15.2
Fri, Jan 4 2013,2300,170,14.1,169,17.8,339,15.9
Fri, Jan 4 2013,2400,140,25.7,148,16.2,288,20.8
Sat, Jan 5 2013,0100,88,37.5,106,26.4,194,31.4
Sat, Jan 5 2013,0200,46,28.3,67,43.3,113,37.2
Sat, Jan 5 2013,0300,48,33.3,42,40.5,90,36.7
Sat, Jan 5 2013,0400,58,27.6,32,59.4,90,38.9
Sat, Jan 5 2013,0500,81,28.4,39,38.5,120,31.7
Sat, Jan 5 2013,0600,94,19.1,60,23.3,154,20.8
Sat, Jan 5 2013,0700,142,14.8,93,26.9,235,19.6
Sat, Jan 5 2013,0800,212,16.5,172,22.1,384,19
Sat, Jan 5 2013,0900,275,14.5,296,17.2,571,15.9
Sat, Jan 5 2013,1000,341,14.7,409,14.4,750,14.5
Sat, Jan 5 2013,1100,396,10.4,470,8.9,866,9.6
Sat, Jan 5 2013,1200,537,7.4,561,10.2,1098,8.8
Sat, Jan 5 2013,1300,612,8.5,602,7.6,1214,8.1
Sat, Jan 5 2013,1400,584,6.7,678,8.7,1262,7.8
Sat, Jan 5 2013,1500,640,4.2,600,8.2,1240,6.1
Sat, Jan 5 2013,1600,579,5.9,583,8.1,1162,7
Sat, Jan 5 2013,1700,599,4,525,7.8,1124,5.8
Sat, Jan 5 2013,1800,516,5.6,448,4.5,964,5.1
Sat, Jan 5 2013,1900,489,6.5,399,7.8,888,7.1
Sat, Jan 5 2013,2000,319,8.5,333,8.7,652,8.6
Sat, Jan 5 2013,2100,209,7.2,231,8.7,440,8
Sat, Jan 5 2013,2200,132,7.6,137,6.6,269,7.1
Sat, Jan 5 2013,2300,156,8.3,113,10.6,269,9.3
Sat, Jan 5 2013,2400,92,16.3,112,10.7,204,13.2
Sun, Jan 6 2013,0100,62,27.4,100,11,162,17.3
Sun, Jan 6 2013,0200,41,24.4,69,15.9,110,19.1
Sun, Jan 6 2013,0300,49,16.3,43,7,92,12
Sun, Jan 6 2013,0400,44,20.5,20,25,64,21.9
Sun, Jan 6 2013,0500,49,22.4,36,25,85,23.5
Sun, Jan 6 2013,0600,78,23.1,29,24.1,107,23.4
Sun, Jan 6 2013,0700,121,12.4,63,11.1,184,12
Sun, Jan 6 2013,0800,124,15.3,101,23.8,225,19.1
Sun, Jan 6 2013,0900,167,9.6,164,14.6,331,12.1
Sun, Jan 6 2013,1000,232,8.6,269,9.3,501,9
Sun, Jan 6 2013,1100,310,9.4,284,6.3,594,7.9
Sun, Jan 6 2013,1200,368,4.3,431,7.4,799,6
Sun, Jan 6 2013,1300,443,4.5,538,4.1,981,4.3
Sun, Jan 6 2013,1400,560,9.3,624,6.2,1184,7.7
Sun, Jan 6 2013,1500,531,3.2,614,4.2,1145,3.8
Sun, Jan 6 2013,1600,636,4.6,559,5.2,1195,4.9
Sun, Jan 6 2013,1700,597,5.5,554,5.6,1151,5.6
Sun, Jan 6 2013,1800,564,5.1,538,4.5,1102,4.8
Sun, Jan 6 2013,1900,562,10.9,456,6.6,1018,8.9
Sun, Jan 6 2013,2000,453,13.9,390,5.9,843,10.2
Sun, Jan 6 2013,2100,290,9,289,4.2,579,6.6
Sun, Jan 6 2013,2200,200,7,234,5.6,434,6.2
Sun, Jan 6 2013,2300,136,16.2,141,10.6,277,13.4
Sun, Jan 6 2013,2400,82,25.6,98,9.2,180,16.7
Mon, Jan 7 2013,0100,65,35.4,55,16.4,120,26.7
Mon, Jan 7 2013,0200,32,56.2,38,26.3,70,40
Mon, Jan 7 2013,0300,34,44.1,24,50,58,46.6
Mon, Jan 7 2013,0400,58,44.8,29,55.2,87,48.3
Mon, Jan 7 2013,0500,134,34.3,42,47.6,176,37.5
Mon, Jan 7 2013,0600,263,39.5,98,32.7,361,37.7
Mon, Jan 7 2013,0700,619,22.3,193,26.4,812,23.3
Mon, Jan 7 2013,0800,838,19,383,19.1,1221,19
Mon, Jan 7 2013,0900,1033,12.5,671,15.4,1704,13.6
Mon, Jan 7 2013,1000,709,20,494,21.9,1203,20.8
Mon, Jan 7 2013,1100,527,19.2,495,23.4,1022,21.2
Mon, Jan 7 2013,1200,428,23.4,444,20.3,872,21.8
Mon, Jan 7 2013,1300,481,21.2,471,25.5,952,23.3
Mon, Jan 7 2013,1400,480,22.7,540,20.4,1020,21.5
Mon, Jan 7 2013,1500,514,22.2,527,21.6,1041,21.9
Mon, Jan 7 2013,1600,519,17.5,658,23.1,1177,20.6
Mon, Jan 7 2013,1700,480,19.4,736,20.1,1216,19.8
Mon, Jan 7 2013,1800,504,15.9,936,14.2,1440,14.8
Mon, Jan 7 2013,1900,445,16,650,14.6,1095,15.2
Mon, Jan 7 2013,2000,329,22.2,366,13.4,695,17.6
Mon, Jan 7 2013,2100,206,24.3,215,15.3,421,19.7
Mon, Jan 7 2013,2200,154,27.9,161,14.3,315,21
Mon, Jan 7 2013,2300,111,18,130,23.1,241,20.7
Mon, Jan 7 2013,2400,86,37.2,96,30.2,182,33.5
Tue, Jan 8 2013,0100,72,66.7,70,25.7,142,46.5
Tue, Jan 8 2013,0200,15,60,51,62.7,66,62.1
Tue, Jan 8 2013,0300,33,30.3,37,64.9,70,48.6
Tue, Jan 8 2013,0400,49,61.2,29,62.1,78,61.5
Tue, Jan 8 2013,0500,90,38.9,43,55.8,133,44.4
Tue, Jan 8 2013,0600,191,39.3,66,45.5,257,40.9
Tue, Jan 8 2013,0700,490,23.9,177,37.3,667,27.4
Tue, Jan 8 2013,0800,785,18.3,317,20.2,1102,18.9
Tue, Jan 8 2013,0900,1057,13,650,14,1707,13.4
Tue, Jan 8 2013,1000,728,15.1,537,21.6,1265,17.9
Tue, Jan 8 2013,1100,558,20.8,498,22.1,1056,21.4
Tue, Jan 8 2013,1200,480,23.5,472,24.4,952,23.9
Tue, Jan 8 2013,1300,497,20.3,474,23,971,21.6
Tue, Jan 8 2013,1400,463,19.7,515,20.8,978,20.2
Tue, Jan 8 2013,1500,541,21.3,546,24.4,1087,22.8
Tue, Jan 8 2013,1600,566,20,686,21.1,1252,20.6
Tue, Jan 8 2013,1700,561,13.7,776,19.3,1337,17
Tue, Jan 8 2013,1800,607,11,991,12.9,1598,12.2
Tue, Jan 8 2013,1900,489,16.6,737,12.2,1226,13.9
Tue, Jan 8 2013,2000,325,18.8,456,16.7,781,17.5
Tue, Jan 8 2013,2100,213,23.5,256,14.5,469,18.6
Tue, Jan 8 2013,2200,150,22,203,16.7,353,19
Tue, Jan 8 2013,2300,131,20.6,159,18.2,290,19.3
Tue, Jan 8 2013,2400,88,38.6,106,22.6,194,29.9
Wed, Jan 9 2013,0100,62,59.7,79,21.5,141,38.3
Wed, Jan 9 2013,0200,26,57.7,49,51,75,53.3
Wed, Jan 9 2013,0300,32,46.9,38,60.5,70,54.3
Wed, Jan 9 2013,0400,54,53.7,32,71.9,86,60.5
Wed, Jan 9 2013,0500,102,44.1,35,71.4,137,51.1
Wed, Jan 9 2013,0600,200,42.5,76,43.4,276,42.8
Wed, Jan 9 2013,0700,535,25.6,154,35.7,689,27.9
Wed, Jan 9 2013,0800,708,21.6,313,21.7,1021,21.6
Wed, Jan 9 2013,0900,1112,13.4,712,16.2,1824,14.5
Wed, Jan 9 2013,1000,739,16.1,534,15.7,1273,15.9
Wed, Jan 9 2013,1100,549,20.2,494,22.3,1043,21.2
Wed, Jan 9 2013,1200,543,22.3,506,23.1,1049,22.7
Wed, Jan 9 2013,1300,485,23.5,492,24,977,23.7
Wed, Jan 9 2013,1400,507,20.3,544,24.8,1051,22.6
Wed, Jan 9 2013,1500,508,24.8,614,23.6,1122,24.2
Wed, Jan 9 2013,1600,578,14.9,646,20.7,1224,18
Wed, Jan 9 2013,1700,610,15.2,841,17.5,1451,16.5
Wed, Jan 9 2013,1800,608,12.5,1034,12.7,1642,12.6
Wed, Jan 9 2013,1900,485,9.9,721,12.6,1206,11.5
Wed, Jan 9 2013,2000,414,21.5,500,17,914,19
Wed, Jan 9 2013,2100,211,21.3,272,14.3,483,17.4
Wed, Jan 9 2013,2200,163,21.5,202,16.3,365,18.6
Wed, Jan 9 2013,2300,118,19.5,180,15,298,16.8
Wed, Jan 9 2013,2400,111,36,109,13.8,220,25
Thu, Jan 10 2013,0100,64,54.7,71,33.8,135,43.7
Thu, Jan 10 2013,0200,36,33.3,50,50,86,43
Thu, Jan 10 2013,0300,36,55.6,29,72.4,65,63.1
Thu, Jan 10 2013,0400,43,65.1,27,55.6,70,61.4
Thu, Jan 10 2013,0500,93,51.6,40,65,133,55.6
Thu, Jan 10 2013,0600,203,40.4,60,46.7,263,41.8
Thu, Jan 10 2013,0700,524,27.9,157,41.4,681,31
Thu, Jan 10 2013,0800,792,18.7,333,31.8,1125,22.6
Thu, Jan 10 2013,0900,1028,12.3,678,14.3,1706,13.1
Thu, Jan 10 2013,1000,667,15.9,561,23.4,1228,19.3
Thu, Jan 10 2013,1100,542,22.7,512,22.7,1054,22.7
Thu, Jan 10 2013,1200,468,22.4,499,22.6,967,22.5
Thu, Jan 10 2013,1300,524,20.2,467,21.4,991,20.8
Thu, Jan 10 2013,1400,510,20.8,557,24.2,1067,22.6
Thu, Jan 10 2013,1500,569,19.7,567,23.5,1136,21.6
Thu, Jan 10 2013,1600,591,17.6,694,21.3,1285,19.6
Thu, Jan 10 2013,1700,574,15.3,862,18,1436,16.9
Thu, Jan 10 2013,1800,615,13.2,1067,12.8,1682,13
Thu, Jan 10 2013,1900,538,13.2,760,11.8,1298,12.4
Thu, Jan 10 2013,2000,402,20.6,489,12.9,891,16.4
Thu, Jan 10 2013,2100,246,20.3,323,16.7,569,18.3
Thu, Jan 10 2013,2200,182,19.8,227,12.8,409,15.9
Thu, Jan 10 2013,2300,124,17.7,210,15.2,334,16.2
Thu, Jan 10 2013,2400,96,46.9,117,20.5,213,32.4
Fri, Jan 11 2013,0100,66,47,82,29.3,148,37.2
Fri, Jan 11 2013,0200,32,62.5,51,54.9,83,57.8
Fri, Jan 11 2013,0300,40,50,40,67.5,80,58.8
Fri, Jan 11 2013,0400,65,44.6,33,72.7,98,54.1
Fri, Jan 11 2013,0500,96,61.5,41,56.1,137,59.9
Fri, Jan 11 2013,0600,155,47.7,64,40.6,219,45.7
Fri, Jan 11 2013,0700,462,24.2,143,37.1,605,27.3
Fri, Jan 11 2013,0800,654,19.1,304,30.9,958,22.9
Fri, Jan 11 2013,0900,894,15,608,17.1,1502,15.8
Fri, Jan 11 2013,1000,653,17.3,504,21.4,1157,19.1
Fri, Jan 11 2013,1100,490,19.8,527,23.9,1017,21.9
Fri, Jan 11 2013,1200,510,25.3,509,20.8,1019,23.1
Fri, Jan 11 2013,1300,505,18,582,21.5,1087,19.9
Fri, Jan 11 2013,1400,572,16.3,602,21.4,1174,18.9
Fri, Jan 11 2013,1500,627,15.9,754,19,1381,17.6
Fri, Jan 11 2013,1600,790,12.3,930,16.7,1720,14.7
Fri, Jan 11 2013,1700,761,11.3,1000,18,1761,15.1
Fri, Jan 11 2013,1800,695,9.8,1169,12.6,1864,11.5
Fri, Jan 11 2013,1900,610,11.1,855,11.3,1465,11.3
Fri, Jan 11 2013,2000,401,10.5,558,12.9,959,11.9
Fri, Jan 11 2013,2100,258,12,395,10.9,653,11.3
Fri, Jan 11 2013,2200,314,21.7,263,15.2,577,18.7
Fri, Jan 11 2013,2300,128,14.8,183,8.7,311,11.3
Fri, Jan 11 2013,2400,131,22.9,138,18.8,269,20.8
Sat, Jan 12 2013,0100,89,32.6,113,21.2,202,26.2
Sat, Jan 12 2013,0200,40,40,64,26.6,104,31.7
Sat, Jan 12 2013,0300,40,37.5,38,42.1,78,39.7
Sat, Jan 12 2013,0400,35,37.1,33,57.6,68,47.1
Sat, Jan 12 2013,0500,63,33.3,31,48.4,94,38.3
Sat, Jan 12 2013,0600,97,32,35,51.4,132,37.1
Sat, Jan 12 2013,0700,173,27.7,77,46.8,250,33.6
Sat, Jan 12 2013,0800,234,14.5,152,27.6,386,19.7
Sat, Jan 12 2013,0900,319,10.3,286,18.2,605,14
Sat, Jan 12 2013,1000,380,12.9,358,16.8,738,14.8
Sat, Jan 12 2013,1100,437,11.7,536,13.4,973,12.6
Sat, Jan 12 2013,1200,519,10.6,570,10.5,1089,10.6
Sat, Jan 12 2013,1300,567,6.9,570,9.8,1137,8.4
Sat, Jan 12 2013,1400,544,7.7,531,11.9,1075,9.8
Sat, Jan 12 2013,1500,604,5.6,560,9.8,1164,7.6
Sat, Jan 12 2013,1600,572,4.9,535,8,1107,6.4
Sat, Jan 12 2013,1700,533,7.9,538,7.2,1071,7.6
Sat, Jan 12 2013,1800,490,4.7,473,6.6,963,5.6
Sat, Jan 12 2013,1900,443,6.1,434,7.6,877,6.8
Sat, Jan 12 2013,2000,266,7.1,328,7.6,594,7.4
Sat, Jan 12 2013,2100,188,6.4,252,7.1,440,6.8
Sat, Jan 12 2013,2200,162,9.9,177,8.5,339,9.1
Sat, Jan 12 2013,2300,128,10.9,103,11.7,231,11.3
Sat, Jan 12 2013,2400,85,17.6,119,7.6,204,11.8
Sun, Jan 13 2013,0100,62,41.9,100,11,162,22.8
Sun, Jan 13 2013,0200,42,14.3,67,14.9,109,14.7
Sun, Jan 13 2013,0300,41,22,38,15.8,79,19
Sun, Jan 13 2013,0400,42,19,21,19,63,19
Sun, Jan 13 2013,0500,46,17.4,29,31,75,22.7
Sun, Jan 13 2013,0600,64,31.2,34,26.5,98,29.6
Sun, Jan 13 2013,0700,98,20.4,48,20.8,146,20.5
Sun, Jan 13 2013,0800,120,14.2,68,27.9,188,19.1
Sun, Jan 13 2013,0900,172,9.9,143,14,315,11.7
Sun, Jan 13 2013,1000,238,8,179,9.5,417,8.6
Sun, Jan 13 2013,1100,277,7.6,270,7,547,7.3
Sun, Jan 13 2013,1200,408,5.4,346,6.6,754,6
Sun, Jan 13 2013,1300,483,7.5,497,4.4,980,5.9
Sun, Jan 13 2013,1400,476,4.4,617,4.2,1093,4.3
Sun, Jan 13 2013,1500,460,5.7,522,5.9,982,5.8
Sun, Jan 13 2013,1600,475,6.7,486,5.1,961,5.9
Sun, Jan 13 2013,1700,550,4,591,3.4,1141,3.7
Sun, Jan 13 2013,1800,541,6.7,522,5.2,1063,5.9
Sun, Jan 13 2013,1900,508,9.3,442,8.6,950,8.9
Sun, Jan 13 2013,2000,436,11.9,383,7.8,819,10
Sun, Jan 13 2013,2100,296,10.8,278,5.8,574,8.4
Sun, Jan 13 2013,2200,180,11.1,215,4.7,395,7.6
Sun, Jan 13 2013,2300,131,12.2,135,13.3,266,12.8
Sun, Jan 13 2013,2400,83,28.9,92,14.1,175,21.1
Mon, Jan 14 2013,0100,67,35.8,94,13.8,161,23
Mon, Jan 14 2013,0200,33,48.5,45,37.8,78,42.3
Mon, Jan 14 2013,0300,33,48.5,38,47.4,71,47.9
Mon, Jan 14 2013,0400,33,57.6,22,50,55,54.5
Mon, Jan 14 2013,0500,97,40.2,35,62.9,132,46.2
Mon, Jan 14 2013,0600,246,36.2,65,43.1,311,37.6
Mon, Jan 14 2013,0700,650,24.6,190,30,840,25.8
Mon, Jan 14 2013,0800,953,19,370,23.5,1323,20.3
Mon, Jan 14 2013,0900,1078,13.5,640,14.7,1718,13.9
Mon, Jan 14 2013,1000,726,16.8,463,23.8,1189,19.5
Mon, Jan 14 2013,1100,495,25.1,427,27.2,922,26
Mon, Jan 14 2013,1200,489,28,496,22.4,985,25.2
Mon, Jan 14 2013,1300,498,27.1,519,23.1,1017,25.1
Mon, Jan 14 2013,1400,495,19.6,513,20.5,1008,20
Mon, Jan 14 2013,1500,511,20.9,570,23.9,1081,22.5
Mon, Jan 14 2013,1600,526,21.7,627,20.6,1153,21.1
Mon, Jan 14 2013,1700,527,22,770,17.5,1297,19.4
Mon, Jan 14 2013,1800,596,14.1,957,14.1,1553,14.1
Mon, Jan 14 2013,1900,483,15.5,688,14.2,1171,14.8
Mon, Jan 14 2013,2000,328,23.5,447,18.1,775,20.4
Mon, Jan 14 2013,2100,223,24.7,259,18.1,482,21.2
Mon, Jan 14 2013,2200,179,30.2,189,16.4,368,23.1
Mon, Jan 14 2013,2300,105,20,160,18.8,265,19.2
Mon, Jan 14 2013,2400,73,34.2,103,23.3,176,27.8
Tue, Jan 15 2013,0100,53,69.8,77,23.4,130,42.3
Tue, Jan 15 2013,0200,30,50,53,50.9,83,50.6
Tue, Jan 15 2013,0300,25,72,32,71.9,57,71.9
Tue, Jan 15 2013,0400,42,47.6,37,64.9,79,55.7
Tue, Jan 15 2013,0500,85,44.7,42,64.3,127,51.2
Tue, Jan 15 2013,0600,183,39.3,62,50,245,42
Tue, Jan 15 2013,0700,495,25.7,153,43.8,648,29.9
Tue, Jan 15 2013,0800,796,18.1,300,25.3,1096,20.1
Tue, Jan 15 2013,0900,1069,13.8,695,16.4,1764,14.8
Tue, Jan 15 2013,1000,755,18.1,540,21.1,1295,19.4
Tue, Jan 15 2013,1100,554,20.2,489,23.5,1043,21.8
Tue, Jan 15 2013,1200,542,24.4,468,25,1010,24.7
Tue, Jan 15 2013,1300,473,24.1,476,24.2,949,24.1
Tue, Jan 15 2013,1400,490,21.4,481,25.6,971,23.5
Tue, Jan 15 2013,1500,522,20.3,549,27.5,1071,24
Tue, Jan 15 2013,1600,604,15.7,614,26.9,1218,21.3
Tue, Jan 15 2013,1700,539,15.4,844,18.4,1383,17.2
Tue, Jan 15 2013,1800,595,12.1,1043,11.1,1638,11.5
Tue, Jan 15 2013,1900,505,14.5,751,12.9,1256,13.5
Tue, Jan 15 2013,2000,379,20.1,474,13.7,853,16.5
Tue, Jan 15 2013,2100,217,24.4,256,20.3,473,22.2
Tue, Jan 15 2013,2200,174,23,223,13.5,397,17.6
Tue, Jan 15 2013,2300,123,24.4,148,16.9,271,20.3
Tue, Jan 15 2013,2400,90,35.6,117,29.9,207,32.4
Wed, Jan 16 2013,0100,58,70.7,76,31.6,134,48.5
Wed, Jan 16 2013,0200,28,50,55,40,83,43.4
Wed, Jan 16 2013,0300,25,72,36,66.7,61,68.9
Wed, Jan 16 2013,0400,51,56.9,32,65.6,83,60.2
Wed, Jan 16 2013,0500,81,48.1,33,48.5,114,48.2
Wed, Jan 16 2013,0600,200,48,62,61.3,262,51.1
Wed, Jan 16 2013,0700,504,23.8,148,33.8,652,26.1
Wed, Jan 16 2013,0800,757,17.2,309,29.1,1066,20.6
Wed, Jan 16 2013,0900,1038,11.7,678,13.9,1716,12.5
Wed, Jan 16 2013,1000,700,18.9,500,22,1200,20.2
Wed, Jan 16 2013,1100,542,21.6,503,19.3,1045,20.5
Wed, Jan 16 2013,1200,467,25.5,490,23.1,957,24.2
Wed, Jan 16 2013,1300,484,20.5,469,23.7,953,22
Wed, Jan 16 2013,1400,506,20.8,509,21.8,1015,21.3
Wed, Jan 16 2013,1500,534,18.7,625,19.8,1159,19.3
Wed, Jan 16 2013,1600,585,14.7,700,21.1,1285,18.2
Wed, Jan 16 2013,1700,610,14.4,860,19.8,1470,17.6
Wed, Jan 16 2013,1800,601,13,992,14.7,1593,14.1
Wed, Jan 16 2013,1900,492,11.8,719,11.8,1211,11.8
Wed, Jan 16 2013,2000,342,21.9,537,16.9,879,18.9
Wed, Jan 16 2013,2100,195,17.4,317,13.2,512,14.8
Wed, Jan 16 2013,2200,181,26.5,230,22.2,411,24.1
Wed, Jan 16 2013,2300,136,12.5,152,15.1,288,13.9
Wed, Jan 16 2013,2400,89,34.8,137,17.5,226,24.3
Thu, Jan 17 2013,0100,67,44.8,90,32.2,157,37.6
Thu, Jan 17 2013,0200,35,48.6,44,50,79,49.4
Thu, Jan 17 2013,0300,38,52.6,41,56.1,79,54.4
Thu, Jan 17 2013,0400,53,50.9,22,72.7,75,57.3
Thu, Jan 17 2013,0500,89,43.8,41,70.7,130,52.3
Thu, Jan 17 2013,0600,217,39.2,58,44.8,275,40.4
Thu, Jan 17 2013,0700,500,23,157,37.6,657,26.5
Thu, Jan 17 2013,0800,786,19.2,369,27.1,1155,21.7
Thu, Jan 17 2013,0900,1048,13.2,662,15,1710,13.9
Thu, Jan 17 2013,1000,788,18.7,534,18.9,1322,18.8
Thu, Jan 17 2013,1100,548,21.5,536,20,1084,20.8
Thu, Jan 17 2013,1200,515,21,491,24,1006,22.5
Thu, Jan 17 2013,1300,514,19.1,537,23.6,1051,21.4
Thu, Jan 17 2013,1400,486,21.6,530,20.9,1016,21.3
Thu, Jan 17 2013,1500,520,20,642,19.9,1162,20
Thu, Jan 17 2013,1600,560,15.4,694,20.3,1254,18.1
Thu, Jan 17 2013,1700,635,13.7,911,14.7,1546,14.3
Thu, Jan 17 2013,1800,602,11,1041,12.8,1643,12.1
Thu, Jan 17 2013,1900,575,10.4,767,12,1342,11.3
Thu, Jan 17 2013,2000,442,19,511,14.5,953,16.6
Thu, Jan 17 2013,2100,242,20.2,303,11.9,545,15.6
Thu, Jan 17 2013,2200,187,25.7,263,11.4,450,17.3
Thu, Jan 17 2013,2300,148,21.6,194,15.5,342,18.1
Thu, Jan 17 2013,2400,89,32.6,136,20.6,225,25.3
Fri, Jan 18 2013,0100,74,48.6,68,26.5,142,38
Fri, Jan 18 2013,0200,38,55.3,66,51.5,104,52.9
Fri, Jan 18 2013,0300,32,46.9,48,52.1,80,50
Fri, Jan 18 2013,0400,52,51.9,32,62.5,84,56
Fri, Jan 18 2013,0500,95,52.6,44,45.5,139,50.4
