Day of Week,Date,Hour ending,Hourly volume Eastbound,HCV % Eastbound,Hourly volume Westbound,HCV % Westbound,Total volume,Total % HCV
Fri, Jan 28 2011,1300,1210,11.2,1157,10.4,2367,10.8
Fri, Jan 28 2011,1400,1201,11.2,1494,7.4,2695,9.1
Fri, Jan 28 2011,1500,1308,9.5,1715,4.8,3023,6.8
Fri, Jan 28 2011,1600,1497,7.7,2154,3.8,3651,5.4
Fri, Jan 28 2011,1700,1483,6.3,2177,3.5,3660,4.6
Fri, Jan 28 2011,1800,1462,6.7,2204,2.3,3666,4
Fri, Jan 28 2011,1900,1314,5.4,2326,3,3640,3.8
Fri, Jan 28 2011,2000,912,6.1,1759,2.3,2671,3.6
Fri, Jan 28 2011,2100,658,9.1,1024,3.9,1682,5.9
Fri, Jan 28 2011,2200,406,12.6,499,5.4,905,8.6
Fri, Jan 28 2011,2300,283,13.4,415,11.6,698,12.3
Fri, Jan 28 2011,2400,186,16.1,311,13.2,497,14.3
Sat, Jan 29 2011,0100,133,28.6,191,19.4,324,23.1
Sat, Jan 29 2011,0200,73,17.8,121,25.6,194,22.7
Sat, Jan 29 2011,0300,56,21.4,113,31,169,27.8
Sat, Jan 29 2011,0400,76,26.3,83,21.7,159,23.9
Sat, Jan 29 2011,0500,73,20.5,88,25,161,23
Sat, Jan 29 2011,0600,151,19.9,116,19.8,267,19.9
Sat, Jan 29 2011,0700,319,7.8,234,18.8,553,12.5
Sat, Jan 29 2011,0800,474,8,372,8.9,846,8.4
Sat, Jan 29 2011,0900,763,4.8,564,7.1,1327,5.8
Sat, Jan 29 2011,1000,944,4.6,780,6.4,1724,5.5
Sat, Jan 29 2011,1100,1013,4.7,1121,3.2,2134,3.9
Sat, Jan 29 2011,1200,1294,5.2,1350,3.9,2644,4.5
Sat, Jan 29 2011,1300,1346,3,1475,2.8,2821,2.9
Sat, Jan 29 2011,1400,1258,4.2,1588,2.4,2846,3.2
Sat, Jan 29 2011,1500,1184,3.1,1604,2.1,2788,2.5
Sat, Jan 29 2011,1600,1236,2.8,1374,2,2610,2.4
Sat, Jan 29 2011,1700,1259,2.5,1351,1.9,2610,2.2
Sat, Jan 29 2011,1800,1174,1.8,1282,2.1,2456,2
Sat, Jan 29 2011,1900,936,3,1074,1.9,2010,2.4
Sat, Jan 29 2011,2000,637,3.1,774,2.2,1411,2.6
Sat, Jan 29 2011,2100,474,2.3,556,2.3,1030,2.3
Sat, Jan 29 2011,2200,296,5.7,311,3.9,607,4.8
Sat, Jan 29 2011,2300,167,8.4,288,4.9,455,6.2
Sat, Jan 29 2011,2400,148,10.1,288,6.2,436,7.6
Sun, Jan 30 2011,0100,101,2,161,8.7,262,6.1
Sun, Jan 30 2011,0200,73,5.5,120,19.2,193,14
Sun, Jan 30 2011,0300,61,9.8,92,13,153,11.8
Sun, Jan 30 2011,0400,49,6.1,74,8.1,123,7.3
Sun, Jan 30 2011,0500,60,8.3,61,11.5,121,9.9
Sun, Jan 30 2011,0600,97,8.2,67,14.9,164,11
Sun, Jan 30 2011,0700,162,4.9,122,8.2,284,6.3
Sun, Jan 30 2011,0800,215,4.7,193,10.4,408,7.4
Sun, Jan 30 2011,0900,307,4.6,323,3.1,630,3.8
Sun, Jan 30 2011,1000,398,3.8,410,5.6,808,4.7
Sun, Jan 30 2011,1100,636,4.4,589,4.4,1225,4.4
Sun, Jan 30 2011,1200,948,4.4,964,2,1912,3.2
Sun, Jan 30 2011,1300,1220,2.6,1216,2.2,2436,2.4
Sun, Jan 30 2011,1400,1419,2.7,1415,1.6,2834,2.2
Sun, Jan 30 2011,1500,1438,1.9,1507,1.3,2945,1.6
Sun, Jan 30 2011,1600,1677,2,1525,1.5,3202,1.7
Sun, Jan 30 2011,1700,1811,1,1511,2.2,3322,1.5
Sun, Jan 30 2011,1800,1970,1,1398,2.8,3368,1.8
Sun, Jan 30 2011,1900,1653,1.7,1152,3.1,2805,2.3
Sun, Jan 30 2011,2000,1454,1.7,917,3.1,2371,2.2
Sun, Jan 30 2011,2100,1212,2.2,639,2.5,1851,2.3
Sun, Jan 30 2011,2200,757,2.2,430,6,1187,3.6
Sun, Jan 30 2011,2300,379,4.2,274,8.4,653,6
Sun, Jan 30 2011,2400,182,4.9,245,7.8,427,6.6
Mon, Jan 31 2011,0100,67,7.5,122,30.3,189,22.2
Mon, Jan 31 2011,0200,48,10.4,63,49.2,111,32.4
Mon, Jan 31 2011,0300,40,12.5,70,44.3,110,32.7
Mon, Jan 31 2011,0400,67,20.9,62,50,129,34.9
Mon, Jan 31 2011,0500,153,16.3,79,45.6,232,26.3
Mon, Jan 31 2011,0600,426,11,184,29.3,610,16.6
Mon, Jan 31 2011,0700,1469,4.1,524,21.9,1993,8.8
Mon, Jan 31 2011,0800,2115,3.4,1072,11.7,3187,6.2
Mon, Jan 31 2011,0900,2066,4.5,1308,7.3,3374,5.6
Mon, Jan 31 2011,1000,1357,8,909,12.1,2266,9.6
Mon, Jan 31 2011,1100,993,13.4,803,10.8,1796,12.2
Mon, Jan 31 2011,1200,1030,11.8,818,14.7,1848,13.1
Mon, Jan 31 2011,1300,1012,10.9,947,12.4,1959,11.6
Mon, Jan 31 2011,1400,985,11.1,1028,12,2013,11.5
Mon, Jan 31 2011,1500,1015,11.9,1112,9.7,2127,10.8
Mon, Jan 31 2011,1600,1108,11.5,1317,7.4,2425,9.2
Mon, Jan 31 2011,1700,1204,9.6,1775,5.4,2979,7.1
Mon, Jan 31 2011,1800,1096,7.8,2151,3.8,3247,5.1
Mon, Jan 31 2011,1900,912,8.3,1483,4.3,2395,5.8
Mon, Jan 31 2011,2000,626,9.4,808,7.5,1434,8.4
Mon, Jan 31 2011,2100,516,12.8,608,8.4,1124,10.4
Mon, Jan 31 2011,2200,406,15.8,436,10.8,842,13.2
Mon, Jan 31 2011,2300,236,14.8,346,13.9,582,14.3
Mon, Jan 31 2011,2400,142,18.3,253,18.2,395,18.2
Tue, Feb 1 2011,0100,78,33.3,143,35,221,34.4
Tue, Feb 1 2011,0200,39,35.9,89,46.1,128,43
Tue, Feb 1 2011,0300,45,24.4,74,60.8,119,47.1
Tue, Feb 1 2011,0400,78,28.2,68,52.9,146,39.7
Tue, Feb 1 2011,0500,144,31.9,93,53.8,237,40.5
Tue, Feb 1 2011,0600,399,16.5,160,41.2,559,23.6
Tue, Feb 1 2011,0700,1324,6.6,460,27.6,1784,12
Tue, Feb 1 2011,0800,1969,3.5,957,13.2,2926,6.6
Tue, Feb 1 2011,0900,2004,4.1,1343,9.5,3347,6.3
Tue, Feb 1 2011,1000,1434,8.6,1041,11.8,2475,9.9
Tue, Feb 1 2011,1100,1012,13.3,845,14.4,1857,13.8
Tue, Feb 1 2011,1200,951,15.5,876,15.1,1827,15.3
Tue, Feb 1 2011,1300,1005,12.5,901,13.9,1906,13.2
Tue, Feb 1 2011,1400,1056,14.4,1053,11.3,2109,12.8
Tue, Feb 1 2011,1500,1064,13.5,1163,9.8,2227,11.6
Tue, Feb 1 2011,1600,1100,12.7,1288,8.8,2388,10.6
Tue, Feb 1 2011,1700,1338,9.6,1871,3.9,3209,6.3
Tue, Feb 1 2011,1800,1220,8.6,2299,3.5,3519,5.3
Tue, Feb 1 2011,1900,946,9.1,1684,3.6,2630,5.6
Tue, Feb 1 2011,2000,662,9.1,914,6.6,1576,7.6
Tue, Feb 1 2011,2100,451,13.5,693,8.1,1144,10.2
Tue, Feb 1 2011,2200,377,14.6,502,11.6,879,12.9
Tue, Feb 1 2011,2300,281,12.1,375,14.1,656,13.3
Tue, Feb 1 2011,2400,133,22.6,246,19.5,379,20.6
Wed, Feb 2 2011,0100,95,32.6,147,30.6,242,31.4
Wed, Feb 2 2011,0200,50,32,98,48,148,42.6
Wed, Feb 2 2011,0300,50,42,86,59.3,136,52.9
Wed, Feb 2 2011,0400,70,28.6,68,55.9,138,42
Wed, Feb 2 2011,0500,135,29.6,98,54.1,233,39.9
Wed, Feb 2 2011,0600,399,16.3,149,36.9,548,21.9
Wed, Feb 2 2011,0700,1248,5.7,470,25.7,1718,11.2
Wed, Feb 2 2011,0800,1899,3.7,1019,13.2,2918,7.1
Wed, Feb 2 2011,0900,1983,4.4,1346,8.8,3329,6.2
Wed, Feb 2 2011,1000,1393,8.1,1032,12.5,2425,10
Wed, Feb 2 2011,1100,1031,10.9,927,10.9,1958,10.9
Wed, Feb 2 2011,1200,1003,13.4,881,13.1,1884,13.2
Wed, Feb 2 2011,1300,1061,12.4,898,12.4,1959,12.4
Wed, Feb 2 2011,1400,1112,12.5,1066,9.9,2178,11.2
Wed, Feb 2 2011,1500,1088,12.7,1096,8,2184,10.3
Wed, Feb 2 2011,1600,1155,12.1,1396,6.6,2551,9.1
Wed, Feb 2 2011,1700,1317,9,1756,4.3,3073,6.3
Wed, Feb 2 2011,1800,1347,5.9,1914,3.6,3261,4.5
Wed, Feb 2 2011,1900,1136,7.7,1728,4.6,2864,5.8
Wed, Feb 2 2011,2000,619,10.2,975,5.8,1594,7.5
Wed, Feb 2 2011,2100,476,12.8,741,6.3,1217,8.9
Wed, Feb 2 2011,2200,399,13.5,567,9.2,966,11
Wed, Feb 2 2011,2300,243,19.3,406,13.3,649,15.6
Wed, Feb 2 2011,2400,141,15.6,277,18.8,418,17.7
Thu, Feb 3 2011,0100,90,36.7,185,30.3,275,32.4
Thu, Feb 3 2011,0200,48,39.6,101,44.6,149,43
Thu, Feb 3 2011,0300,40,27.5,80,66.2,120,53.3
Thu, Feb 3 2011,0400,77,24.7,76,42.1,153,33.3
Thu, Feb 3 2011,0500,129,31,92,53.3,221,40.3
Thu, Feb 3 2011,0600,394,15.5,145,33.8,539,20.4
Thu, Feb 3 2011,0700,1276,7.2,451,24.2,1727,11.6
Thu, Feb 3 2011,0800,1998,4.3,1068,12.3,3066,7.1
Thu, Feb 3 2011,0900,2029,4.3,1292,7.6,3321,5.6
Thu, Feb 3 2011,1000,1443,7.2,978,12.5,2421,9.3
Thu, Feb 3 2011,1100,1013,12.9,873,13.6,1886,13.3
Thu, Feb 3 2011,1200,1032,13.1,859,13.2,1891,13.1
Thu, Feb 3 2011,1300,1040,11.7,962,11.9,2002,11.8
Thu, Feb 3 2011,1400,1069,12.2,1075,10.4,2144,11.3
Thu, Feb 3 2011,1500,1124,11.5,1181,8.5,2305,9.9
Thu, Feb 3 2011,1600,1159,9.7,1367,6.6,2526,8
Thu, Feb 3 2011,1700,1332,7.5,1687,3.2,3019,5.1
Thu, Feb 3 2011,1800,1235,8,1918,3.6,3153,5.3
Thu, Feb 3 2011,1900,1067,6,2005,3.3,3072,4.2
Thu, Feb 3 2011,2000,708,9.2,1089,5.1,1797,6.7
Thu, Feb 3 2011,2100,443,6.8,772,8.3,1215,7.7
Thu, Feb 3 2011,2200,578,14,571,7.9,1149,11
Thu, Feb 3 2011,2300,289,17.3,483,13.9,772,15.2
Thu, Feb 3 2011,2400,138,18.8,288,16.3,426,17.1
Fri, Feb 4 2011,0100,88,35.2,187,31.6,275,32.7
Fri, Feb 4 2011,0200,48,31.2,130,36.2,178,34.8
Fri, Feb 4 2011,0300,48,16.7,118,37.3,166,31.3
Fri, Feb 4 2011,0400,59,30.5,77,53.2,136,43.4
Fri, Feb 4 2011,0500,134,32.8,105,43.8,239,37.7
Fri, Feb 4 2011,0600,362,17.7,153,48.4,515,26.8
Fri, Feb 4 2011,0700,1134,6.2,367,30.2,1501,12.1
Fri, Feb 4 2011,0800,1777,4.6,842,14.7,2619,7.9
Fri, Feb 4 2011,0900,1783,4.3,1176,8.4,2959,5.9
Fri, Feb 4 2011,1000,1245,8.8,913,14.5,2158,11.2
Fri, Feb 4 2011,1100,957,12.7,905,11.7,1862,12.2
Fri, Feb 4 2011,1200,1078,15.6,1070,11.5,2148,13.5
Fri, Feb 4 2011,1300,1190,9.5,1189,9.8,2379,9.7
Fri, Feb 4 2011,1400,1222,11.4,1526,6.6,2748,8.7
Fri, Feb 4 2011,1500,1330,9.1,1727,5.7,3057,7.2
Fri, Feb 4 2011,1600,1398,8.4,2028,4.4,3426,6
Fri, Feb 4 2011,1700,1459,7.3,2028,2.8,3487,4.7
Fri, Feb 4 2011,1800,1381,5.9,2133,2.5,3514,3.8
Fri, Feb 4 2011,1900,1271,5.3,2000,2.6,3271,3.6
Fri, Feb 4 2011,2000,816,7.5,1952,2.8,2768,4.2
Fri, Feb 4 2011,2100,606,7.4,974,4.7,1580,5.8
Fri, Feb 4 2011,2200,407,15,554,5.2,961,9.4
Fri, Feb 4 2011,2300,279,11.5,395,8.9,674,9.9
Fri, Feb 4 2011,2400,179,19,291,15.1,470,16.6
Sat, Feb 5 2011,0100,117,29.9,207,20.3,324,23.8
Sat, Feb 5 2011,0200,82,19.5,149,32.2,231,27.7
Sat, Feb 5 2011,0300,57,19.3,125,32,182,28
Sat, Feb 5 2011,0400,78,17.9,94,28.7,172,23.8
Sat, Feb 5 2011,0500,79,19,83,31.3,162,25.3
Sat, Feb 5 2011,0600,150,18,108,22.2,258,19.8
Sat, Feb 5 2011,0700,318,7.9,163,11,481,8.9
Sat, Feb 5 2011,0800,501,8.2,384,11.5,885,9.6
Sat, Feb 5 2011,0900,711,5.8,621,5.3,1332,5.6
Sat, Feb 5 2011,1000,833,6.7,813,5.8,1646,6.3
Sat, Feb 5 2011,1100,911,4.5,1021,4.4,1932,4.5
Sat, Feb 5 2011,1200,1125,4.4,1240,3.2,2365,3.8
Sat, Feb 5 2011,1300,1237,3.6,1397,3,2634,3.3
Sat, Feb 5 2011,1400,1219,3.1,1442,2.7,2661,2.9
Sat, Feb 5 2011,1500,1109,3.9,1364,1.7,2473,2.7
Sat, Feb 5 2011,1600,941,3.1,1203,2.6,2144,2.8
Sat, Feb 5 2011,1700,1098,2.3,1168,1.6,2266,1.9
Sat, Feb 5 2011,1800,1119,1.3,1126,1.4,2245,1.3
Sat, Feb 5 2011,1900,941,2.3,927,2,1868,2.2
Sat, Feb 5 2011,2000,567,3.5,666,3.9,1233,3.7
Sat, Feb 5 2011,2100,403,4.2,492,3,895,3.6
Sat, Feb 5 2011,2200,314,5.1,314,4.8,628,4.9
Sat, Feb 5 2011,2300,191,3.1,267,4.5,458,3.9
Sat, Feb 5 2011,2400,109,9.2,272,6.2,381,7.1
Sun, Feb 6 2011,0100,84,7.1,175,12.6,259,10.8
Sun, Feb 6 2011,0200,66,4.5,109,7.3,175,6.3
Sun, Feb 6 2011,0300,51,11.8,84,20.2,135,17
Sun, Feb 6 2011,0400,47,14.9,72,13.9,119,14.3
Sun, Feb 6 2011,0500,45,6.7,58,10.3,103,8.7
Sun, Feb 6 2011,0600,105,11.4,65,15.4,170,12.9
Sun, Feb 6 2011,0700,211,9,108,9.3,319,9.1
Sun, Feb 6 2011,0800,214,5.6,192,10.9,406,8.1
Sun, Feb 6 2011,0900,291,5.8,259,5,550,5.5
Sun, Feb 6 2011,1000,391,6.1,379,5,770,5.6
Sun, Feb 6 2011,1100,579,1.9,474,4,1053,2.8
Sun, Feb 6 2011,1200,840,4.5,741,2.3,1581,3.5
Sun, Feb 6 2011,1300,1186,1.8,1098,2,2284,1.9
Sun, Feb 6 2011,1400,1349,1.6,1256,1.7,2605,1.7
Sun, Feb 6 2011,1500,1407,2.1,1294,2,2701,2
Sun, Feb 6 2011,1600,1478,1.5,1292,1.9,2770,1.7
Sun, Feb 6 2011,1700,1764,1.2,1136,1.8,2900,1.4
Sun, Feb 6 2011,1800,1723,1.2,1011,2.1,2734,1.5
Sun, Feb 6 2011,1900,1594,2.4,1024,3,2618,2.6
Sun, Feb 6 2011,2000,1436,1.5,886,3,2322,2.1
Sun, Feb 6 2011,2100,1192,1.6,649,4,1841,2.4
Sun, Feb 6 2011,2200,759,2,455,5.9,1214,3.5
Sun, Feb 6 2011,2300,375,4.8,282,9.9,657,7
Sun, Feb 6 2011,2400,165,6.1,191,9.9,356,8.1
Mon, Feb 7 2011,0100,86,7,113,27.4,199,18.6
Mon, Feb 7 2011,0200,45,22.2,70,41.4,115,33.9
Mon, Feb 7 2011,0300,46,15.2,58,50,104,34.6
Mon, Feb 7 2011,0400,61,13.1,64,45.3,125,29.6
Mon, Feb 7 2011,0500,165,15.2,80,47.5,245,25.7
Mon, Feb 7 2011,0600,441,14.5,190,24.7,631,17.6
Mon, Feb 7 2011,0700,1508,4.6,533,20.3,2041,8.7
Mon, Feb 7 2011,0800,2080,4.2,1000,11.8,3080,6.7
Mon, Feb 7 2011,0900,2038,3.6,1249,6.4,3287,4.7
Mon, Feb 7 2011,1000,1386,7.4,856,12.9,2242,9.5
Mon, Feb 7 2011,1100,978,11.7,757,13.6,1735,12.5
Mon, Feb 7 2011,1200,970,12.7,863,12.3,1833,12.5
Mon, Feb 7 2011,1300,934,12.3,905,10.9,1839,11.6
Mon, Feb 7 2011,1400,943,9.9,990,10.8,1933,10.3
Mon, Feb 7 2011,1500,1017,12.9,1019,8.3,2036,10.6
Mon, Feb 7 2011,1600,1039,11,1258,6.1,2297,8.3
Mon, Feb 7 2011,1700,1125,8.5,1756,5.5,2881,6.7
Mon, Feb 7 2011,1800,1151,9.3,2057,3.3,3208,5.4
Mon, Feb 7 2011,1900,893,6.6,1591,4.1,2484,5
Mon, Feb 7 2011,2000,564,11.5,773,7,1337,8.9
Mon, Feb 7 2011,2100,457,13.6,575,8.5,1032,10.8
Mon, Feb 7 2011,2200,369,14.6,437,10.1,806,12.2
Mon, Feb 7 2011,2300,222,12.2,350,16.6,572,14.9
Mon, Feb 7 2011,2400,159,22,201,25.4,360,23.9
Tue, Feb 8 2011,0100,101,30.7,141,31.2,242,31
Tue, Feb 8 2011,0200,53,34,87,49.4,140,43.6
Tue, Feb 8 2011,0300,47,34,78,55.1,125,47.2
Tue, Feb 8 2011,0400,73,32.9,69,55.1,142,43.7
Tue, Feb 8 2011,0500,112,29.5,96,46.9,208,37.5
Tue, Feb 8 2011,0600,382,14.1,159,40.9,541,22
Tue, Feb 8 2011,0700,1260,6.5,449,25.2,1709,11.4
Tue, Feb 8 2011,0800,2003,3.9,963,12.8,2966,6.8
Tue, Feb 8 2011,0900,2092,3.8,1312,9.1,3404,5.8
Tue, Feb 8 2011,1000,1478,7.7,943,13.5,2421,10
Tue, Feb 8 2011,1100,1015,11.3,842,13.5,1857,12.3
Tue, Feb 8 2011,1200,968,13.4,824,14.8,1792,14.1
Tue, Feb 8 2011,1300,994,13.9,947,12.7,1941,13.3
Tue, Feb 8 2011,1400,1001,12.9,1029,11.3,2030,12.1
Tue, Feb 8 2011,1500,1032,11.9,1112,8.2,2144,10
Tue, Feb 8 2011,1600,1232,11.6,1361,6.5,2593,8.9
Tue, Feb 8 2011,1700,1319,8.3,1956,4.9,3275,6.3
Tue, Feb 8 2011,1800,1262,9,2238,3.8,3500,5.6
Tue, Feb 8 2011,1900,956,9.3,1510,4.6,2466,6.4
Tue, Feb 8 2011,2000,632,9.7,913,5.7,1545,7.3
Tue, Feb 8 2011,2100,468,13.2,656,8.7,1124,10.6
Tue, Feb 8 2011,2200,367,16.3,500,10.4,867,12.9
Tue, Feb 8 2011,2300,272,11.8,570,8.1,842,9.3
Tue, Feb 8 2011,2400,125,21.6,316,16.5,441,17.9
Wed, Feb 9 2011,0100,82,32.9,167,26.9,249,28.9
Wed, Feb 9 2011,0200,34,44.1,111,38.7,145,40
Wed, Feb 9 2011,0300,38,39.5,88,55.7,126,50.8
Wed, Feb 9 2011,0400,70,28.6,72,58.3,142,43.7
Wed, Feb 9 2011,0500,138,31.2,92,44.6,230,36.5
Wed, Feb 9 2011,0600,385,13.5,142,40.8,527,20.9
Wed, Feb 9 2011,0700,1305,5.1,456,26.3,1761,10.6
Wed, Feb 9 2011,0800,1940,4.5,976,13.8,2916,7.6
Wed, Feb 9 2011,0900,2012,4,1313,5.9,3325,4.8
Wed, Feb 9 2011,1000,1477,7.6,1023,10,2500,8.6
Wed, Feb 9 2011,1100,1058,10.8,868,14.4,1926,12.4
Wed, Feb 9 2011,1200,1093,10.9,857,11.9,1950,11.3
Wed, Feb 9 2011,1300,1022,11.4,908,12,1930,11.7
Wed, Feb 9 2011,1400,1033,12.2,1089,10.8,2122,11.5
Wed, Feb 9 2011,1500,1083,12,1148,10.1,2231,11
Wed, Feb 9 2011,1600,1175,12.5,1435,7.1,2610,9.5
Wed, Feb 9 2011,1700,1358,7.2,2002,4.6,3360,5.7
Wed, Feb 9 2011,1800,1220,7,2272,3.2,3492,4.5
Wed, Feb 9 2011,1900,1040,7.7,1520,4,2560,5.5
Wed, Feb 9 2011,2000,700,9.3,944,6.1,1644,7.5
Wed, Feb 9 2011,2100,480,12.1,728,5.8,1208,8.3
Wed, Feb 9 2011,2200,375,17.1,529,7.8,904,11.6
Wed, Feb 9 2011,2300,286,12.6,431,14.6,717,13.8
Wed, Feb 9 2011,2400,152,18.4,239,15.9,391,16.9
Thu, Feb 10 2011,0100,90,35.6,154,36.4,244,36.1
Thu, Feb 10 2011,0200,50,32,125,43.2,175,40
Thu, Feb 10 2011,0300,43,41.9,90,55.6,133,51.1
Thu, Feb 10 2011,0400,80,32.5,69,66.7,149,48.3
Thu, Feb 10 2011,0500,155,27.7,86,43,241,33.2
Thu, Feb 10 2011,0600,392,9.4,199,39.7,591,19.6
Thu, Feb 10 2011,0700,1256,7.3,481,25.2,1737,12.3
Thu, Feb 10 2011,0800,1954,4.6,970,11.2,2924,6.8
Thu, Feb 10 2011,0900,2053,3.9,1339,8,3392,5.5
Thu, Feb 10 2011,1000,1543,7.4,1031,11.3,2574,8.9
Thu, Feb 10 2011,1100,1189,10.4,895,10.9,2084,10.7
Thu, Feb 10 2011,1200,1131,11.4,920,12.1,2051,11.7
Thu, Feb 10 2011,1300,1087,12.1,1014,11,2101,11.6
Thu, Feb 10 2011,1400,1100,11.7,1162,10.5,2262,11.1
Thu, Feb 10 2011,1500,1122,11.2,1287,8.8,2409,9.9
Thu, Feb 10 2011,1600,1232,11.1,1523,5.7,2755,8.1
Thu, Feb 10 2011,1700,1258,9,1916,4.2,3174,6.1
Thu, Feb 10 2011,1800,1457,8,2259,3.5,3716,5.2
Thu, Feb 10 2011,1900,1126,7.7,1970,4.1,3096,5.4
Thu, Feb 10 2011,2000,720,8.5,1186,4.6,1906,6.1
Thu, Feb 10 2011,2100,566,11,905,7.2,1471,8.6
Thu, Feb 10 2011,2200,396,14.4,641,11.1,1037,12.3
Thu, Feb 10 2011,2300,281,13.2,531,9,812,10.5
Thu, Feb 10 2011,2400,169,18.3,291,19.2,460,18.9
Fri, Feb 11 2011,0100,98,34.7,174,30.5,272,32
Fri, Feb 11 2011,0200,51,21.6,111,45.9,162,38.3
Fri, Feb 11 2011,0300,60,25,106,56.6,166,45.2
Fri, Feb 11 2011,0400,91,30.8,83,59,174,44.3
Fri, Feb 11 2011,0500,148,28.4,113,42.5,261,34.5
Fri, Feb 11 2011,0600,442,14.5,172,39,614,21.3
Fri, Feb 11 2011,0700,1159,7.1,422,23.7,1581,11.5
Fri, Feb 11 2011,0800,1774,4.9,855,15.1,2629,8.2
Fri, Feb 11 2011,0900,1838,5.3,1185,9,3023,6.7
Fri, Feb 11 2011,1000,1335,7.4,977,12.3,2312,9.5
Fri, Feb 11 2011,1100,1018,10.7,987,11,2005,10.9
Fri, Feb 11 2011,1200,1133,11.7,1134,9.8,2267,10.7
Fri, Feb 11 2011,1300,1237,10.5,1187,8.1,2424,9.3
Fri, Feb 11 2011,1400,1258,9,1598,7.1,2856,7.9
Fri, Feb 11 2011,1500,1443,9.4,1847,4.8,3290,6.8
Fri, Feb 11 2011,1600,1455,7.5,2149,4.3,3604,5.6
Fri, Feb 11 2011,1700,1549,7.4,2357,3.5,3906,5
Fri, Feb 11 2011,1800,1449,6.8,2332,3.2,3781,4.6
Fri, Feb 11 2011,1900,1306,4.9,2246,3,3552,3.7
Fri, Feb 11 2011,2000,894,6.6,1874,3.5,2768,4.5
Fri, Feb 11 2011,2100,673,9.8,1006,4,1679,6.3
Fri, Feb 11 2011,2200,451,14,596,4.9,1047,8.8
Fri, Feb 11 2011,2300,300,12.3,385,11.9,685,12.1
Fri, Feb 11 2011,2400,190,15.8,283,13.4,473,14.4
Sat, Feb 12 2011,0100,134,25.4,194,20.6,328,22.6
Sat, Feb 12 2011,0200,79,26.6,127,33.1,206,30.6
Sat, Feb 12 2011,0300,82,17.1,125,25.6,207,22.2
Sat, Feb 12 2011,0400,76,14.5,100,31,176,23.9
Sat, Feb 12 2011,0500,81,22.2,82,26.8,163,24.5
Sat, Feb 12 2011,0600,179,12.8,103,19.4,282,15.2
Sat, Feb 12 2011,0700,290,9.3,199,18.1,489,12.9
Sat, Feb 12 2011,0800,512,8.2,376,9.3,888,8.7
Sat, Feb 12 2011,0900,825,4.4,620,6.9,1445,5.5
Sat, Feb 12 2011,1000,1080,5,901,4.4,1981,4.7
Sat, Feb 12 2011,1100,1268,5.2,1098,4.5,2366,4.9
Sat, Feb 12 2011,1200,1504,3.9,1335,2.6,2839,3.3
Sat, Feb 12 2011,1300,1516,3.1,1378,3,2894,3
Sat, Feb 12 2011,1400,1296,3.4,1483,2.7,2779,3
Sat, Feb 12 2011,1500,1225,3.3,1539,2.3,2764,2.7
Sat, Feb 12 2011,1600,1261,2.5,1484,2,2745,2.3
Sat, Feb 12 2011,1700,1273,2.5,1355,2.1,2628,2.3
Sat, Feb 12 2011,1800,1223,1.7,1427,2.5,2650,2.1
Sat, Feb 12 2011,1900,956,2.6,1147,3.7,2103,3.2
Sat, Feb 12 2011,2000,664,2.9,658,3.2,1322,3
Sat, Feb 12 2011,2100,477,2.7,555,2.9,1032,2.8
Sat, Feb 12 2011,2200,326,4.6,302,4.6,628,4.6
Sat, Feb 12 2011,2300,283,3.9,247,6.1,530,4.9
Sat, Feb 12 2011,2400,138,9.4,219,6.8,357,7.8
Sun, Feb 13 2011,0100,82,4.9,156,4.5,238,4.6
Sun, Feb 13 2011,0200,70,7.1,128,13.3,198,11.1
Sun, Feb 13 2011,0300,56,8.9,93,24.7,149,18.8
Sun, Feb 13 2011,0400,50,12,89,22.5,139,18.7
Sun, Feb 13 2011,0500,43,14,61,14.8,104,14.4
Sun, Feb 13 2011,0600,98,8.2,77,16.9,175,12
Sun, Feb 13 2011,0700,176,4.5,121,14.9,297,8.8
Sun, Feb 13 2011,0800,251,6,202,8.9,453,7.3
Sun, Feb 13 2011,0900,296,4.7,334,3.9,630,4.3
Sun, Feb 13 2011,1000,495,5.3,444,3.2,939,4.3
Sun, Feb 13 2011,1100,1022,3.2,586,2.4,1608,2.9
Sun, Feb 13 2011,1200,1436,2.6,882,2.6,2318,2.6
Sun, Feb 13 2011,1300,1569,1.8,1207,1.8,2776,1.8
Sun, Feb 13 2011,1400,1511,2.5,1139,1.2,2650,2
Sun, Feb 13 2011,1500,1485,2,1194,2.5,2679,2.2
Sun, Feb 13 2011,1600,1273,0.9,1060,2.2,2333,1.5
Sun, Feb 13 2011,1700,1412,2.1,1182,2.1,2594,2.1
Sun, Feb 13 2011,1800,1612,1.6,1537,2.4,3149,2
Sun, Feb 13 2011,1900,1608,1.7,1838,3.4,3446,2.6
Sun, Feb 13 2011,2000,1483,2.3,1132,2.8,2615,2.5
Sun, Feb 13 2011,2100,1151,2.1,769,2.9,1920,2.4
Sun, Feb 13 2011,2200,792,2.5,499,3.6,1291,2.9
Sun, Feb 13 2011,2300,373,3.8,302,10.3,675,6.7
Sun, Feb 13 2011,2400,151,7.3,191,7.9,342,7.6
Mon, Feb 14 2011,0100,73,12.3,109,24.8,182,19.8
Mon, Feb 14 2011,0200,47,21.3,65,43.1,112,33.9
Mon, Feb 14 2011,0300,39,23.1,67,49.3,106,39.6
Mon, Feb 14 2011,0400,56,16.1,55,41.8,111,28.8
