Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Tue, Jan 1 2008,0100,288,1.7,332,1.8,620,1.8
Tue, Jan 1 2008,0200,470,1.3,590,0.8,1060,1
Tue, Jan 1 2008,0300,481,0.6,519,1,1000,0.8
Tue, Jan 1 2008,0400,360,2.8,336,0.6,696,1.7
Tue, Jan 1 2008,0500,454,1.8,260,2.3,714,2
Tue, Jan 1 2008,0600,397,2,306,1.3,703,1.7
Tue, Jan 1 2008,0700,356,0.8,324,5.6,680,3.1
Tue, Jan 1 2008,0800,577,1.6,352,4.3,929,2.6
Tue, Jan 1 2008,0900,664,1.2,465,3.2,1129,2
Tue, Jan 1 2008,1000,745,3.4,617,3.7,1362,3.5
Tue, Jan 1 2008,1100,859,2.7,751,3.1,1610,2.9
Tue, Jan 1 2008,1200,1174,2.3,1098,1.9,2272,2.1
Tue, Jan 1 2008,1300,1767,1.8,1650,1.6,3417,1.7
Tue, Jan 1 2008,1400,2432,0.9,2037,1,4469,0.9
Tue, Jan 1 2008,1500,2659,0.8,2253,0.6,4912,0.7
Tue, Jan 1 2008,1600,2661,1,2473,0.9,5134,0.9
Tue, Jan 1 2008,1700,2493,0.8,2154,0.5,4647,0.7
Tue, Jan 1 2008,1800,2311,1.3,2151,1.1,4462,1.2
Tue, Jan 1 2008,1900,2082,2,1918,1.5,4000,1.7
Tue, Jan 1 2008,2000,1847,2.5,1684,1.2,3531,1.9
Tue, Jan 1 2008,2100,1502,1.5,1602,2.1,3104,1.8
Tue, Jan 1 2008,2200,1351,1.5,1247,2.5,2598,2
Tue, Jan 1 2008,2300,994,1.9,1177,3.3,2171,2.7
Tue, Jan 1 2008,2400,597,3.7,1042,3.1,1639,3.3
Wed, Jan 2 2008,0100,366,4.6,541,7.8,907,6.5
Wed, Jan 2 2008,0200,206,11.2,234,12.4,440,11.8
Wed, Jan 2 2008,0300,160,19.4,139,28.8,299,23.7
Wed, Jan 2 2008,0400,229,12.2,151,38.4,380,22.6
Wed, Jan 2 2008,0500,592,6.6,273,22.3,865,11.6
Wed, Jan 2 2008,0600,1099,8.1,773,13.3,1872,10.3
Wed, Jan 2 2008,0700,1560,10,1559,14.1,3119,12.1
Wed, Jan 2 2008,0800,2287,7.8,1908,12.1,4195,9.7
Wed, Jan 2 2008,0900,2343,8.7,2250,12.7,4593,10.7
Wed, Jan 2 2008,1000,2098,14.3,1899,15.1,3997,14.7
Wed, Jan 2 2008,1100,2145,15.4,2122,13.5,4267,14.5
Wed, Jan 2 2008,1200,2413,14.4,2413,12.7,4826,13.5
Wed, Jan 2 2008,1300,2617,13,2621,13,5238,13
Wed, Jan 2 2008,1400,2940,10.6,2839,9.5,5779,10.1
Wed, Jan 2 2008,1500,3064,9.7,2933,9.3,5997,9.5
Wed, Jan 2 2008,1600,3177,9.4,2804,6.5,5981,8
Wed, Jan 2 2008,1700,3414,6.6,2892,5.1,6306,5.9
Wed, Jan 2 2008,1800,3091,5.5,2765,4.6,5856,5.1
Wed, Jan 2 2008,1900,2417,6.7,2275,5,4692,5.9
Wed, Jan 2 2008,2000,1952,7.7,1895,5.4,3847,6.6
Wed, Jan 2 2008,2100,1580,5.3,1594,5.6,3174,5.4
Wed, Jan 2 2008,2200,1338,6.2,1229,5.6,2567,5.9
Wed, Jan 2 2008,2300,1032,5.8,1299,4.8,2331,5.3
Wed, Jan 2 2008,2400,685,7.2,954,5.8,1639,6.3
Thu, Jan 3 2008,0100,382,12,797,6.9,1179,8.6
Thu, Jan 3 2008,0200,214,19.6,262,18.7,476,19.1
Thu, Jan 3 2008,0300,158,22.2,166,36.7,324,29.6
Thu, Jan 3 2008,0400,304,15.5,151,39.1,455,23.3
Thu, Jan 3 2008,0500,777,8.4,353,18.7,1130,11.6
Thu, Jan 3 2008,0600,1069,12.4,861,17,1930,14.5
Thu, Jan 3 2008,0700,1997,13.2,2020,17.3,4017,15.3
Thu, Jan 3 2008,0800,3024,9.1,2250,14,5274,11.2
Thu, Jan 3 2008,0900,2949,10.2,2735,12.8,5684,11.5
Thu, Jan 3 2008,1000,2591,15.4,2465,16.5,5056,15.9
Thu, Jan 3 2008,1100,2527,16.2,2303,16.2,4830,16.2
Thu, Jan 3 2008,1200,2820,17.1,2586,16.1,5406,16.6
Thu, Jan 3 2008,1300,2505,13.3,2818,14.3,5323,13.8
Thu, Jan 3 2008,1400,2531,12.7,2911,12,5442,12.3
Thu, Jan 3 2008,1500,3282,12.9,2849,9.6,6131,11.4
Thu, Jan 3 2008,1600,3429,12.2,2953,8.9,6382,10.7
Thu, Jan 3 2008,1700,3553,7.2,3292,6.9,6845,7
Thu, Jan 3 2008,1800,3476,5.8,2922,5.3,6398,5.6
