Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Tue, Jan 1 2008,0100,286,0,220,0.5,506,0.2
Tue, Jan 1 2008,0200,453,0.4,391,0.5,844,0.5
Tue, Jan 1 2008,0300,330,0.3,355,0,685,0.1
Tue, Jan 1 2008,0400,247,0,252,0,499,0
Tue, Jan 1 2008,0500,207,1.9,163,0,370,1.1
Tue, Jan 1 2008,0600,157,0.6,138,0.7,295,0.7
Tue, Jan 1 2008,0700,185,0,166,1.8,351,0.9
Tue, Jan 1 2008,0800,286,0.3,192,1,478,0.6
Tue, Jan 1 2008,0900,310,1,231,1.3,541,1.1
Tue, Jan 1 2008,1000,446,1.3,343,1.2,789,1.3
Tue, Jan 1 2008,1100,660,0.8,503,1.8,1163,1.2
Tue, Jan 1 2008,1200,943,1,913,1,1856,1
Tue, Jan 1 2008,1300,1408,0.6,1465,0.5,2873,0.6
Tue, Jan 1 2008,1400,1796,0.6,2041,0.6,3837,0.6
Tue, Jan 1 2008,1500,1978,0.3,2283,0.3,4261,0.3
Tue, Jan 1 2008,1600,2028,0.5,2390,0.4,4418,0.5
Tue, Jan 1 2008,1700,1950,0.6,2345,0.4,4295,0.5
Tue, Jan 1 2008,1800,1815,0.7,2108,0.5,3923,0.6
Tue, Jan 1 2008,1900,1530,0.7,1899,0.5,3429,0.6
Tue, Jan 1 2008,2000,1288,0.4,1751,0.5,3039,0.5
Tue, Jan 1 2008,2100,1119,0.7,1572,0.3,2691,0.5
Tue, Jan 1 2008,2200,843,0.4,1204,0.5,2047,0.4
Tue, Jan 1 2008,2300,540,1.5,837,0.5,1377,0.9
Tue, Jan 1 2008,2400,402,2.7,591,1.7,993,2.1
Wed, Jan 2 2008,0100,284,5.3,332,3,616,4.1
Wed, Jan 2 2008,0200,140,5.7,150,4.7,290,5.2
Wed, Jan 2 2008,0300,62,12.9,62,14.5,124,13.7
Wed, Jan 2 2008,0400,85,5.9,65,23.1,150,13.3
Wed, Jan 2 2008,0500,171,5.3,105,13.3,276,8.3
Wed, Jan 2 2008,0600,328,4.6,277,13,605,8.4
Wed, Jan 2 2008,0700,978,5,933,7.8,1911,6.4
Wed, Jan 2 2008,0800,2459,3.1,1593,4,4052,3.4
Wed, Jan 2 2008,0900,2760,2.9,1740,4.4,4500,3.5
Wed, Jan 2 2008,1000,1885,4.5,1689,5,3574,4.8
