Day of Week,Date,Hour ending,Hourly volume Southbound,HCV % Southbound,Hourly volume Northbound,HCV % Northbound,Total volume,Total % HCV
Wed, Jan 4 2012,1900,2673,1.1,2132,1.7,4805,1.4
Wed, Jan 4 2012,2000,1387,1.5,1144,2.4,2531,1.9
Wed, Jan 4 2012,2100,867,1.3,721,1.8,1588,1.5
Wed, Jan 4 2012,2200,551,2.9,524,3.4,1075,3.2
Wed, Jan 4 2012,2300,396,2.8,451,2.9,847,2.8
Wed, Jan 4 2012,2400,270,3.7,281,4.6,551,4.2
Thu, Jan 5 2012,0100,183,9.8,137,5.8,320,8.1
Thu, Jan 5 2012,0200,79,12.7,89,10.1,168,11.3
Thu, Jan 5 2012,0300,60,28.3,61,13.1,121,20.7
Thu, Jan 5 2012,0400,53,22.6,82,12.2,135,16.3
Thu, Jan 5 2012,0500,60,21.7,113,15,173,17.3
Thu, Jan 5 2012,0600,179,19.6,222,6.8,401,12.5
Thu, Jan 5 2012,0700,564,12.8,641,6.7,1205,9.5
Thu, Jan 5 2012,0800,2446,4.5,1912,3,4358,3.9
Thu, Jan 5 2012,0900,3469,4.3,2740,2.3,6209,3.4
Thu, Jan 5 2012,1000,2314,5.5,1847,4.8,4161,5.2
Thu, Jan 5 2012,1100,1548,8.3,1593,7.4,3141,7.8
Thu, Jan 5 2012,1200,1529,8.1,1485,7.1,3014,7.6
Thu, Jan 5 2012,1300,1500,6,1655,7,3155,6.5
Thu, Jan 5 2012,1400,1654,5.4,1684,6.5,3338,5.9
Thu, Jan 5 2012,1500,1737,6,1681,7,3418,6.5
Thu, Jan 5 2012,1600,1999,4.5,1829,6.2,3828,5.3
Thu, Jan 5 2012,1700,2454,3,2694,3.9,5148,3.5
Thu, Jan 5 2012,1800,3155,1.4,3278,2.1,6433,1.7
Thu, Jan 5 2012,1900,2661,1.1,2317,1.5,4978,1.2
Thu, Jan 5 2012,2000,1563,1.3,1297,1.7,2860,1.5
Thu, Jan 5 2012,2100,980,1.6,906,2.9,1886,2.2
Thu, Jan 5 2012,2200,686,2,655,2.3,1341,2.2
Thu, Jan 5 2012,2300,546,2.4,500,1.8,1046,2.1
Thu, Jan 5 2012,2400,327,0.9,322,3.4,649,2.2
Fri, Jan 6 2012,0100,177,8.5,161,3.7,338,6.2
Fri, Jan 6 2012,0200,87,13.8,109,7.3,196,10.2
Fri, Jan 6 2012,0300,50,22,64,10.9,114,15.8
Fri, Jan 6 2012,0400,59,20.3,64,14.1,123,17.1
Fri, Jan 6 2012,0500,64,29.7,116,13.8,180,19.4
Fri, Jan 6 2012,0600,156,21.8,211,10,367,15
Fri, Jan 6 2012,0700,540,16.1,646,5.4,1186,10.3
Fri, Jan 6 2012,0800,2360,5,1936,3.3,4296,4.2
Fri, Jan 6 2012,0900,3514,4.3,2792,2.7,6306,3.6
Fri, Jan 6 2012,1000,2336,5.9,1749,5.4,4085,5.7
Fri, Jan 6 2012,1100,1597,7.5,1489,7.7,3086,7.6
Fri, Jan 6 2012,1200,1609,6.8,1622,7.2,3231,7
Fri, Jan 6 2012,1300,1676,6.1,1828,6.9,3504,6.5
Fri, Jan 6 2012,1400,1816,4.7,1896,6.9,3712,5.8
Fri, Jan 6 2012,1500,1923,5.7,1983,6.2,3906,5.9
Fri, Jan 6 2012,1600,2255,4.3,2240,5.2,4495,4.8
Fri, Jan 6 2012,1700,2589,1.9,2843,3.2,5432,2.6
Fri, Jan 6 2012,1800,2985,1.6,3154,1.8,6139,1.7
Fri, Jan 6 2012,1900,2441,1.3,2147,1.9,4588,1.6
Fri, Jan 6 2012,2000,1493,1.5,1250,1.5,2743,1.5
Fri, Jan 6 2012,2100,1011,1.2,806,3.2,1817,2.1
Fri, Jan 6 2012,2200,691,1.3,599,2.5,1290,1.9
Fri, Jan 6 2012,2300,508,2,438,2.7,946,2.3
Fri, Jan 6 2012,2400,348,2.9,315,5.4,663,4.1
Sat, Jan 7 2012,0100,258,5,226,3.5,484,4.3
Sat, Jan 7 2012,0200,138,5.8,141,5,279,5.4
Sat, Jan 7 2012,0300,88,6.8,111,8.1,199,7.5
Sat, Jan 7 2012,0400,51,13.7,86,11.6,137,12.4
Sat, Jan 7 2012,0500,73,24.7,121,8.3,194,14.4
Sat, Jan 7 2012,0600,114,21.1,139,6.5,253,13
Sat, Jan 7 2012,0700,204,14.7,260,5.8,464,9.7
Sat, Jan 7 2012,0800,484,5.6,435,4.8,919,5.2
Sat, Jan 7 2012,0900,809,4.4,749,3.7,1558,4.1
Sat, Jan 7 2012,1000,1140,3.4,1045,3.8,2185,3.6
Sat, Jan 7 2012,1100,1141,3.7,1231,3.3,2372,3.5
Sat, Jan 7 2012,1200,1422,2.5,1449,2.6,2871,2.5
Sat, Jan 7 2012,1300,1703,2.1,1572,2.2,3275,2.1
Sat, Jan 7 2012,1400,1990,1.4,1693,1.8,3683,1.6
Sat, Jan 7 2012,1500,1903,1.4,1636,1.3,3539,1.4
Sat, Jan 7 2012,1600,1771,1.1,1707,1.8,3478,1.5
Sat, Jan 7 2012,1700,1656,0.7,1778,1.4,3434,1.1
Sat, Jan 7 2012,1800,1695,1.1,1534,1,3229,1.1
Sat, Jan 7 2012,1900,1301,0.9,1301,0.5,2602,0.7
Sat, Jan 7 2012,2000,1069,0.7,889,0.8,1958,0.8
Sat, Jan 7 2012,2100,780,0.8,664,1.2,1444,1
Sat, Jan 7 2012,2200,515,1.2,430,1.9,945,1.5
Sat, Jan 7 2012,2300,374,0.5,408,0.5,782,0.5
Sat, Jan 7 2012,2400,355,1.7,341,2.3,696,2
Sun, Jan 8 2012,0100,325,2.5,255,1.2,580,1.9
Sun, Jan 8 2012,0200,190,1.1,205,2.9,395,2
Sun, Jan 8 2012,0300,105,4.8,120,4.2,225,4.4
Sun, Jan 8 2012,0400,66,9.1,89,4.5,155,6.5
Sun, Jan 8 2012,0500,71,5.6,89,2.2,160,3.8
Sun, Jan 8 2012,0600,72,1.4,111,4.5,183,3.3
Sun, Jan 8 2012,0700,157,4.5,169,3.6,326,4
Sun, Jan 8 2012,0800,282,1.1,229,1.3,511,1.2
Sun, Jan 8 2012,0900,381,2.6,340,2.1,721,2.4
Sun, Jan 8 2012,1000,632,0.8,531,1.9,1163,1.3
Sun, Jan 8 2012,1100,878,1.3,748,0.4,1626,0.9
Sun, Jan 8 2012,1200,1021,1,1076,1.2,2097,1.1
Sun, Jan 8 2012,1300,1474,0.3,1558,1.2,3032,0.8
Sun, Jan 8 2012,1400,1829,0.9,1632,0.3,3461,0.6
Sun, Jan 8 2012,1500,1792,0.7,1675,0.8,3467,0.7
Sun, Jan 8 2012,1600,1800,0.4,1734,0.8,3534,0.6
Sun, Jan 8 2012,1700,1826,0.8,1792,0.8,3618,0.8
Sun, Jan 8 2012,1800,1634,0.5,1780,0.7,3414,0.6
Sun, Jan 8 2012,1900,1395,0.8,1478,0.7,2873,0.7
Sun, Jan 8 2012,2000,1176,0.4,1001,1.1,2177,0.7
Sun, Jan 8 2012,2100,978,1.4,875,1.8,1853,1.6
Sun, Jan 8 2012,2200,662,1.4,549,2.9,1211,2.1
Sun, Jan 8 2012,2300,439,1.8,389,1.5,828,1.7
Sun, Jan 8 2012,2400,293,1.7,249,3.2,542,2.4
Mon, Jan 9 2012,0100,179,6.7,137,6.6,316,6.6
Mon, Jan 9 2012,0200,78,10.3,78,3.8,156,7.1
Mon, Jan 9 2012,0300,32,15.6,47,17,79,16.5
Mon, Jan 9 2012,0400,45,31.1,52,13.5,97,21.6
Mon, Jan 9 2012,0500,55,29.1,123,7.3,178,14
Mon, Jan 9 2012,0600,183,18,291,8.2,474,12
Mon, Jan 9 2012,0700,645,9,773,5,1418,6.8
Mon, Jan 9 2012,0800,2881,3.7,2434,2.5,5315,3.2
Mon, Jan 9 2012,0900,3835,3.1,3141,1.9,6976,2.6
Mon, Jan 9 2012,1000,2577,6,1891,4.7,4468,5.4
Mon, Jan 9 2012,1100,1613,9.9,1416,7.9,3029,9
Mon, Jan 9 2012,1200,1368,9.9,1381,10.7,2749,10.3
Mon, Jan 9 2012,1300,1476,8.3,1398,9.4,2874,8.8
Mon, Jan 9 2012,1400,1546,8.5,1467,8.2,3013,8.4
Mon, Jan 9 2012,1500,1593,6.6,1537,8.9,3130,7.7
Mon, Jan 9 2012,1600,1747,4.8,1892,7.2,3639,6
Mon, Jan 9 2012,1700,2315,2.9,2761,3.6,5076,3.3
Mon, Jan 9 2012,1800,3103,1.8,3291,2.1,6394,2
Mon, Jan 9 2012,1900,2554,1.3,2331,1.5,4885,1.4
Mon, Jan 9 2012,2000,1326,1.2,1133,2.7,2459,1.9
Mon, Jan 9 2012,2100,831,1.9,680,2.2,1511,2.1
Mon, Jan 9 2012,2200,575,2.4,499,1.8,1074,2.1
Mon, Jan 9 2012,2300,440,2.5,437,3.4,877,3
Mon, Jan 9 2012,2400,274,4.4,217,3.7,491,4.1
Tue, Jan 10 2012,0100,127,8.7,137,4.4,264,6.4
Tue, Jan 10 2012,0200,50,14,59,11.9,109,12.8
Tue, Jan 10 2012,0300,36,27.8,56,14.3,92,19.6
Tue, Jan 10 2012,0400,40,30,48,16.7,88,22.7
Tue, Jan 10 2012,0500,58,27.6,107,11.2,165,17
Tue, Jan 10 2012,0600,186,18.3,267,9.4,453,13
Tue, Jan 10 2012,0700,598,14.2,704,6,1302,9.8
Tue, Jan 10 2012,0800,3016,4.5,2395,2.5,5411,3.6
Tue, Jan 10 2012,0900,3905,3.7,2846,2.1,6751,3.1
Tue, Jan 10 2012,1000,2575,5.4,2272,5.7,4847,5.5
Tue, Jan 10 2012,1100,1675,7.4,1572,8.3,3247,7.8
Tue, Jan 10 2012,1200,1462,9.8,1419,8.2,2881,9
Tue, Jan 10 2012,1300,1498,7.3,1479,9.3,2977,8.3
Tue, Jan 10 2012,1400,1621,7.8,1525,7.8,3146,7.8
Tue, Jan 10 2012,1500,1627,5.9,1618,9.1,3245,7.5
Tue, Jan 10 2012,1600,1784,4.8,1857,5.5,3641,5.2
Tue, Jan 10 2012,1700,2360,3.6,2926,4.2,5286,3.9
Tue, Jan 10 2012,1800,3108,1.6,3375,2,6483,1.8
Tue, Jan 10 2012,1900,2689,1.2,2451,2,5140,1.6
Tue, Jan 10 2012,2000,1515,1.6,1222,2.7,2737,2.1
Tue, Jan 10 2012,2100,939,1.9,761,1.6,1700,1.8
Tue, Jan 10 2012,2200,653,2.3,601,2.3,1254,2.3
Tue, Jan 10 2012,2300,538,3.5,442,4.3,980,3.9
Tue, Jan 10 2012,2400,301,4.7,267,4.9,568,4.8
Wed, Jan 11 2012,0100,154,11,151,6,305,8.5
Wed, Jan 11 2012,0200,67,20.9,82,8.5,149,14.1
Wed, Jan 11 2012,0300,45,24.4,56,12.5,101,17.8
Wed, Jan 11 2012,0400,36,33.3,58,20.7,94,25.5
Wed, Jan 11 2012,0500,59,32.2,113,16.8,172,22.1
Wed, Jan 11 2012,0600,178,18.5,238,8.4,416,12.7
Wed, Jan 11 2012,0700,640,15.3,706,5.7,1346,10.3
Wed, Jan 11 2012,0800,2827,5,2320,2.6,5147,3.9
Wed, Jan 11 2012,0900,3820,3.6,3062,2.6,6882,3.2
Wed, Jan 11 2012,1000,2730,6.6,2260,6.6,4990,6.6
Wed, Jan 11 2012,1100,1742,8.8,1548,8.8,3290,8.8
Wed, Jan 11 2012,1200,1490,9.4,1469,9.6,2959,9.5
Wed, Jan 11 2012,1300,1541,8.6,1538,9.4,3079,9
Wed, Jan 11 2012,1400,1642,7.4,1559,8.7,3201,8
Wed, Jan 11 2012,1500,1732,6.8,1674,8.1,3406,7.4
Wed, Jan 11 2012,1600,1944,5.2,1941,7.2,3885,6.2
Wed, Jan 11 2012,1700,2478,2.9,2954,4,5432,3.5
Wed, Jan 11 2012,1800,3093,1.4,3374,2.3,6467,1.9
Wed, Jan 11 2012,1900,2846,1.4,2482,1.4,5328,1.4
Wed, Jan 11 2012,2000,1567,2.1,1337,2.8,2904,2.4
Wed, Jan 11 2012,2100,935,2.4,876,3,1811,2.7
Wed, Jan 11 2012,2200,758,1.8,686,3.1,1444,2.4
Wed, Jan 11 2012,2300,549,2.7,500,2.8,1049,2.8
Wed, Jan 11 2012,2400,325,2.5,283,5.3,608,3.8
Thu, Jan 12 2012,0100,155,9.7,144,5.6,299,7.7
Thu, Jan 12 2012,0200,69,18.8,76,13.2,145,15.9
Thu, Jan 12 2012,0300,44,25,62,12.9,106,17.9
Thu, Jan 12 2012,0400,44,29.5,61,18,105,22.9
Thu, Jan 12 2012,0500,56,35.7,113,15.9,169,22.5
Thu, Jan 12 2012,0600,160,20,227,7,387,12.4
Thu, Jan 12 2012,0700,632,12.8,715,6.3,1347,9.4
Thu, Jan 12 2012,0800,2761,4.5,2377,2.8,5138,3.7
Thu, Jan 12 2012,0900,3914,3.9,3128,1.9,7042,3
Thu, Jan 12 2012,1000,2729,5.4,2300,5.1,5029,5.3
Thu, Jan 12 2012,1100,1762,8.4,1639,8.1,3401,8.3
Thu, Jan 12 2012,1200,1580,9.7,1505,10.3,3085,10
Thu, Jan 12 2012,1300,1544,9.5,1494,8.3,3038,8.9
Thu, Jan 12 2012,1400,1699,7.1,1584,8.2,3283,7.6
Thu, Jan 12 2012,1500,1676,7.5,1657,8.8,3333,8.1
Thu, Jan 12 2012,1600,1880,5.1,2061,7.2,3941,6.2
Thu, Jan 12 2012,1700,2394,2.6,2914,4.4,5308,3.6
Thu, Jan 12 2012,1800,3194,1.9,3439,2.1,6633,2
Thu, Jan 12 2012,1900,2711,1.3,2447,2.7,5158,1.9
Thu, Jan 12 2012,2000,1618,1.9,1316,2.4,2934,2.1
Thu, Jan 12 2012,2100,1102,2.5,932,1.5,2034,2
Thu, Jan 12 2012,2200,753,2.1,672,3.6,1425,2.8
Thu, Jan 12 2012,2300,563,2.8,537,3,1100,2.9
Thu, Jan 12 2012,2400,373,2.4,288,2.8,661,2.6
Fri, Jan 13 2012,0100,186,9.7,165,4.8,351,7.4
Fri, Jan 13 2012,0200,73,13.7,95,8.4,168,10.7
Fri, Jan 13 2012,0300,58,20.7,77,10.4,135,14.8
Fri, Jan 13 2012,0400,57,28.1,72,19.4,129,23.3
Fri, Jan 13 2012,0500,60,30,124,14.5,184,19.6
Fri, Jan 13 2012,0600,192,17.7,222,8.1,414,12.6
Fri, Jan 13 2012,0700,626,15.8,656,7,1282,11.3
Fri, Jan 13 2012,0800,2660,5,2274,3.6,4934,4.3
Fri, Jan 13 2012,0900,4039,4.4,3019,2.7,7058,3.7
Fri, Jan 13 2012,1000,2658,6.1,2097,5.9,4755,6
Fri, Jan 13 2012,1100,1705,8.7,1623,8.8,3328,8.8
Fri, Jan 13 2012,1200,1589,7.7,1613,10.2,3202,9
Fri, Jan 13 2012,1300,1659,6.8,1694,8,3353,7.4
Fri, Jan 13 2012,1400,1879,7.6,1939,6.8,3818,7.2
Fri, Jan 13 2012,1500,1969,6.9,1976,7.4,3945,7.1
Fri, Jan 13 2012,1600,2356,5,2476,6.5,4832,5.8
Fri, Jan 13 2012,1700,2693,2.7,3230,4.2,5923,3.5
Fri, Jan 13 2012,1800,3081,1.6,3261,2.5,6342,2.1
Fri, Jan 13 2012,1900,2535,1.5,2341,1.6,4876,1.5
Fri, Jan 13 2012,2000,1592,1.7,1441,2.2,3033,1.9
Fri, Jan 13 2012,2100,1105,1.9,843,3.2,1948,2.5
Fri, Jan 13 2012,2200,695,1.7,661,3,1356,2.4
Fri, Jan 13 2012,2300,544,2.6,469,3.2,1013,2.9
Fri, Jan 13 2012,2400,362,3.6,315,4.8,677,4.1
Sat, Jan 14 2012,0100,209,4.3,236,4.2,445,4.3
Sat, Jan 14 2012,0200,137,4.4,159,5,296,4.7
Sat, Jan 14 2012,0300,70,14.3,98,6.1,168,9.5
Sat, Jan 14 2012,0400,56,23.2,87,9.2,143,14.7
Sat, Jan 14 2012,0500,67,26.9,121,5.8,188,13.3
Sat, Jan 14 2012,0600,115,14.8,141,7.1,256,10.5
Sat, Jan 14 2012,0700,212,10.8,229,5.2,441,7.9
Sat, Jan 14 2012,0800,513,7.4,422,4.3,935,6
Sat, Jan 14 2012,0900,896,5.6,787,4.2,1683,4.9
Sat, Jan 14 2012,1000,1244,3.4,1207,3.5,2451,3.4
Sat, Jan 14 2012,1100,1438,2.7,1470,2.7,2908,2.7
Sat, Jan 14 2012,1200,1537,1.8,1677,2.4,3214,2.1
Sat, Jan 14 2012,1300,1898,2.3,1830,2.3,3728,2.3
Sat, Jan 14 2012,1400,2054,1.6,1777,2.1,3831,1.9
Sat, Jan 14 2012,1500,2028,1.9,1810,2,3838,1.9
Sat, Jan 14 2012,1600,1867,1.3,1816,2.3,3683,1.8
Sat, Jan 14 2012,1700,1775,1.2,1850,1.1,3625,1.2
Sat, Jan 14 2012,1800,1660,1.4,1735,0.9,3395,1.2
Sat, Jan 14 2012,1900,1454,0.8,1352,1.2,2806,1
Sat, Jan 14 2012,2000,1049,0.9,915,1.3,1964,1.1
Sat, Jan 14 2012,2100,819,0.6,692,2.3,1511,1.4
Sat, Jan 14 2012,2200,547,1.3,458,1.1,1005,1.2
Sat, Jan 14 2012,2300,349,2,363,1.4,712,1.7
Sat, Jan 14 2012,2400,316,1.3,326,1.5,642,1.4
Sun, Jan 15 2012,0100,289,2.8,262,3.1,551,2.9
Sun, Jan 15 2012,0200,156,3.2,223,3.1,379,3.2
Sun, Jan 15 2012,0300,112,1.8,107,4.7,219,3.2
Sun, Jan 15 2012,0400,75,5.3,95,3.2,170,4.1
Sun, Jan 15 2012,0500,70,17.1,105,2.9,175,8.6
Sun, Jan 15 2012,0600,96,9.4,113,2.7,209,5.7
Sun, Jan 15 2012,0700,122,6.6,139,4.3,261,5.4
Sun, Jan 15 2012,0800,265,1.9,252,1.2,517,1.5
Sun, Jan 15 2012,0900,405,3.2,408,3.2,813,3.2
Sun, Jan 15 2012,1000,762,1,641,2.3,1403,1.6
Sun, Jan 15 2012,1100,1077,1.9,893,1.1,1970,1.5
Sun, Jan 15 2012,1200,1233,1.1,1345,1,2578,1
Sun, Jan 15 2012,1300,1637,0.7,1625,1.1,3262,0.9
Sun, Jan 15 2012,1400,2084,0.8,1834,0.7,3918,0.7
Sun, Jan 15 2012,1500,1934,0.6,1817,0.6,3751,0.6
Sun, Jan 15 2012,1600,1884,0.8,1830,0.6,3714,0.7
Sun, Jan 15 2012,1700,1771,0.7,1978,0.9,3749,0.8
Sun, Jan 15 2012,1800,1836,0.5,1883,0.8,3719,0.7
Sun, Jan 15 2012,1900,1616,0.7,1433,0.9,3049,0.8
Sun, Jan 15 2012,2000,1321,0.8,1039,0.8,2360,0.8
Sun, Jan 15 2012,2100,1015,0.6,886,1.2,1901,0.9
Sun, Jan 15 2012,2200,702,1,616,1.9,1318,1.4
Sun, Jan 15 2012,2300,478,2.5,442,1.1,920,1.8
Sun, Jan 15 2012,2400,286,2.4,230,3,516,2.7
Mon, Jan 16 2012,0100,155,6.5,173,4,328,5.2
Mon, Jan 16 2012,0200,76,15.8,65,0,141,8.5
Mon, Jan 16 2012,0300,36,19.4,51,11.8,87,14.9
Mon, Jan 16 2012,0400,36,16.7,43,23.3,79,20.3
Mon, Jan 16 2012,0500,60,28.3,127,12.6,187,17.6
Mon, Jan 16 2012,0600,181,19.3,275,6.5,456,11.6
Mon, Jan 16 2012,0700,618,9.5,787,5.5,1405,7.3
Mon, Jan 16 2012,0800,2908,4,2399,2.5,5307,3.3
Mon, Jan 16 2012,0900,3739,3.3,3268,2.3,7007,2.8
Mon, Jan 16 2012,1000,2813,6.7,1976,5.5,4789,6.2
Mon, Jan 16 2012,1100,1721,7.3,1519,8.4,3240,7.8
Mon, Jan 16 2012,1200,1511,7.6,1416,9,2927,8.3
Mon, Jan 16 2012,1300,1468,8.7,1494,8,2962,8.3
Mon, Jan 16 2012,1400,1587,7.8,1522,7.5,3109,7.6
Mon, Jan 16 2012,1500,1669,6.7,1632,8.3,3301,7.5
Mon, Jan 16 2012,1600,1731,6,1883,7.1,3614,6.6
Mon, Jan 16 2012,1700,2345,3,2823,3.8,5168,3.4
Mon, Jan 16 2012,1800,3059,1.9,3307,2.1,6366,2
Mon, Jan 16 2012,1900,2627,1.3,2387,1.6,5014,1.4
Mon, Jan 16 2012,2000,1411,1.6,1194,2.4,2605,2
Mon, Jan 16 2012,2100,873,1.6,809,3.2,1682,2.4
Mon, Jan 16 2012,2200,653,2.5,601,3.8,1254,3.1
Mon, Jan 16 2012,2300,501,1.6,409,2.2,910,1.9
Mon, Jan 16 2012,2400,278,5,216,5.1,494,5.1
Tue, Jan 17 2012,0100,151,9.9,141,5,292,7.5
Tue, Jan 17 2012,0200,60,18.3,69,8.7,129,13.2
Tue, Jan 17 2012,0300,36,25,57,17.5,93,20.4
Tue, Jan 17 2012,0400,30,26.7,57,21.1,87,23
Tue, Jan 17 2012,0500,50,26,101,10.9,151,15.9
Tue, Jan 17 2012,0600,201,17.4,268,9,469,12.6
Tue, Jan 17 2012,0700,641,15,737,6.5,1378,10.4
Tue, Jan 17 2012,0800,2933,4.9,2395,3.3,5328,4.2
Tue, Jan 17 2012,0900,4031,3.3,3187,2.5,7218,3
Tue, Jan 17 2012,1000,2723,5.4,2122,6,4845,5.7
Tue, Jan 17 2012,1100,1734,8.2,1558,7.1,3292,7.7
Tue, Jan 17 2012,1200,1492,9.9,1429,10.3,2921,10.1
