Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Sun, Jan 1 2012,0100,394,2.5,402,2.2,796,2.4
Sun, Jan 1 2012,0200,566,1.1,604,2.5,1170,1.8
Sun, Jan 1 2012,0300,481,1.7,424,2.6,905,2.1
Sun, Jan 1 2012,0400,374,2.9,364,3,738,3
Sun, Jan 1 2012,0500,366,3.3,262,4.6,628,3.8
Sun, Jan 1 2012,0600,406,3.2,316,2.5,722,2.9
Sun, Jan 1 2012,0700,421,3.1,341,5.9,762,4.3
Sun, Jan 1 2012,0800,603,1.3,451,4.7,1054,2.8
Sun, Jan 1 2012,0900,563,2.7,553,3.4,1116,3
Sun, Jan 1 2012,1000,681,2.2,652,2.3,1333,2.3
Sun, Jan 1 2012,1100,909,1.5,903,2.3,1812,1.9
Sun, Jan 1 2012,1200,1318,1.1,1335,1,2653,1.1
Sun, Jan 1 2012,1300,2147,1.1,1968,0.8,4115,1
Sun, Jan 1 2012,1400,3041,0.7,2624,0.8,5665,0.7
Sun, Jan 1 2012,1500,3096,1.1,2888,0.7,5984,0.9
Sun, Jan 1 2012,1600,2847,0.8,2914,0.7,5761,0.7
Sun, Jan 1 2012,1700,2643,1,2638,0.5,5281,0.8
Sun, Jan 1 2012,1800,2482,0.7,2480,1.2,4962,0.9
Sun, Jan 1 2012,1900,2390,0.7,2111,0.7,4501,0.7
Sun, Jan 1 2012,2000,1902,1.3,1780,1.3,3682,1.3
Sun, Jan 1 2012,2100,1462,2.1,1415,1.2,2877,1.7
Sun, Jan 1 2012,2200,1231,1.4,1178,2.1,2409,1.7
Sun, Jan 1 2012,2300,854,3.3,987,2.5,1841,2.9
Sun, Jan 1 2012,2400,514,3.3,784,4.1,1298,3.8
Mon, Jan 2 2012,0100,362,8.3,392,7.4,754,7.8
Mon, Jan 2 2012,0200,200,4.5,218,15.1,418,10
Mon, Jan 2 2012,0300,183,12.6,171,21.6,354,16.9
Mon, Jan 2 2012,0400,272,8.5,161,21.7,433,13.4
Mon, Jan 2 2012,0500,587,4.8,288,14.6,875,8
Mon, Jan 2 2012,0600,725,5.7,534,7.7,1259,6.5
Mon, Jan 2 2012,0700,914,6.6,693,9.7,1607,7.9
