Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Sun, Jan 1 2006,0100,61,6.6,64,3.1,125,4.8
Sun, Jan 1 2006,0200,61,6.6,59,3.4,120,5
Sun, Jan 1 2006,0300,54,3.7,51,3.9,105,3.8
Sun, Jan 1 2006,0400,54,5.6,53,9.4,107,7.5
Sun, Jan 1 2006,0500,25,4,42,0,67,1.5
Sun, Jan 1 2006,0600,31,9.7,36,5.6,67,7.5
Sun, Jan 1 2006,0700,34,20.6,62,3.2,96,9.4
Sun, Jan 1 2006,0800,45,4.4,73,11,118,8.5
Sun, Jan 1 2006,0900,91,4.4,106,6.6,197,5.6
Sun, Jan 1 2006,1000,109,4.6,134,3.7,243,4.1
Sun, Jan 1 2006,1100,210,7.1,216,2.3,426,4.7
Sun, Jan 1 2006,1200,288,3.1,369,1.9,657,2.4
Sun, Jan 1 2006,1300,449,2,475,2.3,924,2.2
Sun, Jan 1 2006,1400,592,1.4,501,3,1093,2.1
Sun, Jan 1 2006,1500,579,1.2,482,1.7,1061,1.4
Sun, Jan 1 2006,1600,533,1.9,559,0.5,1092,1.2
Sun, Jan 1 2006,1700,548,0.4,597,0.8,1145,0.6
Sun, Jan 1 2006,1800,475,1.7,468,1.7,943,1.7
Sun, Jan 1 2006,1900,366,1.4,409,3.4,775,2.5
Sun, Jan 1 2006,2000,297,0.7,362,1.7,659,1.2
Sun, Jan 1 2006,2100,239,2.1,270,2.2,509,2.2
Sun, Jan 1 2006,2200,170,3.5,173,1.7,343,2.6
Sun, Jan 1 2006,2300,130,0,131,6.1,261,3.1
Sun, Jan 1 2006,2400,90,2.2,77,6.5,167,4.2
Mon, Jan 2 2006,0100,58,8.6,58,15.5,116,12.1
Mon, Jan 2 2006,0200,47,12.8,34,23.5,81,17.3
Mon, Jan 2 2006,0300,34,11.8,27,7.4,61,9.8
Mon, Jan 2 2006,0400,21,9.5,45,17.8,66,15.2
Mon, Jan 2 2006,0500,18,11.1,69,10.1,87,10.3
Mon, Jan 2 2006,0600,32,12.5,63,11.1,95,11.6
Mon, Jan 2 2006,0700,68,14.7,131,9.9,199,11.6
Mon, Jan 2 2006,0800,95,14.7,177,9,272,11
Mon, Jan 2 2006,0900,154,6.5,172,7.6,326,7.1
Mon, Jan 2 2006,1000,254,4.3,238,5.9,492,5.1
Mon, Jan 2 2006,1100,394,4.8,339,3.5,733,4.2
Mon, Jan 2 2006,1200,534,2.2,445,6.1,979,4
Mon, Jan 2 2006,1300,666,2.6,617,2.3,1283,2.4
Mon, Jan 2 2006,1400,693,1.9,701,2.9,1394,2.4
Mon, Jan 2 2006,1500,712,2.9,781,2.2,1493,2.5
Mon, Jan 2 2006,1600,646,2.9,812,2.5,1458,2.7
Mon, Jan 2 2006,1700,600,2.5,851,2.7,1451,2.6
Mon, Jan 2 2006,1800,621,2.1,798,2.8,1419,2.5
Mon, Jan 2 2006,1900,523,2.7,762,6.7,1285,5.1
Mon, Jan 2 2006,2000,413,3.9,540,6.9,953,5.6
Mon, Jan 2 2006,2100,298,3,363,6.1,661,4.7
Mon, Jan 2 2006,2200,289,6.2,299,6.7,588,6.5
Mon, Jan 2 2006,2300,188,4.3,210,10,398,7.3
Mon, Jan 2 2006,2400,106,1.9,149,12.1,255,7.8
Tue, Jan 3 2006,0100,96,7.3,39,23.1,135,11.9
Tue, Jan 3 2006,0200,51,13.7,41,24.4,92,18.5
Tue, Jan 3 2006,0300,28,25,29,20.7,57,22.8
Tue, Jan 3 2006,0400,37,24.3,51,27.5,88,26.1
Tue, Jan 3 2006,0500,21,47.6,130,30.8,151,33.1
Tue, Jan 3 2006,0600,65,29.2,331,21.1,396,22.5
Tue, Jan 3 2006,0700,170,20,594,14.3,764,15.6
Tue, Jan 3 2006,0800,432,11.3,806,8.2,1238,9.3
Tue, Jan 3 2006,0900,675,9.9,803,13.9,1478,12.1
Tue, Jan 3 2006,1000,494,16.2,562,19.2,1056,17.8
Tue, Jan 3 2006,1100,559,17.5,532,19.2,1091,18.3
Tue, Jan 3 2006,1200,603,11.8,553,18.6,1156,15.1
Tue, Jan 3 2006,1300,623,14.9,532,12.8,1155,13.9
Tue, Jan 3 2006,1400,716,14.9,580,12.1,1296,13.7
Tue, Jan 3 2006,1500,722,13.6,631,14.9,1353,14.2
Tue, Jan 3 2006,1600,713,13.9,673,10.3,1386,12.1
Tue, Jan 3 2006,1700,898,9.4,764,8.8,1662,9.1
