Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Sun, Jan 1 2006,0100,309,3.6,365,1.4,674,2.4
Sun, Jan 1 2006,0200,495,2,476,0.2,971,1.1
Sun, Jan 1 2006,0300,393,1.3,474,1.5,867,1.4
Sun, Jan 1 2006,0400,316,3.5,314,1.6,630,2.5
Sun, Jan 1 2006,0500,444,2.7,240,2.1,684,2.5
Sun, Jan 1 2006,0600,518,1.5,267,1.9,785,1.7
Sun, Jan 1 2006,0700,345,1.7,297,2,642,1.9
Sun, Jan 1 2006,0800,484,1,355,1.4,839,1.2
Sun, Jan 1 2006,0900,468,0.4,402,1.7,870,1
Sun, Jan 1 2006,1000,693,1.9,605,1.8,1298,1.8
Sun, Jan 1 2006,1100,852,0.8,817,0.6,1669,0.7
Sun, Jan 1 2006,1200,1205,1.1,1209,0.7,2414,0.9
Sun, Jan 1 2006,1300,1896,0.5,1678,0.9,3574,0.7
Sun, Jan 1 2006,1400,2445,0.7,2126,0.5,4571,0.6
Sun, Jan 1 2006,1500,2560,0.5,2361,0.7,4921,0.6
Sun, Jan 1 2006,1600,2357,0.2,2154,0.3,4511,0.3
Sun, Jan 1 2006,1700,2330,0.5,2059,0.4,4389,0.5
Sun, Jan 1 2006,1800,2033,0.3,1939,0.5,3972,0.4
Sun, Jan 1 2006,1900,1855,0.6,1789,0.6,3644,0.6
Sun, Jan 1 2006,2000,1574,0.8,1607,0.9,3181,0.8
Sun, Jan 1 2006,2100,1383,0.8,1511,1.1,2894,0.9
Sun, Jan 1 2006,2200,1100,1.1,1194,1.1,2294,1.1
Sun, Jan 1 2006,2300,807,0.7,1001,1.4,1808,1.1
Sun, Jan 1 2006,2400,529,2.3,734,2.6,1263,2.5
Mon, Jan 2 2006,0100,387,4.4,430,4.2,817,4.3
Mon, Jan 2 2006,0200,247,6.1,232,7.8,479,6.9
Mon, Jan 2 2006,0300,166,8.4,183,9.8,349,9.2
Mon, Jan 2 2006,0400,169,7.7,150,10.7,319,9.1
Mon, Jan 2 2006,0500,476,1.9,169,7.7,645,3.4
Mon, Jan 2 2006,0600,724,2.8,422,2.4,1146,2.6
Mon, Jan 2 2006,0700,557,5.4,513,3.9,1070,4.7
Mon, Jan 2 2006,0800,895,3.9,523,3.6,1418,3.8
Mon, Jan 2 2006,0900,846,2.5,783,5,1629,3.7
Mon, Jan 2 2006,1000,1158,4.3,1136,4,2294,4.1
Mon, Jan 2 2006,1100,1421,3.2,1435,3.3,2856,3.3
Mon, Jan 2 2006,1200,1789,3.5,1852,2.4,3641,2.9
Mon, Jan 2 2006,1300,2307,1.9,2457,1.4,4764,1.6
Mon, Jan 2 2006,1400,2813,1.3,2706,1.5,5519,1.4
Mon, Jan 2 2006,1500,3064,1.3,2847,1.3,5911,1.3
Mon, Jan 2 2006,1600,2989,1.1,2833,0.8,5822,1
Mon, Jan 2 2006,1700,2918,0.8,2654,1.1,5572,0.9
Mon, Jan 2 2006,1800,2738,1.3,2248,1.6,4986,1.4
Mon, Jan 2 2006,1900,2530,0.9,2234,0.9,4764,0.9
Mon, Jan 2 2006,2000,2079,1.1,1921,1.4,4000,1.2
Mon, Jan 2 2006,2100,1440,1.5,1627,1.6,3067,1.5
Mon, Jan 2 2006,2200,1262,2.6,1298,2.9,2560,2.8
Mon, Jan 2 2006,2300,939,1.7,1323,1.7,2262,1.7
Mon, Jan 2 2006,2400,668,4.2,898,4.9,1566,4.6
Tue, Jan 3 2006,0100,344,6.1,503,5.2,847,5.5
Tue, Jan 3 2006,0200,196,8.7,305,8.2,501,8.4
Tue, Jan 3 2006,0300,135,22.2,128,19.5,263,20.9
Tue, Jan 3 2006,0400,159,15.7,159,22,318,18.9
