Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Mon, Jan 1 2007,0100,278,2.5,334,0.3,612,1.3
Mon, Jan 1 2007,0200,523,0.8,509,0.6,1032,0.7
Mon, Jan 1 2007,0300,382,2.6,421,2.4,803,2.5
Mon, Jan 1 2007,0400,307,1.3,325,0.6,632,0.9
Mon, Jan 1 2007,0500,480,2.1,221,1.8,701,2
Mon, Jan 1 2007,0600,437,1.4,277,2.2,714,1.7
Mon, Jan 1 2007,0700,370,1.1,288,1.7,658,1.4
Mon, Jan 1 2007,0800,559,2,344,3.2,903,2.4
Mon, Jan 1 2007,0900,589,1.2,461,2.2,1050,1.6
Mon, Jan 1 2007,1000,698,1.6,582,2.6,1280,2
Mon, Jan 1 2007,1100,857,2,834,1.8,1691,1.9
Mon, Jan 1 2007,1200,1199,2,1218,2.1,2417,2
Mon, Jan 1 2007,1300,1893,1.1,1715,0.8,3608,1
Mon, Jan 1 2007,1400,2424,0.8,2185,0.7,4609,0.8
Mon, Jan 1 2007,1500,2879,0.7,2468,0.9,5347,0.8
Mon, Jan 1 2007,1600,2820,0.7,2473,0.4,5293,0.6
Mon, Jan 1 2007,1700,2695,0.6,2265,0.4,4960,0.5
Mon, Jan 1 2007,1800,2237,0.6,2167,0.6,4404,0.6
Mon, Jan 1 2007,1900,1950,1.2,1980,1.1,3930,1.1
Mon, Jan 1 2007,2000,1865,1.6,1732,1.1,3597,1.4
Mon, Jan 1 2007,2100,1426,1,1516,1.3,2942,1.2
Mon, Jan 1 2007,2200,1279,1.6,1381,2,2660,1.8
Mon, Jan 1 2007,2300,918,1.2,1162,2.2,2080,1.7
Mon, Jan 1 2007,2400,643,3,896,4.1,1539,3.6
Tue, Jan 2 2007,0100,364,3.6,626,5.6,990,4.8
Tue, Jan 2 2007,0200,199,10.6,257,8.6,456,9.4
Tue, Jan 2 2007,0300,159,23.9,116,32.8,275,27.6
Tue, Jan 2 2007,0400,242,11.2,126,21.4,368,14.7
Tue, Jan 2 2007,0500,680,4.7,310,12.3,990,7.1
Tue, Jan 2 2007,0600,945,8.3,786,11.8,1731,9.9
Tue, Jan 2 2007,0700,1519,11.9,1532,11.4,3051,11.7
Tue, Jan 2 2007,0800,2183,7.5,1864,9.9,4047,8.6
Tue, Jan 2 2007,0900,2132,7.7,2068,9.3,4200,8.5
Tue, Jan 2 2007,1000,1974,11.3,1920,11.6,3894,11.5
Tue, Jan 2 2007,1100,2132,13.2,2015,12.4,4147,12.8
Tue, Jan 2 2007,1200,2231,12.6,2269,11.2,4500,11.9
Tue, Jan 2 2007,1300,2442,9.9,2580,11,5022,10.5
Tue, Jan 2 2007,1400,2812,7.9,2531,9.8,5343,8.8
Tue, Jan 2 2007,1500,2995,8.7,2731,7.8,5726,8.3
Tue, Jan 2 2007,1600,3152,7,2782,7.1,5934,7.1
Tue, Jan 2 2007,1700,3231,4.8,2959,5,6190,4.9
Tue, Jan 2 2007,1800,3295,4.2,2650,2.6,5945,3.5
Tue, Jan 2 2007,1900,2517,5.4,2302,3.7,4819,4.6
Tue, Jan 2 2007,2000,2035,4.8,1876,4.1,3911,4.4
Tue, Jan 2 2007,2100,1404,6.2,1520,3.6,2924,4.9
Tue, Jan 2 2007,2200,1193,6.1,1155,6.1,2348,6.1
Tue, Jan 2 2007,2300,1013,6.1,1172,6.3,2185,6.2
Tue, Jan 2 2007,2400,624,6.2,1097,4.7,1721,5.3
Wed, Jan 3 2007,0100,376,13.6,623,7.5,999,9.8
Wed, Jan 3 2007,0200,197,13.2,306,8.5,503,10.3
Wed, Jan 3 2007,0300,110,25.5,137,35,247,30.8
Wed, Jan 3 2007,0400,235,13.2,133,27.1,368,18.2
Wed, Jan 3 2007,0500,661,6.4,315,12.4,976,8.3
Wed, Jan 3 2007,0600,1082,9.1,874,15.4,1956,11.9
Wed, Jan 3 2007,0700,2121,10,2210,12.7,4331,11.4
Wed, Jan 3 2007,0800,3235,6.5,2294,11.4,5529,8.5
Wed, Jan 3 2007,0900,2763,10.7,2494,10.9,5257,10.8
Wed, Jan 3 2007,1000,2530,12.3,2434,13.1,4964,12.7
Wed, Jan 3 2007,1100,2432,14.8,2474,13.4,4906,14.1
Wed, Jan 3 2007,1200,2518,16,2537,13.9,5055,14.9
Wed, Jan 3 2007,1300,2775,13.6,2737,12.5,5512,13.1
Wed, Jan 3 2007,1400,2996,12.6,2627,11.2,5623,12
Wed, Jan 3 2007,1500,3056,10.4,2918,10.6,5974,10.5
Wed, Jan 3 2007,1600,3220,9.5,2990,9.6,6210,9.5
Wed, Jan 3 2007,1700,3527,6.5,3246,6.3,6773,6.4
Wed, Jan 3 2007,1800,3452,4.8,3104,4.2,6556,4.5
Wed, Jan 3 2007,1900,2877,5.8,2399,3.2,5276,4.6
Wed, Jan 3 2007,2000,2205,5.8,2041,5.5,4246,5.7
Wed, Jan 3 2007,2100,1624,6.2,1608,5.7,3232,6
Wed, Jan 3 2007,2200,1246,5.9,1322,4.4,2568,5.1
