Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Sun, Jan 1 2006,0100,325,2.5,377,1.1,702,1.7
Sun, Jan 1 2006,0200,538,1.9,566,0.7,1104,1.3
Sun, Jan 1 2006,0300,433,0.9,485,1.4,918,1.2
Sun, Jan 1 2006,0400,346,2.3,356,2,702,2.1
Sun, Jan 1 2006,0500,423,1.7,264,1.9,687,1.7
Sun, Jan 1 2006,0600,502,1.4,278,1.8,780,1.5
Sun, Jan 1 2006,0700,345,1.4,319,1.3,664,1.4
Sun, Jan 1 2006,0800,470,1.3,355,0.8,825,1.1
Sun, Jan 1 2006,0900,478,0.2,399,1.8,877,0.9
Sun, Jan 1 2006,1000,682,2.1,593,1.9,1275,2
Sun, Jan 1 2006,1100,901,1.1,816,0.9,1717,1
Sun, Jan 1 2006,1200,1220,1.1,1185,0.6,2405,0.8
Sun, Jan 1 2006,1300,1904,0.6,1722,0.8,3626,0.7
Sun, Jan 1 2006,1400,2508,0.8,2126,0.6,4634,0.7
Sun, Jan 1 2006,1500,2563,0.4,2494,0.8,5057,0.6
Sun, Jan 1 2006,1600,2492,0.3,2304,0.4,4796,0.4
Sun, Jan 1 2006,1700,2419,0.5,2090,0.4,4509,0.5
Sun, Jan 1 2006,1800,2191,0.4,2035,0.6,4226,0.5
Sun, Jan 1 2006,1900,1959,0.5,1862,0.3,3821,0.4
Sun, Jan 1 2006,2000,1671,0.6,1711,0.7,3382,0.7
Sun, Jan 1 2006,2100,1491,0.8,1576,1.2,3067,1
Sun, Jan 1 2006,2200,1180,1,1236,1,2416,1
Sun, Jan 1 2006,2300,844,0.6,1079,1.3,1923,1
Sun, Jan 1 2006,2400,598,2,765,2.5,1363,2.3
Mon, Jan 2 2006,0100,416,4.3,503,3.4,919,3.8
Mon, Jan 2 2006,0200,267,4.1,268,6.7,535,5.4
Mon, Jan 2 2006,0300,184,9.8,196,8.2,380,8.9
Mon, Jan 2 2006,0400,183,9.3,171,9.4,354,9.3
Mon, Jan 2 2006,0500,451,1.6,172,9.9,623,3.9
Mon, Jan 2 2006,0600,701,2.9,392,4.8,1093,3.6
Mon, Jan 2 2006,0700,544,5.3,548,2.9,1092,4.1
Mon, Jan 2 2006,0800,885,3.3,540,4.6,1425,3.8
Mon, Jan 2 2006,0900,839,2.6,766,4.3,1605,3.4
Mon, Jan 2 2006,1000,1178,3.9,1137,3.9,2315,3.9
Mon, Jan 2 2006,1100,1489,3.6,1469,3.6,2958,3.6
Mon, Jan 2 2006,1200,1819,3.1,1958,2.7,3777,2.9
Mon, Jan 2 2006,1300,2382,1.8,2535,1.8,4917,1.8
Mon, Jan 2 2006,1400,2907,1.3,2828,1.3,5735,1.3
Mon, Jan 2 2006,1500,3231,1.3,3057,1.2,6288,1.3
Mon, Jan 2 2006,1600,3175,1,2995,1,6170,1
Mon, Jan 2 2006,1700,3061,0.7,2768,1.2,5829,0.9
Mon, Jan 2 2006,1800,2948,1.5,2340,1.6,5288,1.5
Mon, Jan 2 2006,1900,2714,1,2304,1.1,5018,1.1
Mon, Jan 2 2006,2000,2202,1.1,2015,1.4,4217,1.3
