Day of Week,Date,Hour ending,Hourly volume Southbound,HCV % Southbound,Hourly volume Northbound,HCV % Northbound,Total volume,Total % HCV
Thu, Jun 2 2011,100,105,10.5,116,6.9,221,8.6
Thu, Jun 2 2011,200,80,13.8,91,11,171,12.3
Thu, Jun 2 2011,300,55,16.4,65,16.9,120,16.7
Thu, Jun 2 2011,400,45,28.9,78,15.4,123,20.3
Thu, Jun 2 2011,500,67,26.9,143,10.5,210,15.7
Thu, Jun 2 2011,600,183,27.3,285,10.2,468,16.9
Thu, Jun 2 2011,700,678,12.1,765,7.2,1443,9.5
Thu, Jun 2 2011,800,2957,4.8,2437,3.5,5394,4.2
Thu, Jun 2 2011,900,3684,4.8,3154,2.8,6838,3.8
Thu, Jun 2 2011,1000,2493,6.9,2241,5.8,4734,6.4
Thu, Jun 2 2011,1100,1927,8.6,1729,7.5,3656,8.1
Thu, Jun 2 2011,1200,1835,7.6,1676,7.6,3511,7.6
Thu, Jun 2 2011,1300,1845,9.1,1858,7.1,3703,8.1
Thu, Jun 2 2011,1400,1787,7.2,1791,7.8,3578,7.5
Thu, Jun 2 2011,1500,1904,7.4,1830,6.9,3734,7.2
Thu, Jun 2 2011,1600,2215,5.3,2137,7.4,4352,6.3
Thu, Jun 2 2011,1700,2770,3.3,3076,4.9,5846,4.2
Thu, Jun 2 2011,1800,3280,2.3,3452,3.3,6732,2.8
Thu, Jun 2 2011,1900,2916,1.9,2697,2.4,5613,2.1
Thu, Jun 2 2011,2000,1845,2.7,1600,3.6,3445,3.1
Thu, Jun 2 2011,2100,1283,2.2,1249,3,2532,2.6
Thu, Jun 2 2011,2200,973,1.7,1067,2.8,2040,2.3
Thu, Jun 2 2011,2300,763,3,759,2.8,1522,2.9
Thu, Jun 2 2011,2400,451,2.2,451,2.9,902,2.5
Fri, Jun 3 2011,100,265,5.7,246,2.8,511,4.3
Fri, Jun 3 2011,200,153,8.5,134,14.2,287,11.1
Fri, Jun 3 2011,300,66,16.7,85,4.7,151,9.9
Fri, Jun 3 2011,400,61,24.6,89,14.6,150,18.7
Fri, Jun 3 2011,500,83,24.1,159,8.2,242,13.6
Fri, Jun 3 2011,600,217,26.3,309,10.4,526,16.9
Fri, Jun 3 2011,700,715,12.3,706,6.4,1421,9.4
Fri, Jun 3 2011,800,2682,6.3,2202,3.8,4884,5.2
Fri, Jun 3 2011,900,3402,5.1,2842,2.9,6244,4.1
Fri, Jun 3 2011,1000,2400,7.6,2187,6.6,4587,7.1
Fri, Jun 3 2011,1100,1980,7.1,1853,7.9,3833,7.5
Fri, Jun 3 2011,1200,2199,7.1,1937,7.3,4136,7.2
Fri, Jun 3 2011,1300,2467,6.1,2192,7,4659,6.5
Fri, Jun 3 2011,1400,2620,5.5,2217,6.6,4837,6
Fri, Jun 3 2011,1500,2649,5.2,2372,6.3,5021,5.7
Fri, Jun 3 2011,1600,2890,3.8,2936,5.6,5826,4.7
Fri, Jun 3 2011,1700,2999,2.9,3175,3.5,6174,3.2
Fri, Jun 3 2011,1800,3039,2.2,3060,2.6,6099,2.4
Fri, Jun 3 2011,1900,2368,2.4,2222,2.3,4590,2.4
Fri, Jun 3 2011,2000,1922,1.8,1698,1.9,3620,1.9
Fri, Jun 3 2011,2100,1425,2,1281,2.2,2706,2.1
Fri, Jun 3 2011,2200,995,1.8,1001,2.8,1996,2.3
Fri, Jun 3 2011,2300,751,2.7,627,2.7,1378,2.7
Fri, Jun 3 2011,2400,411,3.2,415,2.4,826,2.8
Sat, Jun 4 2011,100,289,5.5,315,5.1,604,5.3
Sat, Jun 4 2011,200,176,5.7,210,4.3,386,4.9
Sat, Jun 4 2011,300,103,4.9,122,4.1,225,4.4
Sat, Jun 4 2011,400,74,18.9,117,7.7,191,12
Sat, Jun 4 2011,500,96,15.6,166,3.6,262,8
Sat, Jun 4 2011,600,150,15.3,177,6.2,327,10.4
Sat, Jun 4 2011,700,276,18.8,313,8.6,589,13.4
Sat, Jun 4 2011,800,619,9.5,692,5.5,1311,7.4
Sat, Jun 4 2011,900,906,8.4,1001,5.9,1907,7.1
Sat, Jun 4 2011,1000,1347,6.5,1484,3.4,2831,4.9
Sat, Jun 4 2011,1100,1922,3.3,1757,3.8,3679,3.5
Sat, Jun 4 2011,1200,2522,2.1,1846,3,4368,2.4
Sat, Jun 4 2011,1300,3005,1.8,1872,2.5,4877,2.1
Sat, Jun 4 2011,1400,2807,1.9,1919,2.2,4726,2
Sat, Jun 4 2011,1500,2514,1.7,1827,2,4341,1.8
Sat, Jun 4 2011,1600,2052,1.7,1872,2.8,3924,2.2
Sat, Jun 4 2011,1700,1812,1.2,1811,2.7,3623,1.9
Sat, Jun 4 2011,1800,1685,1.6,1947,2.4,3632,2
Sat, Jun 4 2011,1900,1621,2.2,1960,2,3581,2.1
Sat, Jun 4 2011,2000,1335,1.9,1372,1.9,2707,1.9
Sat, Jun 4 2011,2100,882,1.9,960,2.2,1842,2.1
Sat, Jun 4 2011,2200,575,3.1,607,3.3,1182,3.2
Sat, Jun 4 2011,2300,472,1.7,518,1.2,990,1.4
Sat, Jun 4 2011,2400,367,3.3,426,1.2,793,2.1
Sun, Jun 5 2011,100,253,0.8,309,3.2,562,2.1
Sun, Jun 5 2011,200,191,4.7,216,1.9,407,3.2
Sun, Jun 5 2011,300,129,2.3,143,2.1,272,2.2
Sun, Jun 5 2011,400,89,6.7,122,2.5,211,4.3
Sun, Jun 5 2011,500,85,9.4,143,3.5,228,5.7
Sun, Jun 5 2011,600,109,8.3,150,2,259,4.6
Sun, Jun 5 2011,700,169,2.4,191,3.1,360,2.8
Sun, Jun 5 2011,800,285,2.5,343,3.8,628,3.2
Sun, Jun 5 2011,900,363,4.7,524,3.8,887,4.2
Sun, Jun 5 2011,1000,572,2.4,656,2.6,1228,2.5
Sun, Jun 5 2011,1100,993,1.3,1034,1,2027,1.1
Sun, Jun 5 2011,1200,1379,1.5,1374,1.5,2753,1.5
Sun, Jun 5 2011,1300,1786,1.1,1718,0.9,3504,1
Sun, Jun 5 2011,1400,2128,0.6,1708,0.9,3836,0.7
Sun, Jun 5 2011,1500,2049,0.9,1693,0.8,3742,0.8
Sun, Jun 5 2011,1600,1850,0.6,1691,1.2,3541,0.9
Sun, Jun 5 2011,1700,1710,0.8,1628,1.2,3338,1
Sun, Jun 5 2011,1800,1629,1.7,1736,2.2,3365,1.9
Sun, Jun 5 2011,1900,1495,1.1,1606,2.1,3101,1.6
Sun, Jun 5 2011,2000,1320,1.1,1220,1.3,2540,1.2
Sun, Jun 5 2011,2100,1056,2.1,1044,2.4,2100,2.2
Sun, Jun 5 2011,2200,761,2.1,758,1.5,1519,1.8
Sun, Jun 5 2011,2300,523,1.5,593,1,1116,1.3
Sun, Jun 5 2011,2400,328,1.2,390,1,718,1.1
Mon, Jun 6 2011,100,291,2.7,255,2.4,546,2.6
Mon, Jun 6 2011,200,151,4,163,4.9,314,4.5
Mon, Jun 6 2011,300,79,6.3,103,5.8,182,6
Mon, Jun 6 2011,400,80,6.2,82,2.4,162,4.3
Mon, Jun 6 2011,500,67,10.4,166,4.8,233,6.4
Mon, Jun 6 2011,600,105,4.8,196,3.1,301,3.7
Mon, Jun 6 2011,700,240,7.9,242,7.9,482,7.9
Mon, Jun 6 2011,800,466,5.4,397,5,863,5.2
Mon, Jun 6 2011,900,617,4.7,564,3.7,1181,4.2
Mon, Jun 6 2011,1000,691,4.5,813,4.4,1504,4.5
Mon, Jun 6 2011,1100,1021,2.6,1084,1.4,2105,2
Mon, Jun 6 2011,1200,1732,1.8,1550,1.5,3282,1.7
Mon, Jun 6 2011,1300,2229,1.3,1877,1.8,4106,1.5
Mon, Jun 6 2011,1400,2518,1,2130,1.8,4648,1.3
Mon, Jun 6 2011,1500,2321,0.9,2217,1.5,4538,1.2
Mon, Jun 6 2011,1600,2137,1.6,2450,1.7,4587,1.7
Mon, Jun 6 2011,1700,2031,1.8,2532,1.3,4563,1.5
Mon, Jun 6 2011,1800,1981,1.4,2595,1.1,4576,1.2
Mon, Jun 6 2011,1900,1867,1.2,2166,1,4033,1.1
Mon, Jun 6 2011,2000,1635,1.2,1759,1.5,3394,1.4
Mon, Jun 6 2011,2100,1308,2,1309,1.3,2617,1.6
Mon, Jun 6 2011,2200,971,2.4,1001,1.6,1972,2
Mon, Jun 6 2011,2300,654,2.6,550,1.5,1204,2.1
Mon, Jun 6 2011,2400,393,2.8,324,3.7,717,3.2
Tue, Jun 7 2011,100,233,3.4,209,9.6,442,6.3
Tue, Jun 7 2011,200,106,9.4,104,4.8,210,7.1
Tue, Jun 7 2011,300,52,7.7,67,13.4,119,10.9
Tue, Jun 7 2011,400,52,17.3,62,17.7,114,17.5
Tue, Jun 7 2011,500,85,23.5,147,4.1,232,11.2
Tue, Jun 7 2011,600,181,16.6,315,7.6,496,10.9
Tue, Jun 7 2011,700,691,12.7,835,6.3,1526,9.2
Tue, Jun 7 2011,800,2781,4.5,2397,3.3,5178,4
Tue, Jun 7 2011,900,3839,5.3,3208,2.8,7047,4.2
Tue, Jun 7 2011,1000,2545,6.5,2146,6.7,4691,6.6
Tue, Jun 7 2011,1100,1851,7.8,1661,7.5,3512,7.7
Tue, Jun 7 2011,1200,1737,8.2,1693,8.1,3430,8.1
Tue, Jun 7 2011,1300,1770,7.7,1817,9,3587,8.4
Tue, Jun 7 2011,1400,1782,7.4,1863,7.3,3645,7.4
Tue, Jun 7 2011,1500,1859,6.8,1876,6.9,3735,6.8
Tue, Jun 7 2011,1600,2001,6.1,2070,6.9,4071,6.5
Tue, Jun 7 2011,1700,2559,3.7,2991,4.9,5550,4.3
Tue, Jun 7 2011,1800,3194,2.1,3387,2.9,6581,2.5
Tue, Jun 7 2011,1900,2757,2,2660,2.3,5417,2.2
Tue, Jun 7 2011,2000,1647,1.6,1449,2.8,3096,2.2
Tue, Jun 7 2011,2100,1074,3.4,966,2.1,2040,2.7
Tue, Jun 7 2011,2200,853,2.6,812,4.2,1665,3.4
Tue, Jun 7 2011,2300,619,2.3,593,3,1212,2.6
Tue, Jun 7 2011,2400,355,1.7,330,4.5,685,3.1
Wed, Jun 8 2011,100,197,9.1,187,6.4,384,7.8
Wed, Jun 8 2011,200,71,15.5,102,6.9,173,10.4
Wed, Jun 8 2011,300,58,24.1,60,15,118,19.5
Wed, Jun 8 2011,400,48,20.8,62,16.1,110,18.2
Wed, Jun 8 2011,500,67,22.4,171,11.1,238,14.3
Wed, Jun 8 2011,600,195,25.1,273,8.8,468,15.6
Wed, Jun 8 2011,700,717,12.6,812,6.8,1529,9.5
Wed, Jun 8 2011,800,2949,5.4,2420,3.4,5369,4.5
Wed, Jun 8 2011,900,3824,4.9,3061,2.9,6885,4
Wed, Jun 8 2011,1000,957,11.4,2162,6.4,3119,8
Wed, Jun 8 2011,1100,1847,8.7,1551,7.2,3398,8
Wed, Jun 8 2011,1200,1631,10.2,1535,9.6,3166,9.9
Wed, Jun 8 2011,1300,1740,7.8,1730,9.8,3470,8.8
Wed, Jun 8 2011,1400,1725,7.5,1716,6.2,3441,6.9
Wed, Jun 8 2011,1500,1799,7.7,1702,8.4,3501,8.1
Wed, Jun 8 2011,1600,1888,6.2,2034,6.6,3922,6.5
Wed, Jun 8 2011,1700,2443,3.4,2941,4.8,5384,4.2
Wed, Jun 8 2011,1800,3111,2.3,3323,3.3,6434,2.8
Wed, Jun 8 2011,1900,2891,1.5,2577,2.3,5468,1.8
Wed, Jun 8 2011,2000,1723,2.1,1440,3.5,3163,2.8
Wed, Jun 8 2011,2100,1134,2.9,1073,2.1,2207,2.5
Wed, Jun 8 2011,2200,965,2.7,898,3.5,1863,3.1
Wed, Jun 8 2011,2300,635,1.9,655,3.4,1290,2.6
Wed, Jun 8 2011,2400,396,2.5,352,4.8,748,3.6
Thu, Jun 9 2011,100,223,7.2,202,4.5,425,5.9
Thu, Jun 9 2011,200,115,7,109,8.3,224,7.6
Thu, Jun 9 2011,300,76,17.1,66,16.7,142,16.9
Thu, Jun 9 2011,400,45,20,53,17,98,18.4
Thu, Jun 9 2011,500,86,19.8,161,13.7,247,15.8
Thu, Jun 9 2011,600,202,24.3,279,9.7,481,15.8
Thu, Jun 9 2011,700,711,12.5,776,7,1487,9.6
Thu, Jun 9 2011,800,2979,5.3,2433,3.7,5412,4.6
Thu, Jun 9 2011,900,3758,4.6,3025,3.1,6783,3.9
Thu, Jun 9 2011,1000,2554,7.8,2130,5.8,4684,6.9
Thu, Jun 9 2011,1100,1838,8.2,1690,8.6,3528,8.4
Thu, Jun 9 2011,1200,1612,8.9,1660,8.7,3272,8.8
Thu, Jun 9 2011,1300,1719,9.4,1651,9.6,3370,9.5
Thu, Jun 9 2011,1400,1944,7.6,1756,7.6,3700,7.6
Thu, Jun 9 2011,1500,1921,7.3,1842,9.7,3763,8.5
Thu, Jun 9 2011,1600,2133,6.5,2052,7.8,4185,7.1
Thu, Jun 9 2011,1700,2697,4.2,3027,4.1,5724,4.1
Thu, Jun 9 2011,1800,3224,2,3360,3,6584,2.5
Thu, Jun 9 2011,1900,2880,2.1,2556,2.6,5436,2.4
Thu, Jun 9 2011,2000,1785,2.2,1574,3.3,3359,2.7
Thu, Jun 9 2011,2100,1239,3.4,1203,4.1,2442,3.7
Thu, Jun 9 2011,2200,970,2.2,1114,3.9,2084,3.1
Thu, Jun 9 2011,2300,666,2.7,781,2.4,1447,2.6
Thu, Jun 9 2011,2400,472,2.1,473,4.7,945,3.4
Fri, Jun 10 2011,100,234,5.1,256,5.1,490,5.1
Fri, Jun 10 2011,200,109,4.6,142,5.6,251,5.2
Fri, Jun 10 2011,300,70,21.4,81,11.1,151,15.9
Fri, Jun 10 2011,400,50,26,87,12.6,137,17.5
Fri, Jun 10 2011,500,95,17.9,161,18,256,18
Fri, Jun 10 2011,600,221,24.4,269,12.6,490,18
Fri, Jun 10 2011,700,674,13.6,730,9.7,1404,11.6
Fri, Jun 10 2011,800,2768,6.7,2239,3.8,5007,5.4
Fri, Jun 10 2011,900,3647,4.9,2979,3.3,6626,4.2
Fri, Jun 10 2011,1000,2477,7.5,2122,7.7,4599,7.6
Fri, Jun 10 2011,1100,1706,8.7,1725,7,3431,7.8
Fri, Jun 10 2011,1200,1936,8.3,1788,8.3,3724,8.3
Fri, Jun 10 2011,1300,1996,8.3,2007,8.8,4003,8.5
Fri, Jun 10 2011,1400,2057,7.2,2010,6.7,4067,7
Fri, Jun 10 2011,1500,2250,6.5,2123,7.7,4373,7.1
Fri, Jun 10 2011,1600,2468,5,2555,7.1,5023,6.1
Fri, Jun 10 2011,1700,2819,2.6,3090,5,5909,3.9
Fri, Jun 10 2011,1800,3118,2.2,3213,2.6,6331,2.4
Fri, Jun 10 2011,1900,2525,1.9,2318,1.8,4843,1.8
Fri, Jun 10 2011,2000,1769,2,1551,2.1,3320,2.1
Fri, Jun 10 2011,2100,1217,2.7,1069,2.9,2286,2.8
Fri, Jun 10 2011,2200,946,2.1,782,4.6,1728,3.2
Fri, Jun 10 2011,2300,637,2.4,585,3.4,1222,2.9
Fri, Jun 10 2011,2400,437,4.1,422,1.4,859,2.8
Sat, Jun 11 2011,100,266,5.6,283,4.9,549,5.3
Sat, Jun 11 2011,200,173,8.1,190,3.2,363,5.5
Sat, Jun 11 2011,300,101,7.9,127,7.1,228,7.5
Sat, Jun 11 2011,400,68,17.6,114,10.5,182,13.2
Sat, Jun 11 2011,500,119,17.6,153,9.2,272,12.9
Sat, Jun 11 2011,600,131,16.8,181,8.3,312,11.9
Sat, Jun 11 2011,700,282,17.4,308,10.1,590,13.6
Sat, Jun 11 2011,800,586,8.9,575,7.1,1161,8
Sat, Jun 11 2011,900,1023,4.8,910,7.4,1933,6
Sat, Jun 11 2011,1000,1427,4.3,1330,4.4,2757,4.3
Sat, Jun 11 2011,1100,1574,3.6,1503,3.3,3077,3.5
Sat, Jun 11 2011,1200,1771,2.9,1821,3.2,3592,3
Sat, Jun 11 2011,1300,2028,2.9,1802,2.5,3830,2.7
Sat, Jun 11 2011,1400,2155,1.7,1966,2.1,4121,1.9
Sat, Jun 11 2011,1500,2083,1.7,1916,2.2,3999,2
Sat, Jun 11 2011,1600,2009,1.4,1909,2.4,3918,1.9
Sat, Jun 11 2011,1700,1768,1.2,1818,2.1,3586,1.7
Sat, Jun 11 2011,1800,1802,2,1697,1.4,3499,1.7
Sat, Jun 11 2011,1900,1601,1.9,1562,1.6,3163,1.7
Sat, Jun 11 2011,2000,1409,2.1,1178,1.4,2587,1.8
Sat, Jun 11 2011,2100,1013,1.8,971,1.9,1984,1.8
Sat, Jun 11 2011,2200,742,1.9,712,2,1454,1.9
Sat, Jun 11 2011,2300,491,2,581,0.5,1072,1.2
Sat, Jun 11 2011,2400,404,1.5,464,1.5,868,1.5
Sun, Jun 12 2011,100,313,1.6,355,2.5,668,2.1
Sun, Jun 12 2011,200,214,3.7,228,5.3,442,4.5
Sun, Jun 12 2011,300,134,3,188,3.2,322,3.1
Sun, Jun 12 2011,400,90,7.8,116,4.3,206,5.8
Sun, Jun 12 2011,500,73,5.5,151,4,224,4.5
Sun, Jun 12 2011,600,287,0.3,131,0.8,418,0.5
Sun, Jun 12 2011,700,505,1.6,193,3.1,698,2
Sun, Jun 12 2011,800,375,1.3,356,3.9,731,2.6
Sun, Jun 12 2011,900,356,3.1,483,5.2,839,4.3
Sun, Jun 12 2011,1000,700,2.9,645,3.3,1345,3
Sun, Jun 12 2011,1100,924,2.6,923,1.1,1847,1.8
Sun, Jun 12 2011,1200,1078,1.5,1380,1.1,2458,1.3
Sun, Jun 12 2011,1300,1412,1.3,1792,0.8,3204,1.1
Sun, Jun 12 2011,1400,1658,1.2,2168,1.4,3826,1.3
Sun, Jun 12 2011,1500,2008,1.3,2113,1.1,4121,1.2
Sun, Jun 12 2011,1600,2051,1.3,1709,1.3,3760,1.3
Sun, Jun 12 2011,1700,1730,1.5,1707,1.1,3437,1.3
Sun, Jun 12 2011,1800,1731,1.3,1740,1.1,3471,1.2
Sun, Jun 12 2011,1900,1698,1.8,1610,0.9,3308,1.3
Sun, Jun 12 2011,2000,1469,1.6,1258,1.3,2727,1.4
Sun, Jun 12 2011,2100,1200,2.1,1063,2.4,2263,2.3
Sun, Jun 12 2011,2200,915,2.6,733,2.3,1648,2.5
Sun, Jun 12 2011,2300,589,2.2,532,2.6,1121,2.4
Sun, Jun 12 2011,2400,383,3.1,271,2.2,654,2.8
Mon, Jun 13 2011,100,224,1.8,174,4,398,2.8
Mon, Jun 13 2011,200,105,4.8,90,7.8,195,6.2
Mon, Jun 13 2011,300,65,12.3,49,12.2,114,12.3
Mon, Jun 13 2011,400,58,25.9,63,17.5,121,21.5
Mon, Jun 13 2011,500,65,26.2,125,7.2,190,13.7
Mon, Jun 13 2011,600,198,19.7,280,7.1,478,12.3
Mon, Jun 13 2011,700,684,9.5,766,6.5,1450,7.9
Mon, Jun 13 2011,800,2878,5.7,2391,3.1,5269,4.5
Mon, Jun 13 2011,900,3792,4.2,3050,2.8,6842,3.6
Mon, Jun 13 2011,1000,2567,6.5,1889,5.2,4456,6
Mon, Jun 13 2011,1100,1793,10.2,1565,7.4,3358,8.9
Mon, Jun 13 2011,1200,1573,8.7,1555,8.2,3128,8.4
Mon, Jun 13 2011,1300,1561,8.5,1556,11.1,3117,9.8
Mon, Jun 13 2011,1400,1701,7.4,1641,8.8,3342,8.1
Mon, Jun 13 2011,1500,1707,8.4,1667,10.1,3374,9.2
Mon, Jun 13 2011,1600,1856,5.7,1893,7.1,3749,6.4
Mon, Jun 13 2011,1700,2326,3.1,2898,4.5,5224,3.9
Mon, Jun 13 2011,1800,3131,2.3,3405,3.3,6536,2.8
Mon, Jun 13 2011,1900,2726,1.7,2508,2.2,5234,2
Mon, Jun 13 2011,2000,1595,2.3,1408,2.6,3003,2.4
Mon, Jun 13 2011,2100,1090,2.8,981,3.1,2071,2.9
Mon, Jun 13 2011,2200,835,3.4,816,2.5,1651,2.9
Mon, Jun 13 2011,2300,716,3.1,656,2.9,1372,3
Mon, Jun 13 2011,2400,390,3.8,330,4.2,720,4
Tue, Jun 14 2011,100,215,7.9,184,6.5,399,7.3
Tue, Jun 14 2011,200,96,10.4,127,7.9,223,9
Tue, Jun 14 2011,300,59,15.3,69,14.5,128,14.8
Tue, Jun 14 2011,400,48,22.9,64,18.8,112,20.5
Tue, Jun 14 2011,500,79,24.1,155,11,234,15.4
Tue, Jun 14 2011,600,175,26.3,310,10.6,485,16.3
Tue, Jun 14 2011,700,708,12.3,771,6.7,1479,9.4
Tue, Jun 14 2011,800,3059,5.9,2478,3.6,5537,4.8
Tue, Jun 14 2011,900,3708,4.6,3105,3.3,6813,4
Tue, Jun 14 2011,1000,2664,7.5,2233,6.3,4897,7
Tue, Jun 14 2011,1100,1973,7.2,1617,8.1,3590,7.6
Tue, Jun 14 2011,1200,1778,7.9,1599,8.8,3377,8.4
Tue, Jun 14 2011,1300,1885,7.4,1636,8.8,3521,8
Tue, Jun 14 2011,1400,1897,7,1748,8.6,3645,7.8
Tue, Jun 14 2011,1500,1921,7.7,1814,8.4,3735,8
Tue, Jun 14 2011,1600,2053,5.9,2117,6.5,4170,6.2
Tue, Jun 14 2011,1700,2461,3.6,2943,4.9,5404,4.3
Tue, Jun 14 2011,1800,3176,2.4,3577,2.7,6753,2.5
Tue, Jun 14 2011,1900,2745,1.9,2682,2.3,5427,2.1
Tue, Jun 14 2011,2000,1743,1,1500,2.9,3243,1.9
Tue, Jun 14 2011,2100,1140,1.8,1071,1.7,2211,1.7
Tue, Jun 14 2011,2200,906,1.8,963,2.4,1869,2.1
Tue, Jun 14 2011,2300,680,1.5,621,1.8,1301,1.6
Tue, Jun 14 2011,2400,352,3.1,396,5.6,748,4.4
Wed, Jun 15 2011,100,173,6.4,194,3.1,367,4.6
Wed, Jun 15 2011,200,83,8.4,99,4,182,6
Wed, Jun 15 2011,300,49,16.3,64,12.5,113,14.2
Wed, Jun 15 2011,400,47,25.5,74,18.9,121,21.5
Wed, Jun 15 2011,500,86,20.9,163,8.6,249,12.9
Wed, Jun 15 2011,600,204,18.1,289,8.7,493,12.6
Wed, Jun 15 2011,700,730,12.9,799,6.4,1529,9.5
Wed, Jun 15 2011,800,2957,5.3,2319,4.1,5276,4.8
Wed, Jun 15 2011,900,3823,4.7,3052,3.3,6875,4.1
Wed, Jun 15 2011,1000,2546,8.2,2121,6.7,4667,7.5
Wed, Jun 15 2011,1100,1852,9,1626,8.4,3478,8.7
Wed, Jun 15 2011,1200,1681,9,1552,9.2,3233,9.1
Wed, Jun 15 2011,1300,1743,8.9,1577,11.5,3320,10.2
Wed, Jun 15 2011,1400,1737,8.2,1649,8.8,3386,8.5
Wed, Jun 15 2011,1500,1732,7.8,1765,9.6,3497,8.7
Wed, Jun 15 2011,1600,1928,6.3,2004,6.5,3932,6.4
Wed, Jun 15 2011,1700,2438,4.1,2713,4.1,5151,4.1
Wed, Jun 15 2011,1800,3287,2.1,3801,2.9,7088,2.5
Wed, Jun 15 2011,1900,2712,1.9,2730,2.1,5442,2
Wed, Jun 15 2011,2000,1715,1,1548,2.7,3263,1.8
Wed, Jun 15 2011,2100,1181,2.1,1122,1.8,2303,2
Wed, Jun 15 2011,2200,978,2.1,941,3,1919,2.6
Wed, Jun 15 2011,2300,751,2.8,737,2.7,1488,2.8
Wed, Jun 15 2011,2400,436,2.8,416,3.8,852,3.3
Thu, Jun 16 2011,100,171,7,206,3.4,377,5
Thu, Jun 16 2011,200,94,16,114,7,208,11.1
Thu, Jun 16 2011,300,50,18,86,14,136,15.4
Thu, Jun 16 2011,400,58,24.1,75,17.3,133,20.3
Thu, Jun 16 2011,500,80,28.8,154,11.7,234,17.5
Thu, Jun 16 2011,600,204,24.5,284,9.5,488,15.8
Thu, Jun 16 2011,700,750,12.7,803,7.5,1553,10
Thu, Jun 16 2011,800,2976,5.4,2268,3.5,5244,4.6
Thu, Jun 16 2011,900,3717,4.4,3045,3.1,6762,3.8
Thu, Jun 16 2011,1000,2685,7.6,2244,6.1,4929,6.9
Thu, Jun 16 2011,1100,1833,8.1,1651,7.3,3484,7.7
Thu, Jun 16 2011,1200,1763,8.9,1718,10,3481,9.4
Thu, Jun 16 2011,1300,1743,8.1,1702,8.2,3445,8.1
Thu, Jun 16 2011,1400,1832,6.8,1822,8.7,3654,7.7
Thu, Jun 16 2011,1500,1855,7.8,1771,8.9,3626,8.3
Thu, Jun 16 2011,1600,2052,6.6,2034,6.8,4086,6.7
Thu, Jun 16 2011,1700,2646,4,2951,4.6,5597,4.3
Thu, Jun 16 2011,1800,3264,2.4,3153,4.4,6417,3.4
Thu, Jun 16 2011,1900,2921,2.1,2557,2.6,5478,2.3
Thu, Jun 16 2011,2000,1642,1.5,1574,3.2,3216,2.4
Thu, Jun 16 2011,2100,1216,2.4,1208,3.1,2424,2.7
Thu, Jun 16 2011,2200,962,2.4,1188,4.1,2150,3.3
Thu, Jun 16 2011,2300,744,2.3,758,2.8,1502,2.5
Thu, Jun 16 2011,2400,416,3.8,439,3,855,3.4
Fri, Jun 17 2011,100,238,5,277,5.8,515,5.4
Fri, Jun 17 2011,200,133,9,144,4.2,277,6.5
Fri, Jun 17 2011,300,72,9.7,97,13.4,169,11.8
Fri, Jun 17 2011,400,82,18.3,105,13.3,187,15.5
Fri, Jun 17 2011,500,87,31,149,11.4,236,18.6
Fri, Jun 17 2011,600,207,19.8,287,10.1,494,14.2
Fri, Jun 17 2011,700,656,13.7,697,6.3,1353,9.9
Fri, Jun 17 2011,800,2659,5.9,2036,4.2,4695,5.2
Fri, Jun 17 2011,900,3559,4.3,2809,3.4,6368,3.9
Fri, Jun 17 2011,1000,2396,6.9,2130,6.2,4526,6.6
Fri, Jun 17 2011,1100,1786,8.3,1781,7.6,3567,8
Fri, Jun 17 2011,1200,1771,7,1891,7.2,3662,7.1
Fri, Jun 17 2011,1300,1932,7.7,2002,7.8,3934,7.8
Fri, Jun 17 2011,1400,1942,6.6,2021,5.6,3963,6.1
Fri, Jun 17 2011,1500,2107,5.9,2108,7.4,4215,6.6
Fri, Jun 17 2011,1600,2368,4.9,2474,5.6,4842,5.3
Fri, Jun 17 2011,1700,2644,3.1,2975,3.7,5619,3.4
Fri, Jun 17 2011,1800,3019,2.1,3083,2.1,6102,2.1
Fri, Jun 17 2011,1900,2468,1.9,2297,2.6,4765,2.2
Fri, Jun 17 2011,2000,1909,1.9,1568,2.4,3477,2.1
Fri, Jun 17 2011,2100,1271,1.5,1111,3,2382,2.2
Fri, Jun 17 2011,2200,941,2.3,811,3.8,1752,3
Fri, Jun 17 2011,2300,757,2.5,537,3,1294,2.7
Fri, Jun 17 2011,2400,438,3.4,459,3.1,897,3.2
Sat, Jun 18 2011,100,269,4.1,309,4.9,578,4.5
Sat, Jun 18 2011,200,245,4.9,199,5,444,5
Sat, Jun 18 2011,300,115,2.6,144,5.6,259,4.2
Sat, Jun 18 2011,400,73,16.4,111,7.2,184,10.9
Sat, Jun 18 2011,500,94,20.2,164,6.1,258,11.2
Sat, Jun 18 2011,600,147,15.6,175,5.7,322,10.2
Sat, Jun 18 2011,700,247,9.3,314,10.2,561,9.8
Sat, Jun 18 2011,800,620,8.2,623,4.5,1243,6.4
Sat, Jun 18 2011,900,1007,6.3,878,6.5,1885,6.4
Sat, Jun 18 2011,1000,1356,5.5,1290,5.4,2646,5.4
Sat, Jun 18 2011,1100,1538,5.5,1490,3.8,3028,4.7
Sat, Jun 18 2011,1200,1798,3,1752,3.5,3550,3.3
Sat, Jun 18 2011,1300,1945,3,1771,2.7,3716,2.9
Sat, Jun 18 2011,1400,2227,2.5,1977,2.2,4204,2.3
Sat, Jun 18 2011,1500,2079,2.1,1830,2.6,3909,2.3
