Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Tue, Jan 2 2007,0100,375,4,661,6.1,1036,5.3
Tue, Jan 2 2007,0200,225,8.4,290,10.3,515,9.5
Tue, Jan 2 2007,0300,158,24.7,125,28,283,26.1
Tue, Jan 2 2007,0400,256,11.3,141,22,397,15.1
Tue, Jan 2 2007,0500,654,5.4,295,16.9,949,9
Tue, Jan 2 2007,0600,927,8.8,781,13.1,1708,10.8
Tue, Jan 2 2007,0700,1506,10.5,1588,11.1,3094,10.8
Tue, Jan 2 2007,0800,2199,7.3,1969,8.9,4168,8.1
Tue, Jan 2 2007,0900,2204,6.7,2095,9.2,4299,7.9
Tue, Jan 2 2007,1000,2024,10.8,2023,11.6,4047,11.2
Tue, Jan 2 2007,1100,2156,12.6,2033,11.7,4189,12.2
Tue, Jan 2 2007,1200,2304,12.9,2375,11.4,4679,12.1
Tue, Jan 2 2007,1300,2522,9.3,2709,10.6,5231,10
Tue, Jan 2 2007,1400,2916,7.8,2722,8.9,5638,8.3
Tue, Jan 2 2007,1500,3119,7.9,2784,7,5903,7.5
Tue, Jan 2 2007,1600,3223,6.9,2871,5.9,6094,6.4
Tue, Jan 2 2007,1700,3345,4.8,2999,4.8,6344,4.8
Tue, Jan 2 2007,1800,3394,4.4,2823,2.6,6217,3.6
Tue, Jan 2 2007,1900,2572,5.4,2348,3.7,4920,4.6
Tue, Jan 2 2007,2000,2177,4.4,2027,4.3,4204,4.4
Tue, Jan 2 2007,2100,1516,6.1,1554,5.2,3070,5.6
Tue, Jan 2 2007,2200,1277,5.7,1243,6.4,2520,6.1
Tue, Jan 2 2007,2300,1048,6,1212,6.4,2260,6.2
Tue, Jan 2 2007,2400,680,7.4,1131,5.6,1811,6.2
Wed, Jan 3 2007,0100,400,12.2,679,8.8,1079,10.1
Wed, Jan 3 2007,0200,226,17.3,343,11.1,569,13.5
Wed, Jan 3 2007,0300,120,24.2,157,29.9,277,27.4
Wed, Jan 3 2007,0400,244,12.7,135,34.8,379,20.6
Wed, Jan 3 2007,0500,641,6.7,308,18.5,949,10.5
Wed, Jan 3 2007,0600,1070,9.6,839,15.5,1909,12.2
Wed, Jan 3 2007,0700,2284,8.8,2394,12.7,4678,10.8
Wed, Jan 3 2007,0800,3344,6.5,2489,11.1,5833,8.5
Wed, Jan 3 2007,0900,2816,9.9,2590,11.5,5406,10.7
Wed, Jan 3 2007,1000,2625,11.2,2480,13.4,5105,12.3
Wed, Jan 3 2007,1100,2512,13.9,2597,12,5109,13
Wed, Jan 3 2007,1200,2621,16.4,2669,13.8,5290,15
Wed, Jan 3 2007,1300,2838,12.8,2843,12.9,5681,12.8
Wed, Jan 3 2007,1400,3063,12.7,2792,10.9,5855,11.8
Wed, Jan 3 2007,1500,3093,10.2,2904,10,5997,10.1
Wed, Jan 3 2007,1600,3309,8.9,3041,9.1,6350,9
Wed, Jan 3 2007,1700,3639,6.9,3359,5.5,6998,6.2
Wed, Jan 3 2007,1800,3433,5.2,2749,8.6,6182,6.7
Wed, Jan 3 2007,1900,3028,5.5,2361,6,5389,5.7
Wed, Jan 3 2007,2000,2265,5,2115,5.4,4380,5.2
Wed, Jan 3 2007,2100,1779,6,1643,6,3422,6
Wed, Jan 3 2007,2200,1351,6,1432,5.4,2783,5.7
Wed, Jan 3 2007,2300,1071,6.2,1285,6.8,2356,6.5
Wed, Jan 3 2007,2400,730,5.6,1059,6.4,1789,6.1
Thu, Jan 4 2007,0100,426,11.7,682,8.2,1108,9.6
Thu, Jan 4 2007,0200,224,22.8,306,13.1,530,17.2
Thu, Jan 4 2007,0300,157,24.2,163,31.9,320,28.1
Thu, Jan 4 2007,0400,258,17.8,162,31.5,420,23.1
Thu, Jan 4 2007,0500,680,7.4,293,22.2,973,11.8
Thu, Jan 4 2007,0600,948,12.2,759,24.9,1707,17.9
Thu, Jan 4 2007,0700,2262,11.2,2343,14.7,4605,13
Thu, Jan 4 2007,0800,3405,6.6,2517,12.2,5922,9
Thu, Jan 4 2007,0900,3076,10.7,2782,11,5858,10.8
Thu, Jan 4 2007,1000,2749,12.8,2702,14.6,5451,13.7
Thu, Jan 4 2007,1100,2796,14.8,2551,14.5,5347,14.6
Thu, Jan 4 2007,1200,2971,14.7,2765,15.9,5736,15.3
Thu, Jan 4 2007,1300,2807,14.5,2891,13.8,5698,14.1
Thu, Jan 4 2007,1400,3109,13.2,2857,12.1,5966,12.6
Thu, Jan 4 2007,1500,3231,12.2,2906,12.7,6137,12.4
Thu, Jan 4 2007,1600,3461,9.6,3126,9.9,6587,9.7
Thu, Jan 4 2007,1700,3714,6.4,3333,6.5,7047,6.5
Thu, Jan 4 2007,1800,3517,4.9,3217,7.1,6734,5.9
Thu, Jan 4 2007,1900,3160,6.8,2424,7,5584,6.9
Thu, Jan 4 2007,2000,2563,5,2340,4.8,4903,4.9
Thu, Jan 4 2007,2100,1965,4,1823,5.7,3788,4.8
Thu, Jan 4 2007,2200,1680,4.8,1595,6.1,3275,5.4
Thu, Jan 4 2007,2300,1161,5.8,1374,6.1,2535,6
Thu, Jan 4 2007,2400,739,5.8,1186,6.4,1925,6.2
Fri, Jan 5 2007,0100,432,12,620,11,1052,11.4
Fri, Jan 5 2007,0200,236,17.4,341,14.7,577,15.8
Fri, Jan 5 2007,0300,168,23.8,201,25.9,369,24.9
Fri, Jan 5 2007,0400,247,21.5,214,28,461,24.5
Fri, Jan 5 2007,0500,589,10,261,28.7,850,15.8
Fri, Jan 5 2007,0600,948,12.3,730,25.5,1678,18.1
Fri, Jan 5 2007,0700,2296,11.5,2299,17.2,4595,14.3
Fri, Jan 5 2007,0800,3400,7.4,2567,13.9,5967,10.2
Fri, Jan 5 2007,0900,3050,10.9,2777,10.5,5827,10.7
Fri, Jan 5 2007,1000,2826,13.2,2692,13.1,5518,13.1
Fri, Jan 5 2007,1100,2704,14.7,2689,13.6,5393,14.2
Fri, Jan 5 2007,1200,2921,15.1,2919,13.9,5840,14.5
Fri, Jan 5 2007,1300,3099,14,3080,11.8,6179,12.9
Fri, Jan 5 2007,1400,3148,11.7,2581,16.8,5729,14
Fri, Jan 5 2007,1500,3507,9.9,3119,11.1,6626,10.5
Fri, Jan 5 2007,1600,3603,8.5,2669,12.3,6272,10.1
Fri, Jan 5 2007,1700,3652,6.8,3343,6.7,6995,6.8
Fri, Jan 5 2007,1800,3382,5,3080,4.5,6462,4.8
Fri, Jan 5 2007,1900,3232,5.8,2642,3.6,5874,4.8
Fri, Jan 5 2007,2000,2549,4.6,2490,3.3,5039,4
Fri, Jan 5 2007,2100,2118,5.1,1965,4.2,4083,4.7
Fri, Jan 5 2007,2200,1657,5.1,1560,4.2,3217,4.6
Fri, Jan 5 2007,2300,1103,4.5,1278,4,2381,4.2
Fri, Jan 5 2007,2400,746,5.8,1078,4.5,1824,5
Sat, Jan 6 2007,0100,488,8,639,6.9,1127,7.4
Sat, Jan 6 2007,0200,384,8.6,479,9,863,8.8
Sat, Jan 6 2007,0300,272,10.7,278,13.3,550,12
Sat, Jan 6 2007,0400,386,8.5,294,12.9,680,10.4
Sat, Jan 6 2007,0500,735,5,399,7.5,1134,5.9
Sat, Jan 6 2007,0600,797,5.9,477,8,1274,6.7
Sat, Jan 6 2007,0700,901,9.1,822,19.7,1723,14.2
Sat, Jan 6 2007,0800,1511,9.4,953,12.9,2464,10.8
Sat, Jan 6 2007,0900,1615,10.5,1430,11.7,3045,11.1
Sat, Jan 6 2007,1000,2081,7.5,1934,8.9,4015,8.2
Sat, Jan 6 2007,1100,2414,6.8,2226,7.1,4640,6.9
Sat, Jan 6 2007,1200,2739,5.8,2708,4.8,5447,5.3
Sat, Jan 6 2007,1300,3014,3.8,3130,4.4,6144,4.1
Sat, Jan 6 2007,1400,3402,2.8,3155,2.9,6557,2.8
Sat, Jan 6 2007,1500,2980,2.4,2910,2.3,5890,2.4
Sat, Jan 6 2007,1600,2813,2.4,3169,1.5,5982,1.9
Sat, Jan 6 2007,1700,2847,1.7,2941,1.3,5788,1.5
