Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Sat, Aug 6 2011,0100,375,11.7,501,9.6,876,10.5
Sat, Aug 6 2011,0200,348,12.4,399,15.3,747,13.9
Sat, Aug 6 2011,0300,322,13.4,297,21.2,619,17.1
Sat, Aug 6 2011,0400,386,11.1,254,18.5,640,14.1
Sat, Aug 6 2011,0500,655,7.2,397,10.8,1052,8.6
Sat, Aug 6 2011,0600,795,8.7,579,13.3,1374,10.6
Sat, Aug 6 2011,0700,929,12.8,862,17.1,1791,14.9
Sat, Aug 6 2011,0800,1298,10.6,1039,11.1,2337,10.8
Sat, Aug 6 2011,0900,1459,10.1,1516,8.4,2975,9.2
Sat, Aug 6 2011,1000,1819,8.9,1965,8.3,3784,8.6
Sat, Aug 6 2011,1100,2203,6.8,2306,6.1,4509,6.4
Sat, Aug 6 2011,1200,2570,4.9,2665,4.8,5235,4.9
Sat, Aug 6 2011,1300,2893,4.1,2960,4.2,5853,4.2
Sat, Aug 6 2011,1400,2982,3.8,2920,3,5902,3.4
Sat, Aug 6 2011,1500,3025,3.1,3002,2.9,6027,3
Sat, Aug 6 2011,1600,2827,3.2,2867,2.6,5694,2.9
Sat, Aug 6 2011,1700,2793,2.7,2793,2.5,5586,2.6
Sat, Aug 6 2011,1800,2576,3.1,2779,2.3,5355,2.7
Sat, Aug 6 2011,1900,2432,3.2,2453,3.1,4885,3.1
Sat, Aug 6 2011,2000,1799,4.1,1953,2.5,3752,3.3
Sat, Aug 6 2011,2100,1346,4,1542,2.9,2888,3.4
Sat, Aug 6 2011,2200,1166,3.6,1429,2.7,2595,3.1
Sat, Aug 6 2011,2300,1003,4.7,1010,3.2,2013,3.9
Sat, Aug 6 2011,2400,827,3.3,818,3.9,1645,3.6
Sun, Aug 7 2011,0100,644,3.4,843,3.8,1487,3.6
Sun, Aug 7 2011,0200,426,5.2,687,3.3,1113,4
Sun, Aug 7 2011,0300,293,6.8,381,7.9,674,7.4
Sun, Aug 7 2011,0400,360,6.9,308,6.8,668,6.9
Sun, Aug 7 2011,0500,580,4.5,291,6.5,871,5.2
Sun, Aug 7 2011,0600,720,3.5,485,4.7,1205,4
Sun, Aug 7 2011,0700,707,5.5,570,7.7,1277,6.5
Sun, Aug 7 2011,0800,884,5.5,787,7.4,1671,6.4
Sun, Aug 7 2011,0900,872,4.9,952,5.7,1824,5.3
Sun, Aug 7 2011,1000,1354,4.1,1209,4.5,2563,4.3
Sun, Aug 7 2011,1100,1747,3.5,1657,3.3,3404,3.4
Sun, Aug 7 2011,1200,2361,2.6,2108,2.6,4469,2.6
Sun, Aug 7 2011,1300,2946,2.2,2684,2.2,5630,2.2
Sun, Aug 7 2011,1400,3096,2.4,2870,1.4,5966,1.9
Sun, Aug 7 2011,1500,3142,2,2899,1.6,6041,1.8
Sun, Aug 7 2011,1600,2797,1.8,2751,1.8,5548,1.8
Sun, Aug 7 2011,1700,2682,1.9,2549,2.2,5231,2.1
Sun, Aug 7 2011,1800,2741,2.2,2794,2.6,5535,2.4
Sun, Aug 7 2011,1900,2488,3.4,2991,3,5479,3.2
Sun, Aug 7 2011,2000,2188,3.2,2329,2.4,4517,2.8
Sun, Aug 7 2011,2100,1838,2.6,1936,2.9,3774,2.8
Sun, Aug 7 2011,2200,1518,3,1494,3.5,3012,3.2
Sun, Aug 7 2011,2300,1157,3.4,1142,4.3,2299,3.8
Sun, Aug 7 2011,2400,758,3.4,1020,4.4,1778,4
Mon, Aug 8 2011,0100,411,6.1,641,9,1052,7.9
Mon, Aug 8 2011,0200,241,12,404,8.9,645,10.1
Mon, Aug 8 2011,0300,169,10.1,158,24.7,327,17.1
Mon, Aug 8 2011,0400,265,17,194,25.3,459,20.5
Mon, Aug 8 2011,0500,621,9.3,355,22.5,976,14.1
Mon, Aug 8 2011,0600,1042,9.2,762,17.8,1804,12.9
Mon, Aug 8 2011,0700,1475,14.2,1467,20.7,2942,17.4
Mon, Aug 8 2011,0800,2900,11.6,2785,15.5,5685,13.5
Mon, Aug 8 2011,0900,3565,9.7,3504,12.2,7069,11
Mon, Aug 8 2011,1000,2827,14.9,2754,16,5581,15.4
Mon, Aug 8 2011,1100,2598,14.7,2545,15.2,5143,15
Mon, Aug 8 2011,1200,2707,16.3,2640,14.5,5347,15.4
Mon, Aug 8 2011,1300,2875,15.5,2825,13.7,5700,14.6
Mon, Aug 8 2011,1400,2778,14.9,2880,12.6,5658,13.7
Mon, Aug 8 2011,1500,2799,15.4,2875,11.5,5674,13.4
