Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Sun, Jan 1 2012,0100,295,3.7,311,2.9,606,3.3
Sun, Jan 1 2012,0200,502,1.6,500,3.4,1002,2.5
Sun, Jan 1 2012,0300,419,2.1,359,2.8,778,2.4
Sun, Jan 1 2012,0400,315,2.9,305,3.3,620,3.1
Sun, Jan 1 2012,0500,349,5.4,244,4.1,593,4.9
Sun, Jan 1 2012,0600,396,3.5,301,2.7,697,3.2
Sun, Jan 1 2012,0700,388,2.8,304,6.2,692,4.3
Sun, Jan 1 2012,0800,536,4.1,378,5,914,4.5
Sun, Jan 1 2012,0900,537,3.9,506,4,1043,3.9
Sun, Jan 1 2012,1000,637,2,551,2.5,1188,2.3
Sun, Jan 1 2012,1100,785,1.8,773,3,1558,2.4
Sun, Jan 1 2012,1200,1058,1.7,1079,1.2,2137,1.5
Sun, Jan 1 2012,1300,1637,1.6,1502,1.1,3139,1.4
Sun, Jan 1 2012,1400,2308,0.8,1900,1.1,4208,0.9
Sun, Jan 1 2012,1500,2389,1.3,2060,1,4449,1.1
Sun, Jan 1 2012,1600,2183,0.9,2078,0.7,4261,0.8
Sun, Jan 1 2012,1700,1952,1.2,1955,0.5,3907,0.8
Sun, Jan 1 2012,1800,1769,0.6,1825,1.5,3594,1
Sun, Jan 1 2012,1900,1747,1,1651,0.7,3398,0.9
Sun, Jan 1 2012,2000,1433,2,1377,1.2,2810,1.6
Sun, Jan 1 2012,2100,1187,3.2,1148,1,2335,2.1
Sun, Jan 1 2012,2200,997,1.6,1011,2.2,2008,1.9
Sun, Jan 1 2012,2300,704,3.1,864,2.8,1568,2.9
Sun, Jan 1 2012,2400,470,3,703,3.4,1173,3.2
Mon, Jan 2 2012,0100,315,7.3,364,8.2,679,7.8
Mon, Jan 2 2012,0200,188,5.9,192,13.5,380,9.7
Mon, Jan 2 2012,0300,150,12,132,16.7,282,14.2
Mon, Jan 2 2012,0400,229,10,135,22.2,364,14.6
Mon, Jan 2 2012,0500,542,5.5,241,11.6,783,7.4
Mon, Jan 2 2012,0600,713,4.6,514,5.6,1227,5.1
Mon, Jan 2 2012,0700,838,7.4,621,9.2,1459,8.2
Mon, Jan 2 2012,0800,815,6.9,680,9.1,1495,7.9
Mon, Jan 2 2012,0900,869,7.6,844,9.6,1713,8.6
Mon, Jan 2 2012,1000,1115,6.7,936,7.4,2051,7
Mon, Jan 2 2012,1100,1419,6.1,1169,5.3,2588,5.7
Mon, Jan 2 2012,1200,1984,4.7,1698,4.4,3682,4.6
Mon, Jan 2 2012,1300,2307,2.3,2048,3.2,4355,2.8
Mon, Jan 2 2012,1400,2739,2,2394,2.2,5133,2.1
Mon, Jan 2 2012,1500,2944,2.3,2539,1.5,5483,2
Mon, Jan 2 2012,1600,2677,2.6,2542,1.9,5219,2.2
Mon, Jan 2 2012,1700,2445,2,2439,2,4884,2
Mon, Jan 2 2012,1800,2289,2.3,2153,1.7,4442,2
Mon, Jan 2 2012,1900,2052,2.9,1872,2.4,3924,2.7
Mon, Jan 2 2012,2000,1639,3.8,1611,1.7,3250,2.7
Mon, Jan 2 2012,2100,1187,3.5,1283,2.1,2470,2.8
Mon, Jan 2 2012,2200,976,3.6,938,3.9,1914,3.8
Mon, Jan 2 2012,2300,709,3.8,924,5.6,1633,4.8
Mon, Jan 2 2012,2400,460,5.9,724,5.8,1184,5.8
Tue, Jan 3 2012,0100,296,10.5,401,7.5,697,8.8
Tue, Jan 3 2012,0200,158,12.7,254,16.1,412,14.8
Tue, Jan 3 2012,0300,125,20,115,32.2,240,25.8
Tue, Jan 3 2012,0400,216,15.7,124,33.9,340,22.4
Tue, Jan 3 2012,0500,585,7.2,240,16.2,825,9.8
Tue, Jan 3 2012,0600,1035,8.8,695,13.2,1730,10.6
Tue, Jan 3 2012,0700,1391,13.7,1223,15.4,2614,14.5
Tue, Jan 3 2012,0800,2362,11.2,2177,14.4,4539,12.8
Tue, Jan 3 2012,0900,3025,9.2,2662,11,5687,10.1
Tue, Jan 3 2012,1000,2212,12.8,2059,15.7,4271,14.2
Tue, Jan 3 2012,1100,2119,14.8,1865,16.8,3984,15.7
Tue, Jan 3 2012,1200,2360,15.3,2024,15.5,4384,15.4
Tue, Jan 3 2012,1300,2452,13.1,2294,13.9,4746,13.5
Tue, Jan 3 2012,1400,2682,11.6,2394,11.5,5076,11.6
Tue, Jan 3 2012,1500,2710,11,2546,10,5256,10.5
Tue, Jan 3 2012,1600,2723,11.6,2616,8.5,5339,10.1
Tue, Jan 3 2012,1700,2969,8.4,2932,6.3,5901,7.3
Tue, Jan 3 2012,1800,3305,5.7,3108,5,6413,5.4
Tue, Jan 3 2012,1900,2669,7.7,2477,4.6,5146,6.2
Tue, Jan 3 2012,2000,1775,8.2,1603,4.9,3378,6.6
Tue, Jan 3 2012,2100,1209,7.4,1301,4.9,2510,6.1
Tue, Jan 3 2012,2200,893,7.4,961,5.2,1854,6.3
Tue, Jan 3 2012,2300,709,7.2,875,6.9,1584,7
Tue, Jan 3 2012,2400,524,9.7,768,7.3,1292,8.3
Wed, Jan 4 2012,0100,276,14.1,494,10.1,770,11.6
Wed, Jan 4 2012,0200,160,22.5,236,20.8,396,21.5
Wed, Jan 4 2012,0300,155,26.5,144,34,299,30.1
Wed, Jan 4 2012,0400,222,23.4,131,35.9,353,28
Wed, Jan 4 2012,0500,562,11.2,281,20.6,843,14.4
Wed, Jan 4 2012,0600,965,10.4,669,14.5,1634,12.1
Wed, Jan 4 2012,0700,1309,16.9,1087,21.5,2396,19
Wed, Jan 4 2012,0800,2461,12.2,2266,17.8,4727,14.9
Wed, Jan 4 2012,0900,3257,10.6,2853,10.4,6110,10.5
Wed, Jan 4 2012,1000,2473,13.5,2214,14.3,4687,13.9
Wed, Jan 4 2012,1100,2307,15.5,1919,15.6,4226,15.6
Wed, Jan 4 2012,1200,2497,13.7,2161,15.7,4658,14.6
Wed, Jan 4 2012,1300,2579,13.7,2343,16,4922,14.8
Wed, Jan 4 2012,1400,2567,13.4,2450,11.2,5017,12.3
Wed, Jan 4 2012,1500,2787,13.7,2541,10.4,5328,12.1
Wed, Jan 4 2012,1600,2617,12.5,2657,10,5274,11.3
Wed, Jan 4 2012,1700,2946,8.9,2974,7.9,5920,8.4
Wed, Jan 4 2012,1800,3337,6.8,3354,5.1,6691,6
Wed, Jan 4 2012,1900,2727,5.8,2723,5.5,5450,5.7
Wed, Jan 4 2012,2000,1750,7.6,1751,5.1,3501,6.3
Wed, Jan 4 2012,2100,1245,8.1,1375,5.6,2620,6.8
Wed, Jan 4 2012,2200,1014,8.3,1003,6,2017,7.1
Wed, Jan 4 2012,2300,844,6.4,882,7.4,1726,6.9
Wed, Jan 4 2012,2400,561,9.3,867,7.7,1428,8.3
Thu, Jan 5 2012,0100,317,15.8,610,9.5,927,11.7
Thu, Jan 5 2012,0200,174,21.8,224,15.2,398,18.1
Thu, Jan 5 2012,0300,159,26.4,159,32.1,318,29.2
Thu, Jan 5 2012,0400,261,16.9,181,29.8,442,22.2
Thu, Jan 5 2012,0500,584,11.3,277,21.7,861,14.6
Thu, Jan 5 2012,0600,972,13.1,646,13.2,1618,13.1
Thu, Jan 5 2012,0700,1343,18.3,1104,17.8,2447,18.1
Thu, Jan 5 2012,0800,2504,12.7,2236,14.7,4740,13.6
Thu, Jan 5 2012,0900,3383,9.4,2919,14,6302,11.6
Thu, Jan 5 2012,1000,2681,13.1,2319,16.3,5000,14.6
Thu, Jan 5 2012,1100,2433,15.5,2037,19.9,4470,17.5
Thu, Jan 5 2012,1200,2493,15.9,2271,14.8,4764,15.4
Thu, Jan 5 2012,1300,2604,14.7,2470,14.6,5074,14.7
Thu, Jan 5 2012,1400,2752,13.1,2561,12.9,5313,13
Thu, Jan 5 2012,1500,2708,12.7,2696,11.3,5404,12
Thu, Jan 5 2012,1600,2826,12.5,2678,8.6,5504,10.6
Thu, Jan 5 2012,1700,3030,10.4,3103,8.2,6133,9.3
Thu, Jan 5 2012,1800,3430,7.1,3360,5.3,6790,6.2
Thu, Jan 5 2012,1900,2746,7.2,2590,4.8,5336,6.1
Thu, Jan 5 2012,2000,2021,7.3,1964,6.4,3985,6.9
Thu, Jan 5 2012,2100,1431,7.2,1556,6,2987,6.6
Thu, Jan 5 2012,2200,1197,5.9,1274,5.6,2471,5.7
Thu, Jan 5 2012,2300,829,8.2,1142,6.8,1971,7.4
Thu, Jan 5 2012,2400,604,7.9,737,9.2,1341,8.7
Fri, Jan 6 2012,0100,321,14,544,11.8,865,12.6
Fri, Jan 6 2012,0200,171,25.1,224,17.4,395,20.8
Fri, Jan 6 2012,0300,138,21.7,150,31.3,288,26.7
Fri, Jan 6 2012,0400,245,22.4,141,35.5,386,27.2
Fri, Jan 6 2012,0500,495,12.5,256,23.8,751,16.4
Fri, Jan 6 2012,0600,846,13.2,557,18.9,1403,15.5
Fri, Jan 6 2012,0700,1289,16.8,1077,21.7,2366,19
Fri, Jan 6 2012,0800,2439,12,2140,20.9,4579,16.1
Fri, Jan 6 2012,0900,3271,10.5,2884,14.5,6155,12.4
Fri, Jan 6 2012,1000,2643,14.6,2317,17.5,4960,16
Fri, Jan 6 2012,1100,2475,18.5,2108,16.1,4583,17.4
Fri, Jan 6 2012,1200,2604,15,2295,14.7,4899,14.8
Fri, Jan 6 2012,1300,2742,13.4,2502,13.9,5244,13.7
Fri, Jan 6 2012,1400,2925,13.2,2615,12.7,5540,13
Fri, Jan 6 2012,1500,2991,13.8,2817,10.5,5808,12.2
Fri, Jan 6 2012,1600,2910,12.9,2894,10.6,5804,11.7
Fri, Jan 6 2012,1700,3115,10,3212,7.7,6327,8.8
Fri, Jan 6 2012,1800,3202,6.5,3216,6.7,6418,6.6
Fri, Jan 6 2012,1900,2683,6.9,2455,5.9,5138,6.4
Fri, Jan 6 2012,2000,2084,6.8,2051,5.2,4135,6
Fri, Jan 6 2012,2100,1459,9.4,1621,4.4,3080,6.8
Fri, Jan 6 2012,2200,1163,7.8,1235,5.3,2398,6.5
Fri, Jan 6 2012,2300,863,7.9,1066,6.1,1929,6.9
Fri, Jan 6 2012,2400,553,7.8,993,8.2,1546,8
Sat, Jan 7 2012,0100,371,15.9,473,10.1,844,12.7
Sat, Jan 7 2012,0200,276,14.5,279,8.6,555,11.5
Sat, Jan 7 2012,0300,217,13.4,201,20.9,418,17
Sat, Jan 7 2012,0400,239,15.9,207,21.7,446,18.6
Sat, Jan 7 2012,0500,486,12.3,246,18.3,732,14.3
Sat, Jan 7 2012,0600,743,11.2,462,10.2,1205,10.8
Sat, Jan 7 2012,0700,745,13,690,22.6,1435,17.6
Sat, Jan 7 2012,0800,1015,10.9,831,12.8,1846,11.8
Sat, Jan 7 2012,0900,1359,11.3,1225,9.7,2584,10.5
Sat, Jan 7 2012,1000,1737,7.5,1514,7.8,3251,7.7
Sat, Jan 7 2012,1100,1937,6.7,1725,6,3662,6.4
Sat, Jan 7 2012,1200,2231,4.5,2063,4.8,4294,4.6
Sat, Jan 7 2012,1300,2562,4.3,2339,4.9,4901,4.6
Sat, Jan 7 2012,1400,2718,3.2,2485,2.8,5203,3
Sat, Jan 7 2012,1500,2650,3.4,2614,2.3,5264,2.9
Sat, Jan 7 2012,1600,2383,3.1,2456,2.1,4839,2.6
Sat, Jan 7 2012,1700,2292,2.6,2380,1.5,4672,2
Sat, Jan 7 2012,1800,2062,4.4,2372,2.7,4434,3.5
Sat, Jan 7 2012,1900,1849,5.2,1869,2.6,3718,3.9
Sat, Jan 7 2012,2000,1551,4.7,1497,2.2,3048,3.5
Sat, Jan 7 2012,2100,1116,5.3,1348,2.2,2464,3.6
Sat, Jan 7 2012,2200,946,4.9,814,3.4,1760,4.2
Sat, Jan 7 2012,2300,713,4.8,892,3,1605,3.8
Sat, Jan 7 2012,2400,610,3.3,763,4.7,1373,4.1
Sun, Jan 8 2012,0100,392,6.6,815,4.3,1207,5.1
Sun, Jan 8 2012,0200,300,8.7,398,6,698,7.2
Sun, Jan 8 2012,0300,215,8.8,205,7.8,420,8.3
